Orthogroup	Niphates_augustus.hints.aa	Ephydatia_Emu_v1_prots
OG0006394	jg12210.t1	Em0021g988a
OG0006395	jg4703.t1	Em0017g936a, Em0401g3a
OG0006396	jg2716.t1, jg2719.t1	Em0013g595a, Em0013g591a
OG0006398	jg11741.t1	Em0010g723a, Em0010g722a
OG0006400	jg11736.t1	Em0004g1459a, Em0004g1422a
OG0006403	jg12267.t1	Em0001g1158a, Em0001g1243a
OG0006405	jg16953.t1	Em0018g498a
OG0006407	jg2222.t1	Em0030g23a, Em0008g395a
OG0006409	jg14515.t1	Em0001g1313a
OG0006411	jg24451.t1, jg11283.t1	Em0019g966a
OG0006413	jg11515.t1	Em0015g90a
OG0006415	jg11517.t1	Em0088g7a, Em0015g344a
OG0006416	jg14516.t1	Em0001g1293a
OG0006418	jg14570.t1, jg14569.t1	Em0020g556a
OG0006419	jg24744.t1, jg20347.t1	Em0015g1009a
OG0006420	jg8054.t1, jg18314.t1	Em0015g908a
OG0006422	jg2812.t1, jg6822.t1	Em0006g231a
OG0006423	jg20346.t1, jg24743.t1	Em0015g1050a
OG0006426	jg1255.t1, jg14557.t1, jg1256.t1	Em0013g510a
OG0006429	jg18318.t1	Em0015g935a
OG0006430	jg24236.t1	Em0002g976a
OG0006431	jg10510.t1, jg22739.t1	Em0015g920a
OG0006432	jg20359.t1, jg24757.t1	Em0015g982a
OG0006433	jg2647.t1	Em0013g225a, Em0013g229a
OG0006435	jg1754.t1, jg22524.t1	Em0008g145a
OG0006436	jg6812.t1	Em0011g831a
OG0006437	jg28815.t1, jg28811.t1	Em0014g155a
OG0006438	jg4624.t1	Em0010g814a, Em0273g3a
OG0006439	jg11715.t1	Em0022g492a
OG0006441	jg24890.t1, jg28819.t1	Em0014g137a
OG0006442	jg8182.t2, jg8182.t1	Em0021g571a
OG0006443	jg6389.t1	Em0028g22a
OG0006444	jg14669.t1	Em0016g950a, Em0137g14a
OG0006445	jg23802.t2, jg23802.t1	Em0001g1442a
OG0006446	jg23806.t1	Em0006g1230a, Em0006g1238a, Em0006g1229a
OG0006447	jg2655.t1	Em0013g829a, Em0013g833a
OG0006448	jg28816.t1	Em0014g133a, Em1034g3a
OG0006450	jg6385.t1	Em0014g767a, Em0014g778a
OG0006451	jg922.t1	Em0009g1268a, Em0009g1269a
OG0006452	jg18542.t1, jg22447.t1	Em0023g362a
OG0006453	jg913.t1	Em0009g1260a, Em0009g1259a
OG0006455	jg8175.t2, jg8175.t1	Em0003g1481a
OG0006458	jg18552.t1	Em0023g749a
OG0006459	jg19191.t1, jg19191.t2	Em0016g1107a
OG0006464	jg909.t1	Em0009g1062a, Em0009g1151a
OG0006465	jg8177.t1	Em0003g1480a, Em0003g1470a
OG0006466	jg6386.t1	Em0014g777a, Em0014g766a
OG0006467	jg6388.t1	Em0014g745a, Em0014g747a, Em0014g744a
OG0006470	jg4978.t1	Em0005g1516a, Em0005g1515a, Em0005g1517a
OG0006472	jg24238.t1	Em0002g1885a
OG0006473	jg12233.t1	Em0021g133a, Em0021g143a
OG0006474	jg4580.t1	Em0010g800a
OG0006475	jg12238.t1	Em0021g27a
OG0006478	jg878.t1	Em0009g1073a
OG0006479	jg12634.t1	Em0005g1450a
OG0006480	jg12639.t2, jg12639.t3	Em0172g1a, Em0005g1463a
OG0006483	jg1525.t1	Em0016g546a
OG0006484	jg870.t1	Em0009g983a
OG0006487	jg7231.t1, jg18286.t1	Em0022g576a, Em0022g573a
OG0006488	jg860.t1	Em0009g484a, Em0044g24a
OG0006490	jg3398.t1	Em0007g256a
OG0006491	jg3396.t1, jg3395.t1	Em0007g258a
OG0006494	jg3386.t1	Em0023g141a, Em0023g130a
OG0006495	jg4612.t1	Em0012g855a
OG0006497	jg17838.t1	Em0002g648a, Em0002g796a
OG0006498	jg29200.t1	Em0019g1163a, Em0019g1146a
OG0006500	jg4111.t1	Em0022g380a, Em0022g384a
OG0006501	jg17836.t1	Em0774g4a, Em0003g1424a
OG0006503	jg3393.t1	Em0023g68a
OG0006504	jg17837.t1	Em0003g1425a, Em0774g3a, Em0774g2a
OG0006505	jg10268.t1, jg26696.t1	Em0016g118a
OG0006506	jg4504.t1	Em0776g7a, Em0011g70a
OG0006507	jg14644.t1	Em0016g1164a, Em0016g1130a
OG0006508	jg14632.t1	Em0016g1066a
OG0006510	jg8943.t1	Em0016g340a, Em0016g347a
OG0006511	jg1498.t1	Em0021g61a
OG0006513	jg13963.t1	Em0015g1265a
OG0006514	jg4476.t1	Em0011g8a
OG0006515	jg8965.t1, jg8962.t1	Em0016g285a
OG0006516	jg1728.t1, jg16633.t1	Em0015g105a
OG0006517	jg8944.t1	Em0016g350a, Em0016g349a
OG0006518	jg13965.t1	Em0015g1243a, Em0015g1220a
OG0006519	jg13956.t1	Em0015g1261a
OG0006520	jg10194.t1	Em0015g828a, Em0015g866a
OG0006521	jg19355.t1, jg13446.t1	Em0015g753a, Em0011g937a
OG0006522	jg5927.t1	Em0002g1614a
OG0006523	jg939.t1	Em0009g923a, Em0009g937a
OG0006524	jg16634.t1, jg1729.t1	Em0015g65a
OG0006525	jg9130.t1, jg9130.t2	Em0002g884a
OG0006527	jg14729.t1	Em0011g484a, Em0435g6a
OG0006528	jg27891.t1, jg20691.t1	Em0017g869a, Em0017g883a
OG0006529	jg18754.t1	Em0009g1110a, Em0009g1076a
OG0006530	jg4558.t1	Em0004g942a
OG0006531	jg20334.t1, jg24727.t1	Em0015g759a
OG0006534	jg934.t1	Em0009g1174a
OG0006536	jg4361.t1	Em0006g1174a
OG0006537	jg12682.t1	Em0005g1658a
OG0006540	jg20536.t1	Em0008g831a
OG0006541	jg29740.t1	Em0020g976a, Em0354g4a
OG0006542	jg23788.t1	Em0006g1007a
OG0006544	jg4762.t1	Em0022g246a
OG0006545	jg6079.t2, jg8217.t1, jg6079.t1	Em0003g732a
OG0006546	jg18138.t1	Em0018g428a
OG0006547	jg4366.t1	Em0013g757a, Em0013g750a
OG0006550	jg23782.t1, jg23785.t1	Em0006g1000a
OG0006551	jg8218.t1, jg6080.t1	Em0003g733a
OG0006552	jg8200.t1	Em0003g680a
OG0006553	jg17987.t1	Em0003g656a
OG0006554	jg8215.t1, jg6077.t1	Em0003g722a
OG0006555	jg7731.t1, jg16558.t1	Em0023g711a
OG0006556	jg11636.t1	Em0010g873a
OG0006557	jg16561.t1	Em0023g710a
OG0006558	jg24108.t1, jg1064.t1	Em0022g241a
OG0006559	jg30223.t1, jg11317.t1	Em0011g16a
OG0006562	jg4638.t1	Em0010g663a, Em0010g680a
OG0006563	jg11634.t1	Em0010g64a, Em0010g58a
OG0006565	jg23042.t1, jg23042.t2, jg25324.t1	Em0002g1890a
OG0006566	jg17998.t1	Em0003g42a
OG0006567	jg21024.t1, jg19898.t1	Em0016g30a
OG0006568	jg11898.t1, jg15645.t1	Em0018g1047a, Em0728g8a
OG0006570	jg17999.t1	Em0003g289a, Em0091g1a
OG0006571	jg23059.t1	Em0019g616a, Em0019g609a
OG0006572	jg23057.t1	Em0019g608a, Em0019g615a
OG0006573	jg8471.t1	Em0019g1154a, Em0019g1175a
OG0006575	jg18691.t2, jg18691.t1	Em0026g44a, Em0026g58a
OG0006576	jg6069.t1, jg1406.t1	Em0005g1597a
OG0006578	jg12673.t1	Em0005g1644a, Em0949g1a
OG0006579	jg12809.t1	Em0005g1161a
OG0006580	jg23064.t1	Em0019g618a, Em0019g611a
OG0006581	jg19714.t1	Em0002g1358a, Em0001g2578a
OG0006582	jg28329.t2, jg28329.t1	Em0019g698a
OG0006584	jg13257.t1	Em0013g759a, Em0013g748a
OG0006585	jg12666.t1	Em0005g1654a
OG0006586	jg18692.t1	Em0004g1012a, Em0068g16a
OG0006588	jg949.t1	Em0009g1199a
OG0006589	jg12672.t1	Em0005g1641a
OG0006590	jg30035.t1	Em0017g610a
OG0006591	jg17552.t1	Em0018g1187a, Em0018g1182a
OG0006592	jg28313.t1	Em0019g664a
OG0006593	jg28315.t1	Em0019g714a, Em0019g721a
OG0006594	jg6001.t1, jg567.t1	Em0018g426a
OG0006595	jg16038.t1	Em0023g453a
OG0006596	jg18693.t1	Em0009g973a
OG0006597	jg19924.t1, jg6303.t1	Em0011g169a
OG0006598	jg12667.t1	Em0005g1647a
OG0006599	jg21935.t1, jg27277.t1	Em0011g529a
OG0006600	jg20022.t1, jg3366.t1	Em0023g113a
OG0006601	jg20030.t1, jg3371.t1	Em0023g26a
OG0006602	jg30206.t1, jg11299.t1	Em0011g35a
OG0006603	jg3370.t1, jg20031.t1	Em0023g25a
OG0006604	jg6007.t1	Em0011g30a
OG0006605	jg29006.t1	Em0022g608a, Em0022g614a
OG0006606	jg3362.t1, jg20027.t1	Em0023g140a, Em0023g129a
OG0006609	jg7216.t1	Em0022g425a
OG0006610	jg13827.t1	Em0015g298a, Em0015g306a
OG0006611	jg16212.t1, jg15563.t1	Em0015g1012a
OG0006612	jg18711.t1	Em0023g653a
OG0006613	jg16209.t1, jg15560.t1	Em0015g1010a
OG0006614	jg8426.t2, jg8426.t1	Em0021g240a
OG0006615	jg23387.t1, jg2858.t1	Em0008g61a
OG0006616	jg8518.t1, jg26856.t1	Em0023g307a
OG0006617	jg8273.t1	Em0012g168a, Em0003g1636a
OG0006618	jg8349.t1	Em0013g986a, Em0013g1008a
OG0006619	jg14325.t1	Em0015g960a
OG0006621	jg16210.t1, jg15561.t1	Em0015g1011a
OG0006622	jg15557.t1, jg16206.t1	Em0009g975a
OG0006624	jg24088.t1, jg20895.t1	Em0006g717a
OG0006625	jg23230.t1	Em0022g256a, Em0022g267a
OG0006626	jg27193.t1	Em0021g290a
OG0006627	jg14417.t1	Em0015g110a
OG0006628	jg8516.t1	Em0021g267a
OG0006629	jg24213.t1	Em0018g810a
OG0006630	jg14604.t1	Em0016g1071a
OG0006631	jg8425.t1	Em0023g312a
OG0006632	jg8415.t1	Em0021g264a
OG0006633	jg13828.t1	Em0015g305a, Em0015g297a
OG0006634	jg8437.t1	Em0012g1049a
OG0006635	jg16207.t1, jg15558.t1	Em0015g1161a
OG0006636	jg14602.t1	Em0016g1049a
OG0006637	jg15859.t1	Em0395g16a, Em0021g841a
OG0006638	jg22114.t1	Em0011g83a
OG0006639	jg8414.t1	Em0021g273a
OG0006640	jg26984.t1, jg24995.t1, jg13422.t1	Em0001g3027a
OG0006641	jg22444.t1	Em0014g376a, Em0017g392a
OG0006643	jg8517.t1	Em0021g280a, Em0762g2a
OG0006644	jg8439.t1	Em0012g1040a
OG0006645	jg13084.t1, jg14120.t1	Em0012g1071a
OG0006646	jg8012.t1, jg26665.t1	Em0007g755a, Em0007g757a
OG0006648	jg14688.t1, jg30125.t1	Em0011g217a
OG0006649	jg26666.t1, jg8013.t1	Em0007g756a
OG0006650	jg8017.t1, jg26669.t1	Em0007g527a
OG0006651	jg9533.t1, jg1364.t1	Em0011g759a
OG0006652	jg3235.t1	Em0022g857a, Em0022g856a, Em0022g860a
OG0006655	jg22662.t1	Em0011g88a, Em0011g105a
OG0006656	jg21357.t1, jg4528.t1	Em0023g820a
OG0006657	jg1095.t1, jg4941.t1	Em0023g327a
OG0006658	jg8435.t1	Em0012g1052a
OG0006659	jg19304.t1	Em0016g75a
OG0006660	jg24571.t1	Em0011g512a
OG0006662	jg8433.t1	Em0012g1039a
OG0006663	jg3272.t1, jg8619.t1	Em0022g128a
OG0006664	jg12011.t1	Em0001g229a, Em0001g212a
OG0006665	jg22113.t1	Em0011g82a
OG0006666	jg3709.t1	Em0021g665a
OG0006667	jg1097.t1, jg4939.t1	Em0020g649a
OG0006668	jg4980.t1, jg10409.t1	Em0018g1097a, Em0018g1134a
OG0006669	jg12417.t1, jg20371.t1	Em0011g786a
OG0006671	jg14522.t1	Em0495g2a, Em0019g104a
OG0006672	jg25941.t1	Em0008g1184a, Em0008g1201a
OG0006675	jg9876.t1	Em0007g70a
OG0006676	jg22660.t1	Em0776g2a, Em0011g76a
OG0006677	jg1096.t1, jg4940.t1	Em0002g747a
OG0006679	jg19309.t1	Em0016g549a
OG0006680	jg19305.t1	Em0016g88a
OG0006681	jg14523.t1	Em0015g675a
OG0006682	jg19199.t1	Em0016g1185a, Em0016g1111a, Em0531g12a
OG0006683	jg11511.t1	Em0001g1136a, Em0001g1126a
OG0006684	jg7031.t1	Em0014g38a
OG0006685	jg26089.t1	Em0006g1031a, Em0014g40a
OG0006687	jg25979.t1	Em0657g3a, Em0008g1259a
OG0006688	jg4378.t1	Em0005g235a, Em0005g239a
OG0006689	jg9866.t1	Em0049g18a, Em0007g155a
OG0006692	jg23710.t1, jg27007.t1	Em0114g16a
OG0006693	jg18512.t1	Em0023g523a, Em0023g514a
OG0006695	jg20828.t2, jg20828.t1	Em0008g1032a
OG0006696	jg20830.t1	Em0023g84a
OG0006697	jg25977.t1	Em0008g944a
OG0006698	jg9864.t1	Em0007g215a
OG0006700	jg17939.t1	Em0021g646a, Em0021g640a
OG0006701	jg7020.t1	Em0014g35a
OG0006702	jg7016.t1	Em0021g913a
OG0006704	jg19429.t1	Em0021g757a
OG0006705	jg19476.t2, jg19476.t1	Em0005g215a
OG0006706	jg21698.t1, jg4385.t1	Em0005g73a
OG0006707	jg18535.t1	Em0023g324a
OG0006709	jg23214.t1, jg27002.t1	Em0015g763a
OG0006710	jg10321.t2, jg10321.t1	Em0009g151a
OG0006712	jg19478.t1, jg21702.t1	Em0003g1353a
OG0006713	jg21697.t1, jg4384.t1	Em0005g72a
OG0006714	jg29792.t1	Em0020g1055a
OG0006715	jg13685.t1, jg13685.t2	Em0012g964a
OG0006716	jg18883.t1	Em0847g1a, Em0020g55a
OG0006717	jg252.t1, jg22586.t1, jg27347.t1	Em0022g559a
OG0006718	jg19263.t1	Em0016g912a
OG0006719	jg28237.t1, jg13364.t1	Em0020g598a
OG0006721	jg9804.t1	Em0019g814a, Em0019g811a
OG0006722	jg24399.t1, jg17800.t1	Em0023g949a
OG0006724	jg6217.t1	Em0009g606a
OG0006725	jg13870.t1, jg16986.t1	Em0013g917a
OG0006726	jg29598.t1	Em0020g1029a
OG0006729	jg27344.t1, jg22583.t1	Em0022g226a
OG0006730	jg29606.t1	Em0020g846a
OG0006731	jg29600.t1, jg18587.t1	Em0020g1016a, Em0020g1021a
OG0006732	jg29836.t1	Em0017g493a, Em0168g3a
OG0006734	jg16992.t1	Em0019g948a, Em0019g1054a
OG0006735	jg17391.t1	Em0003g540a
OG0006737	jg17775.t1	Em0666g8a, Em0019g627a
OG0006738	jg20303.t1	Em0014g813a, Em0014g786a
OG0006739	jg17445.t1	Em0003g1298a, Em0737g2a
OG0006740	jg20306.t1	Em1027g2a, Em0006g1180a
OG0006741	jg29211.t1, jg29210.t1	Em0022g660a
OG0006742	jg28957.t1	Em0022g661a
OG0006743	jg28970.t1	Em0022g203a
OG0006744	jg29607.t1	Em0020g862a
OG0006746	jg26954.t1, jg12979.t1	Em0017g213a
OG0006747	jg17773.t1	Em0019g630a, Em0666g5a
OG0006748	jg24535.t1	Em0023g40a, Em0179g2a
OG0006749	jg17389.t1	Em0003g210a
OG0006750	jg24536.t1	Em0023g41a, Em0179g3a
OG0006751	jg20299.t1	Em0010g294a, Em0010g179a
OG0006752	jg15775.t1, jg2955.t1	Em0007g252a
OG0006753	jg14388.t1	Em0015g140a
OG0006755	jg14394.t1	Em0015g509a
OG0006756	jg17480.t1	Em0032g6a, Em0032g16a
OG0006758	jg12776.t1	Em0005g1529a
OG0006759	jg12786.t1, jg12789.t1	Em0005g1666a
OG0006760	jg13800.t1	Em0015g145a, Em0015g132a
OG0006761	jg5976.t1	Em0011g66a
OG0006762	jg5915.t1	Em0011g144a, Em0011g153a
OG0006763	jg28041.t1	Em0019g167a
OG0006764	jg30201.t1, jg28964.t1	Em0022g296a
OG0006765	jg12780.t1	Em0005g1681a, Em0074g12a
OG0006768	jg12791.t1	Em0005g1670a
OG0006769	jg5960.t1	Em0011g151a, Em0011g146a
OG0006770	jg15691.t1	Em0018g575a
OG0006771	jg14344.t1	Em0015g84a
OG0006773	jg27950.t1	Em0019g151a, Em0718g1a
OG0006774	jg12562.t1	Em0021g391a
OG0006775	jg19237.t1	Em0016g1124a, Em0016g1170a
OG0006776	jg14447.t1	Em0015g85a
OG0006778	jg27949.t1	Em0019g150a, Em0718g3a
OG0006779	jg30485.t1, jg30485.t2	Em0017g560a
OG0006780	jg27957.t1	Em0819g1a, Em0019g154a
OG0006783	jg1969.t1	Em0021g375a
OG0006784	jg28039.t1	Em0019g168a
OG0006786	jg22084.t1, jg23249.t1	Em0011g64a
OG0006787	jg25735.t2, jg25735.t1	Em0016g45a
OG0006788	jg22525.t1, jg1755.t1	Em0023g181a
OG0006789	jg30487.t2, jg30487.t1	Em0016g1046a
OG0006792	jg5899.t1, jg5899.t2	Em0018g31a
OG0006793	jg12570.t1, jg7677.t1	Em0009g61a
OG0006794	jg15950.t1, jg27964.t1	Em0019g230a
OG0006796	jg12565.t1, jg12565.t2	Em0021g376a
OG0006797	jg7692.t1, jg23399.t1, jg12585.t1	Em0009g683a
OG0006799	jg8784.t1	Em0011g1190a
OG0006800	jg5898.t1	Em0018g533a, Em0052g11a
OG0006801	jg14700.t1, jg630.t1	Em0011g324a
OG0006802	jg16290.t1, jg16290.t2, jg10685.t1	Em0015g1136a
OG0006803	jg27979.t1	Em0019g247a
OG0006805	jg27956.t1	Em0019g155a, Em0819g2a
OG0006806	jg24321.t1, jg6249.t1	Em0006g1220a
OG0006807	jg17569.t1	Em0015g1257a
OG0006808	jg8821.t1	Em0016g21a, Em0708g3a
OG0006809	jg8799.t1	Em0016g172a
OG0006810	jg4351.t1	Em0006g1207a, Em0006g1187a
OG0006811	jg8911.t1	Em0016g499a, Em0016g438a
OG0006812	jg8896.t1	Em0016g424a, Em0016g450a
OG0006814	jg6247.t1, jg24319.t1	Em0006g1217a
OG0006815	jg19387.t1, jg19387.t2	Em0006g1185a, Em0005g572a
OG0006816	jg20580.t1	Em0008g974a
OG0006817	jg17562.t1	Em0015g1270a
OG0006818	jg8913.t1	Em0016g398a
OG0006821	jg19385.t1	Em0009g807a, Em0009g791a
OG0006822	jg10691.t1	Em0015g1245a, Em0015g1222a
OG0006823	jg24269.t1	Em0435g1a
OG0006823	jg14724.t1	Em0011g487a
OG0006824	jg24763.t1, jg20385.t1	Em0006g893a
OG0006825	jg20461.t1, jg27022.t1	Em0011g852a
OG0006826	jg8894.t1	Em0016g425a, Em0016g451a
OG0006827	jg8887.t1	Em0016g421a, Em0016g447a
OG0006828	jg20579.t1	Em0008g1266a
OG0006831	jg9554.t1, jg24344.t1	Em0023g752a
OG0006832	jg8834.t1	Em0022g345a, Em0016g185a
OG0006833	jg17027.t1	Em0015g627a
OG0006834	jg8822.t1	Em0708g4a, Em0016g20a
OG0006835	jg8897.t1	Em0016g423a, Em0016g449a
OG0006836	jg4178.t1	Em0022g218a
OG0006837	jg12136.t1, jg29047.t1	Em0022g327a
OG0006838	jg12178.t1	Em0021g23a, Em0021g22a
OG0006839	jg20710.t1	Em0023g339a
OG0006840	jg20569.t1, jg20570.t1	Em0008g1120a
OG0006841	jg17037.t1, jg17037.t2	Em0015g615a
OG0006842	jg8670.t1, jg1238.t1	Em0003g1366a
OG0006845	jg4393.t1	Em0009g620a
OG0006848	jg29618.t1	Em0020g915a
OG0006849	jg2234.t1	Em0008g372a
OG0006850	jg3074.t1, jg25544.t1	Em0022g401a
OG0006851	jg29404.t1, jg29404.t2	Em0020g634a, Em0020g635a
OG0006852	jg21543.t1, jg3951.t1	Em0009g1218a
OG0006853	jg8359.t1	Em0013g1109a, Em0013g1097a
OG0006854	jg1786.t1	Em0007g1327a, Em0001g3656a, Em0015g1029a
OG0006855	jg12505.t1	Em0006g517a, Em0039g9a
OG0006856	jg12512.t1	Em0006g631a, Em0006g630a
OG0006857	jg13318.t1	Em0009g1196a
OG0006858	jg29625.t1	Em0020g166a
OG0006859	jg29530.t1	Em0002g133a, Em0002g119a
OG0006860	jg3428.t1	Em0023g42a, Em0179g4a
OG0006861	jg27665.t1	Em0009g1298a, Em0009g1288a
OG0006862	jg8357.t1	Em0013g1112a, Em0013g1099a
OG0006863	jg3952.t1, jg21544.t1	Em0009g1219a
OG0006864	jg6065.t1, jg1402.t1	Em0005g1461a
OG0006865	jg12515.t1	Em0006g872a, Em0765g3a
OG0006866	jg27655.t1	Em0009g1168a, Em0009g1171a
OG0006867	jg9965.t1, jg25738.t1	Em0002g601a
OG0006870	jg12804.t1	Em0019g1029a, Em0019g1031a
OG0006871	jg12494.t1	Em0039g30a, Em0006g502a
OG0006872	jg27667.t1	Em0009g592a
OG0006873	jg12516.t1	Em0006g747a, Em0049g29a
OG0006874	jg3422.t1	Em0008g371a
OG0006875	jg19059.t1	Em0001g154a, Em0001g181a
OG0006876	jg19002.t1	Em0001g65a, Em0001g66a
OG0006878	jg23254.t1	Em0015g67a
OG0006879	jg3425.t1, jg3425.t2	Em0004g517a, Em0004g490a
OG0006880	jg2246.t1	Em0008g287a
OG0006881	jg27174.t1, jg6783.t1	Em0021g309a
OG0006883	jg21692.t1	Em0001g847a
OG0006884	jg23609.t1	Em0016g58a, Em0016g48a
OG0006885	jg19045.t1, jg19045.t2	Em0001g2115a
OG0006886	jg19053.t1	Em0003g1487a
OG0006887	jg8968.t1	Em0016g272a
OG0006888	jg3650.t1, jg18153.t1	Em0015g134a, Em0015g143a
OG0006889	jg2273.t1, jg2272.t1	Em0013g41a
OG0006890	jg3423.t1	Em0008g370a
OG0006891	jg3426.t1	Em0023g60a
OG0006892	jg23588.t1	Em0016g104a
OG0006893	jg23595.t1	Em0016g126a, Em0016g123a
OG0006894	jg19780.t1, jg27386.t1	Em0008g350a
OG0006895	jg28301.t1	Em0019g934a, Em0215g3a
OG0006897	jg8299.t1	Em0012g496a
OG0006898	jg2282.t1	Em0013g328a
OG0006899	jg26832.t1, jg8280.t1	Em0012g82a
OG0006900	jg27175.t1, jg6782.t1	Em0021g319a
OG0006901	jg9007.t1	Em0484g3a, Em0016g218a
OG0006902	jg28284.t1	Em0019g348a
OG0006903	jg28295.t1	Em0246g7a, Em0019g919a
OG0006904	jg28349.t1	Em0402g1a, Em0019g275a
OG0006905	jg17257.t1	Em0004g371a, Em0020g329a, Em0002g1399a
OG0006906	jg28547.t1	Em0246g2a, Em0019g914a, Em0960g3a
OG0006907	jg19052.t1	Em0001g2503a, Em0001g2509a
OG0006908	jg28302.t1, jg28919.t1	Em0019g939a
OG0006909	jg6784.t1, jg27173.t1	Em0021g310a
OG0006910	jg18988.t1	Em0001g124a, Em0001g129a
OG0006911	jg2280.t1, jg2281.t1	Em0013g317a
OG0006912	jg8281.t1	Em0026g50a, Em0026g53a
OG0006913	jg28300.t1	Em0215g2a, Em0019g933a
OG0006914	jg20239.t1	Em0014g710a
OG0006915	jg6781.t1, jg27176.t1	Em0021g317a, Em0021g318a
OG0006916	jg27181.t1, jg27181.t2	Em0021g254a
OG0006917	jg16739.t1	Em0009g1291a, Em0009g1294a
OG0006918	jg2318.t2, jg2318.t1	Em0013g319a
OG0006920	jg28531.t1	Em0019g757a
OG0006921	jg12724.t1	Em0023g892a
OG0006922	jg18701.t1	Em0016g1045a
OG0006923	jg28305.t1	Em0019g278a
OG0006924	jg28348.t1, jg28348.t2	Em0019g276a
OG0006925	jg12543.t1	Em0006g1044a
OG0006926	jg28354.t1	Em0006g645a, Em0006g646a
OG0006927	jg20230.t1, jg21337.t1	Em0021g194a, Em0021g181a
OG0006928	jg20314.t1	Em0005g42a, Em0005g24a
OG0006929	jg20316.t1	Em0005g45a, Em0005g22a
OG0006931	jg20213.t1	Em0001g301a, Em0001g297a, Em0001g313a
OG0006933	jg20201.t1, jg20203.t1, jg20200.t1	Em0019g619a
OG0006934	jg19930.t1	Em0028g39a, Em0028g43a
OG0006935	jg4991.t1, jg10421.t1	Em0023g596a
OG0006936	jg20258.t1	Em0014g826a, Em0014g836a
OG0006937	jg11955.t1	Em0023g753a
OG0006938	jg19946.t1	Em0028g6a, Em0028g14a
OG0006939	jg20214.t1	Em0014g576a
OG0006940	jg22456.t1	Em0023g726a, Em0023g719a
OG0006941	jg4332.t1	Em0145g5a, Em0023g677a
OG0006943	jg20481.t1, jg19486.t1	Em0017g82a
OG0006945	jg11960.t1	Em0001g213a, Em0001g230a
OG0006946	jg22421.t1	Em0023g375a
OG0006947	jg14175.t1, jg8604.t1	Em0023g774a
OG0006948	jg22454.t1	Em0023g717a, Em0023g724a
OG0006949	jg21335.t1, jg20232.t1	Em0014g681a
OG0006950	jg22427.t1	Em0011g189a, Em0011g183a
OG0006952	jg8116.t1	Em0004g353a
OG0006953	jg22436.t1	Em0023g450a
OG0006954	jg7222.t1	Em0022g157a
OG0006955	jg11081.t1, jg5951.t1	Em0023g359a
OG0006956	jg11092.t1	Em0037g11a, Em0017g316a
OG0006957	jg11138.t1	Em0017g34a
OG0006958	jg11141.t1	Em0017g43a, Em0017g31a
OG0006959	jg11945.t1	Em0023g471a
OG0006963	jg11128.t1	Em0017g26a, Em0017g28a
OG0006964	jg11136.t1	Em0017g37a, Em0017g39a
OG0006965	jg12325.t1	Em0007g23a, Em0007g20a
OG0006966	jg12363.t1	Em0004g209a
OG0006968	jg10196.t1	Em0015g864a, Em0015g826a
OG0006969	jg12863.t1, jg12863.t2	Em0005g1130a
OG0006970	jg12815.t1	Em0015g978a
OG0006971	jg24521.t1, jg10199.t1	Em0015g822a
OG0006972	jg22400.t1	Em0006g1014a, Em0006g1011a
OG0006973	jg22396.t1	Em0644g3a, Em0006g892a
OG0006974	jg22388.t1	Em0006g1151a
OG0006975	jg6433.t1	Em0006g900a
OG0006976	jg22453.t1	Em0023g716a, Em0023g723a
OG0006977	jg4169.t1, jg12296.t1	Em0006g898a
OG0006978	jg22458.t1, jg22458.t2	Em0023g381a
OG0006980	jg22397.t2, jg22397.t1	Em0006g915a
OG0006981	jg10198.t1, jg24520.t1	Em0015g825a
OG0006982	jg24524.t1, jg10202.t1	Em0015g571a
OG0006983	jg11125.t1	Em0017g29a, Em0017g45a
OG0006984	jg11084.t1	Em0017g20a
OG0006985	jg3429.t1	Em0023g61a
OG0006987	jg12353.t2, jg12353.t1	Em0004g5a
OG0006988	jg12811.t1	Em0005g1344a, Em0006g945a
OG0006990	jg12364.t1	Em0004g239a, Em1407g1a, Em0010g2a
OG0006991	jg12326.t1	Em0007g19a, Em0007g24a
OG0006994	jg13844.t1	Em0015g98a, Em0015g7a
OG0006995	jg13839.t1	Em0015g95a, Em0015g4a
OG0006996	jg13834.t1	Em0015g54a
OG0006997	jg12813.t1	Em0001g1613a, Em0001g1620a
OG0006999	jg29088.t1	Em0022g417a, Em0022g409a
OG0007000	jg19277.t1	Em0016g947a
OG0007001	jg22381.t1	Em0006g1114a, Em0006g1081a
OG0007002	jg19219.t1	Em0022g656a, Em0022g657a, Em0022g654a
OG0007003	jg9623.t1, jg25422.t1	Em0016g979a
OG0007005	jg14542.t1	Em0016g982a
OG0007007	jg14747.t1	Em0011g500a
OG0007008	jg6116.t1, jg25996.t1	Em0009g1273a, Em0009g1272a
OG0007009	jg22267.t1, jg7994.t1, jg26652.t1	Em0007g963a
OG0007010	jg12847.t1	Em0005g1023a
OG0007011	jg19270.t1	Em0582g4a, Em0016g938a
OG0007012	jg14407.t1	Em0017g429a
OG0007013	jg30528.t1, jg3136.t1	Em0022g696a
OG0007014	jg28944.t1	Em0022g117a, Em0022g96a
OG0007015	jg3129.t1, jg30535.t1	Em0022g703a
OG0007017	jg29125.t1	Em0020g620a
OG0007020	jg11240.t1	Em0019g872a, Em0019g869a
OG0007021	jg19969.t1	Em0014g789a, Em0014g810a
OG0007022	jg27126.t1, jg3584.t1	Em0016g990a
