Orthogroup	Niphates_augustus.hints.aa	Human_UP000005640_9606
OG0005969	jg25125.t1	sp|A6NCI4|VWA3A_HUMAN
OG0005970	jg11650.t1	sp|O75534|CSDE1_HUMAN
OG0005971	jg5970.t1	sp|Q15397|PUM3_HUMAN
OG0005972	jg8343.t1	sp|P05455|LA_HUMAN
OG0005973	jg3746.t1, jg3746.t2	sp|O75486|SUPT3_HUMAN
OG0005977	jg12389.t1	sp|Q13057|COASY_HUMAN
OG0005979	jg12390.t1	sp|Q9NRM2|ZN277_HUMAN
OG0005983	jg8201.t1	sp|O14727|APAF_HUMAN
OG0005988	jg15738.t1	sp|Q10471|GALT2_HUMAN
OG0005991	jg6182.t1	sp|Q9UBD5|ORC3_HUMAN
OG0005994	jg12253.t1	sp|P42766|RL35_HUMAN
OG0005996	jg29379.t1	sp|Q9UKF7|PITC1_HUMAN
OG0005998	jg29203.t1	sp|O75330|HMMR_HUMAN
OG0006000	jg10218.t1	sp|Q14667|K0100_HUMAN
OG0006002	jg24589.t1	sp|Q6ZTR5|CFA47_HUMAN
OG0006003	jg12793.t1	sp|Q8IW35|CEP97_HUMAN
OG0006005	jg14332.t1, jg14330.t1	sp|Q9BX63|FANCJ_HUMAN
OG0006008	jg17444.t1	sp|Q969R8|ITFG2_HUMAN
OG0006011	jg2472.t1	sp|Q14CB8|RHG19_HUMAN
OG0006018	jg7080.t1	sp|Q8TBZ6|TM10A_HUMAN
OG0006021	jg25309.t1	sp|Q9UQ90|SPG7_HUMAN
OG0006024	jg18494.t1	sp|Q99417|MYCBP_HUMAN
OG0006030	jg11571.t1	sp|Q96C74|ROP1L_HUMAN
OG0006031	jg12759.t1	sp|Q16394|EXT1_HUMAN
OG0006033	jg14500.t1	sp|O43462|MBTP2_HUMAN
OG0006035	jg24387.t1	sp|Q9BUV8|RCAF1_HUMAN
OG0006036	jg17026.t1	sp|P32754|HPPD_HUMAN
OG0006039	jg14455.t1	sp|Q9H6U6|BCAS3_HUMAN
OG0006040	jg24386.t1	sp|P47224|MSS4_HUMAN
OG0006043	jg12757.t1	sp|Q53H82|LACB2_HUMAN
OG0006045	jg21639.t1	sp|Q8N1B4|VPS52_HUMAN
OG0006047	jg4484.t1	sp|Q92698|RAD54_HUMAN
OG0006050	jg12720.t1	sp|O60942|MCE1_HUMAN
OG0006052	jg12642.t1	sp|O14730|RIOK3_HUMAN
OG0006055	jg8977.t1	sp|Q5SWX8|ODR4_HUMAN
OG0006061	jg17385.t1	sp|P60059|SC61G_HUMAN
OG0006063	jg8390.t1	sp|Q86VW0|SESD1_HUMAN
OG0006068	jg12400.t1	sp|Q8N3J3|HROB_HUMAN
OG0006069	jg4382.t1, jg21695.t1	sp|P39019|RS19_HUMAN
OG0006070	jg6378.t1	sp|Q6P4F2|FDX2_HUMAN
OG0006073	jg17405.t1	sp|Q9BZZ5|API5_HUMAN
OG0006080	jg7672.t1	sp|Q969V3|NCLN_HUMAN
OG0006081	jg12243.t1	sp|Q9HD45|TM9S3_HUMAN
OG0006083	jg7676.t1	sp|Q15126|PMVK_HUMAN
OG0006084	jg7903.t1	sp|Q5JXC2|MIIP_HUMAN
OG0006088	jg23587.t1	sp|Q10713|MPPA_HUMAN
OG0006095	jg17968.t1	sp|Q9Y606|TRUA_HUMAN
OG0006096	jg7190.t1	sp|Q9H8E8|CSR2B_HUMAN
OG0006101	jg8507.t1	sp|Q16540|RM23_HUMAN
OG0006106	jg18031.t1	sp|Q6P3X3|TTC27_HUMAN
OG0006116	jg894.t2, jg894.t1	sp|Q8IV33|K0825_HUMAN
OG0006117	jg3246.t1	sp|Q8NHS4|CLHC1_HUMAN
OG0006120	jg18087.t1	sp|P08574|CY1_HUMAN
OG0006125	jg7196.t1	sp|Q9NPJ6|MED4_HUMAN
OG0006126	jg18088.t1	sp|P0C7P4|UCRIL_HUMAN, sp|P47985|UCRI_HUMAN
OG0006128	jg6838.t1	sp|Q7Z2K6|ERMP1_HUMAN
OG0006131	jg14408.t1	sp|Q9ULK4|MED23_HUMAN
OG0006132	jg29681.t1	sp|O14964|HGS_HUMAN
OG0006138	jg4728.t1	sp|Q6YHU6|THADA_HUMAN
OG0006141	jg12618.t1	sp|Q96D46|NMD3_HUMAN
OG0006142	jg3753.t1	sp|O95352|ATG7_HUMAN
OG0006143	jg14738.t1	sp|Q96BR5|COA7_HUMAN
OG0006144	jg8340.t1	sp|Q15042|RB3GP_HUMAN
OG0006146	jg310.t1, jg29580.t1	sp|P49005|DPOD2_HUMAN
OG0006147	jg17479.t1	sp|Q96TA2|YMEL1_HUMAN
OG0006148	jg20821.t1	sp|Q8NEM0|MCPH1_HUMAN
OG0006158	jg3800.t1	sp|O00522|KRIT1_HUMAN
OG0006159	jg3799.t1	sp|P29803|ODPAT_HUMAN, sp|P08559|ODPA_HUMAN
OG0006164	jg7135.t1	sp|Q13617|CUL2_HUMAN
OG0006165	jg29087.t1	sp|P42785|PCP_HUMAN
OG0006166	jg7140.t1	sp|Q8N0X7|SPART_HUMAN
OG0006167	jg27972.t1	sp|Q9Y2X0|MED16_HUMAN
OG0006168	jg3517.t1	sp|Q4L235|ACSF4_HUMAN
OG0006170	jg5206.t1	sp|Q9Y6R4|M3K4_HUMAN
OG0006178	jg29112.t1	sp|Q9P2G9|KLHL8_HUMAN
OG0006181	jg15866.t1	sp|Q9P2Y5|UVRAG_HUMAN
OG0006183	jg17033.t1	sp|P05387|RLA2_HUMAN
OG0006189	jg12621.t1	sp|Q9NV88|INT9_HUMAN
OG0006195	jg13867.t1	sp|Q9BT92|TCHP_HUMAN
OG0006197	jg19266.t1	sp|Q9NZ71|RTEL1_HUMAN
OG0006200	jg28071.t1	sp|Q07326|PIGF_HUMAN
OG0006205	jg11197.t1	sp|P46952|3HAO_HUMAN
OG0006212	jg6176.t1	sp|Q8WWB7|GLMP_HUMAN
OG0006217	jg23615.t1	sp|Q8N653|LZTR1_HUMAN
OG0006223	jg21693.t1, jg4380.t1	sp|Q8N9W5|DAAF3_HUMAN
OG0006231	jg2654.t1	sp|Q5T4F4|ZFY27_HUMAN
OG0006232	jg6423.t1, jg1420.t1	sp|Q96MW5|COG8_HUMAN
OG0006233	jg28336.t1, jg23336.t1	sp|Q9P055|JKAMP_HUMAN
OG0006234	jg8857.t1	sp|Q5QJE6|TDIF2_HUMAN
OG0006238	jg8786.t1	sp|O60678|ANM3_HUMAN
OG0006239	jg29816.t1	sp|Q9BW27|NUP85_HUMAN
OG0006242	jg1924.t1	sp|Q96BZ9|TBC20_HUMAN
OG0006243	jg6218.t1	sp|O43181|NDUS4_HUMAN
OG0006244	jg12763.t1	sp|Q96G46|DUS3L_HUMAN
OG0006247	jg28459.t1, jg28457.t1	sp|Q96EU6|RRP36_HUMAN
OG0006250	jg20765.t1	sp|P35998|PRS7_HUMAN
OG0006251	jg8362.t1	sp|P17174|AATC_HUMAN
OG0006252	jg24648.t1, jg12446.t1	sp|P46779|RL28_HUMAN
OG0006256	jg4137.t1	sp|Q9NZM5|NOP53_HUMAN
OG0006258	jg12334.t2, jg12334.t1	sp|Q99459|CDC5L_HUMAN
OG0006261	jg2242.t1	sp|Q9UET6|TRM7_HUMAN
OG0006265	jg28430.t1	sp|Q9BU61|NDUF3_HUMAN
OG0006266	jg14739.t1	sp|Q9BRX9|WDR83_HUMAN
OG0006267	jg20626.t1	sp|P58012|FOXL2_HUMAN
OG0006268	jg12754.t1	sp|Q8TDD1|DDX54_HUMAN
OG0006270	jg24691.t1, jg30312.t1, jg24703.t1	sp|O75167|PHAR2_HUMAN
OG0006271	jg12755.t1	sp|Q12797|ASPH_HUMAN
OG0006278	jg5983.t1, jg24283.t1	sp|Q9Y2D8|ADIP_HUMAN
OG0006280	jg8541.t1	sp|Q9NVD7|PARVA_HUMAN, sp|Q9HBI1|PARVB_HUMAN
OG0006283	jg8980.t1	sp|Q9H6R0|DHX33_HUMAN
OG0006284	jg8967.t1	sp|Q9NQE7|TSSP_HUMAN
OG0006285	jg5956.t1	sp|Q8IWX8|CHERP_HUMAN
OG0006286	jg2616.t1	sp|Q8WUX9|CHMP7_HUMAN
OG0006287	jg23842.t1, jg1963.t1	sp|Q9NPA8|ENY2_HUMAN
OG0006289	jg1964.t1, jg23841.t1	sp|P00505|AATM_HUMAN
OG0006291	jg13814.t1	sp|Q9H6X4|TM134_HUMAN
OG0006294	jg14130.t1, jg13095.t1	sp|Q6ZU64|CFA65_HUMAN
OG0006295	jg13097.t1, jg14132.t1	sp|Q15542|TAF5_HUMAN
OG0006299	jg30178.t1, jg29480.t1	sp|Q96EX3|DC2I2_HUMAN
OG0006302	jg20267.t1	sp|P62333|PRS10_HUMAN
OG0006304	jg20565.t1	sp|Q9NW82|WDR70_HUMAN
OG0006310	jg20566.t1	sp|Q9NVZ3|NECP2_HUMAN, sp|Q8NC96|NECP1_HUMAN
OG0006311	jg24877.t1	sp|Q15287|RNPS1_HUMAN
OG0006312	jg17791.t1, jg28985.t1	sp|P40938|RFC3_HUMAN
OG0006316	jg11649.t1	sp|P56597|NDK5_HUMAN
OG0006321	jg4705.t1	sp|P78318|IGBP1_HUMAN, tr|A0A1W2PR95|A0A1W2PR95_HUMAN
OG0006325	m1-g16685.t1	sp|Q8WTV1|THAP3_HUMAN
OG0006328	jg11312.t1, jg30217.t1	sp|Q8WZA1|PMGT1_HUMAN
OG0006329	jg28500.t1	sp|Q9UNH7|SNX6_HUMAN, sp|Q86XE0|SNX32_HUMAN
OG0006330	jg11314.t1, jg30220.t1	sp|Q96SU4|OSBL9_HUMAN
OG0006331	jg14936.t1	sp|Q3ZCV2|LEXM_HUMAN
OG0006332	jg28495.t1	sp|O43815|STRN_HUMAN, sp|Q13033|STRN3_HUMAN
OG0006336	jg20846.t1	sp|Q13156|RFA4_HUMAN, sp|P15927|RFA2_HUMAN
OG0006339	jg14714.t1	sp|Q9Y4Z0|LSM4_HUMAN
OG0006340	jg3260.t1	sp|P43234|CATO_HUMAN
OG0006341	jg7214.t1	sp|Q9BU76|MMTA2_HUMAN
OG0006342	jg14428.t1	sp|Q9H741|SPRNG_HUMAN
OG0006343	jg29459.t1	sp|Q2KHT3|CL16A_HUMAN
OG0006345	jg14426.t1	sp|P07741|APT_HUMAN
OG0006348	jg29460.t1	sp|Q9Y519|T184B_HUMAN, sp|Q6ZMB5|T184A_HUMAN
OG0006351	jg1891.t1	sp|A5PLL7|PDES1_HUMAN
OG0006352	jg273.t1, jg27990.t1	sp|Q9UBI1|COMD3_HUMAN
OG0006353	jg26878.t1, jg24159.t1	sp|Q9NUW8|TYDP1_HUMAN
OG0006354	jg28202.t1	sp|Q92685|ALG3_HUMAN
OG0006355	jg1894.t1	sp|Q49B96|COX19_HUMAN
OG0006359	jg12188.t1	sp|Q9HBM6|TAF9B_HUMAN, sp|Q16594|TAF9_HUMAN
OG0006360	jg22465.t1	sp|Q96DM3|RMC1_HUMAN
OG0006361	jg3755.t1	sp|Q8WVM0|TFB1M_HUMAN, sp|Q9H4L7|SMRCD_HUMAN
OG0006365	jg3219.t1	sp|P36551|HEM6_HUMAN
OG0006368	jg27939.t1	sp|Q9H477|RBSK_HUMAN
OG0006371	jg9825.t1	sp|A8MV24|CQ098_HUMAN
OG0006372	jg9827.t1	sp|O14576|DC1I1_HUMAN, sp|Q13409|DC1I2_HUMAN
OG0006373	jg8757.t1, jg11724.t1	sp|Q567U6|CCD93_HUMAN
OG0006374	jg6794.t1	sp|Q7LG56|RIR2B_HUMAN, sp|P31350|RIR2_HUMAN
OG0006376	jg3511.t1	sp|Q13474|DRP2_HUMAN
OG0006377	jg21721.t1, jg9824.t1	sp|Q53HV7|SMUG1_HUMAN
OG0006379	jg6792.t1	sp|Q8NC51|PAIRB_HUMAN, sp|Q5JVS0|HABP4_HUMAN
OG0006380	jg6788.t1	sp|Q9UER7|DAXX_HUMAN
OG0006385	jg11257.t1, jg11257.t2	sp|Q9NQ94|A1CF_HUMAN
OG0006386	jg14706.t1, jg16132.t1	sp|Q9Y285|SYFA_HUMAN
OG0006387	jg3412.t1	sp|P60174|TPIS_HUMAN
OG0006388	jg18527.t1	sp|Q92562|FIG4_HUMAN
OG0006389	jg1617.t1, jg15713.t1, jg16984.t1	sp|P48637|GSHB_HUMAN
OG0006391	jg2680.t1	sp|P30876|RPB2_HUMAN
OG0006392	jg12206.t1	sp|Q8NBM4|UBAC2_HUMAN
OG0006393	jg11006.t1	sp|Q68CP4|HGNAT_HUMAN
OG0006394	jg12210.t1	sp|P16333|NCK1_HUMAN, sp|O43639|NCK2_HUMAN
OG0006395	jg4703.t1	sp|Q9HCE5|MET14_HUMAN
OG0006398	jg11741.t1	sp|Q14680|MELK_HUMAN
OG0006400	jg11736.t1	sp|Q86XP3|DDX42_HUMAN
OG0006403	jg12267.t1	sp|Q13564|ULA1_HUMAN
OG0006405	jg16953.t1	sp|A6NE52|WDR97_HUMAN
OG0006407	jg2222.t1	sp|Q96LB3|IFT74_HUMAN
OG0006409	jg14515.t1	sp|Q8NCE2|MTMRE_HUMAN, sp|Q8IZL9|CDK20_HUMAN
OG0006411	jg24451.t1, jg11283.t1	sp|O95479|G6PE_HUMAN
OG0006413	jg11515.t1	sp|Q8N1T3|MYO1H_HUMAN, sp|O00159|MYO1C_HUMAN
OG0006415	jg11517.t1	sp|Q9H7X7|IFT22_HUMAN
OG0006416	jg14516.t1	sp|Q49AH0|CDNF_HUMAN, sp|P55145|MANF_HUMAN
OG0006419	jg24744.t1, jg20347.t1	sp|O00217|NDUS8_HUMAN
OG0006420	jg8054.t1, jg18314.t1	sp|O75575|RPC9_HUMAN
OG0006423	jg20346.t1, jg24743.t1	sp|Q9BRX2|PELO_HUMAN
OG0006429	jg18318.t1	sp|P53671|LIMK2_HUMAN, sp|P53667|LIMK1_HUMAN
OG0006430	jg24236.t1	sp|P62314|SMD1_HUMAN
OG0006431	jg10510.t1, jg22739.t1	sp|Q8N983|RM43_HUMAN
OG0006432	jg20359.t1, jg24757.t1	sp|Q86X19|TMM17_HUMAN
OG0006433	jg2647.t1	sp|Q9BXY0|MAK16_HUMAN
OG0006434	jg28820.t1, jg24891.t1	sp|Q96DB2|HDA11_HUMAN
OG0006436	jg6812.t1	sp|Q8NEA6|GLIS3_HUMAN, sp|Q8NBF1|GLIS1_HUMAN
OG0006437	jg28815.t1, jg28811.t1	sp|Q15020|SART3_HUMAN
OG0006438	jg4624.t1	sp|Q9UI09|NDUAC_HUMAN
OG0006439	jg11715.t1	sp|Q8WYB5|KAT6B_HUMAN, sp|Q92794|KAT6A_HUMAN
OG0006440	jg20175.t1	sp|Q8TBM8|DJB14_HUMAN, sp|Q9NXW2|DJB12_HUMAN, sp|Q9H819|DJC18_HUMAN
OG0006441	jg24890.t1, jg28819.t1	sp|Q9H4K1|RIBC2_HUMAN
OG0006442	jg8182.t2, jg8182.t1	sp|P83876|TXN4A_HUMAN
OG0006443	jg6389.t1	sp|P53041|PPP5_HUMAN, sp|E7EU14|PP5D1_HUMAN
OG0006444	jg14669.t1	sp|P25440|BRD2_HUMAN
OG0006445	jg23802.t2, jg23802.t1	sp|O75312|ZPR1_HUMAN
OG0006447	jg2655.t1	sp|Q9H173|SIL1_HUMAN
OG0006448	jg28816.t1	sp|O14717|TRDMT_HUMAN
OG0006449	jg28402.t1, jg28400.t1	sp|P16455|MGMT_HUMAN
OG0006450	jg6385.t1	sp|Q8N9N7|LRC57_HUMAN
OG0006451	jg922.t1	sp|P54098|DPOG1_HUMAN
OG0006453	jg913.t1	sp|Q8WUQ7|CATIN_HUMAN
OG0006455	jg8175.t2, jg8175.t1	sp|P18859|ATP5J_HUMAN
OG0006456	jg24529.t1, jg24531.t1	sp|P00395|COX1_HUMAN
OG0006457	jg3600.t1, jg4197.t1	sp|P07311|ACYP1_HUMAN, sp|P14621|ACYP2_HUMAN
OG0006458	jg18552.t1	sp|Q9Y2K9|STB5L_HUMAN, sp|Q5T5C0|STXB5_HUMAN
OG0006459	jg19191.t1, jg19191.t2	sp|Q86TH1|ATL2_HUMAN
OG0006464	jg909.t1	sp|Q8TED0|UTP15_HUMAN
OG0006465	jg8177.t1	sp|Q9NQZ5|STAR7_HUMAN
OG0006466	jg6386.t1	sp|A6NLP5|TTC36_HUMAN
OG0006469	jg903.t1	sp|A6NKF2|ARI3C_HUMAN, sp|Q99856|ARI3A_HUMAN, sp|Q8IVW6|ARI3B_HUMAN
OG0006472	jg24238.t1	sp|Q9P0M6|H2AW_HUMAN, sp|O75367|H2AY_HUMAN
OG0006473	jg12233.t1	sp|Q96GG9|DCNL1_HUMAN
OG0006474	jg4580.t1	sp|Q9Y3Q3|TMED3_HUMAN, sp|Q9Y3B3|TMED7_HUMAN
OG0006475	jg12238.t1	sp|P34949|MPI_HUMAN
OG0006478	jg878.t1	sp|O96011|PX11B_HUMAN, sp|O75192|PX11A_HUMAN
OG0006479	jg12634.t1	sp|Q9H1U9|S2551_HUMAN, sp|Q3SY17|S2552_HUMAN
OG0006483	jg1525.t1	sp|Q6ZMI0|PPR21_HUMAN
OG0006484	jg870.t1	sp|Q9UPR6|ZFR2_HUMAN, sp|Q96KR1|ZFR_HUMAN
OG0006488	jg860.t1	sp|Q96M91|CFA53_HUMAN
OG0006490	jg3398.t1	sp|Q9HAB8|PPCS_HUMAN
OG0006491	jg3396.t1, jg3395.t1	sp|Q9BY49|PECR_HUMAN
OG0006494	jg3386.t1	sp|P60228|EIF3E_HUMAN
OG0006495	jg4612.t1	sp|Q969T7|5NT3B_HUMAN, sp|Q9H0P0|5NT3A_HUMAN
OG0006497	jg17838.t1	sp|Q6ZYL4|TF2H5_HUMAN
OG0006498	jg29200.t1	sp|Q9NVA4|T184C_HUMAN
OG0006500	jg4111.t1	sp|Q01804|OTUD4_HUMAN
OG0006501	jg17836.t1	sp|Q8NDL9|CBPC5_HUMAN
OG0006503	jg3393.t1	sp|Q5T4T6|SYC2L_HUMAN, sp|Q9BX26|SYCP2_HUMAN
OG0006505	jg10268.t1, jg26696.t1	sp|Q9Y399|RT02_HUMAN
OG0006506	jg4504.t1	sp|Q9H553|ALG2_HUMAN
OG0006507	jg14644.t1	sp|Q6ZQR2|CFA77_HUMAN
OG0006508	jg14632.t1	sp|Q12894|IFRD2_HUMAN, sp|O00458|IFRD1_HUMAN
OG0006510	jg8943.t1	sp|Q9UBF8|PI4KB_HUMAN
OG0006511	jg1498.t1	sp|Q5SVS4|KMCP1_HUMAN, sp|O95258|UCP5_HUMAN
OG0006513	jg13963.t1	sp|Q9BXI6|TB10A_HUMAN, sp|Q4KMP7|TB10B_HUMAN
OG0006514	jg4476.t1	sp|O75323|NIPS2_HUMAN, sp|Q9BPW8|NIPS1_HUMAN
OG0006515	jg8965.t1, jg8962.t1	sp|Q96GR4|ZDH12_HUMAN
OG0006516	jg1728.t1, jg16633.t1	sp|Q9UBR1|BUP1_HUMAN
OG0006517	jg8944.t1	sp|P99999|CYC_HUMAN
OG0006518	jg13965.t1	sp|A0JLT2|MED19_HUMAN
OG0006519	jg13956.t1	sp|Q99700|ATX2_HUMAN, sp|Q8WWM7|ATX2L_HUMAN
OG0006520	jg10194.t1	sp|Q9NZD2|GLTP_HUMAN
OG0006523	jg939.t1	sp|Q13111|CAF1A_HUMAN
OG0006524	jg16634.t1, jg1729.t1	sp|Q8N4T4|ARG39_HUMAN
OG0006527	jg14729.t1	sp|Q8TCX1|DC2L1_HUMAN
OG0006529	jg18754.t1	sp|O43776|SYNC_HUMAN
OG0006530	jg4558.t1	sp|Q15907|RB11B_HUMAN, sp|P62491|RB11A_HUMAN
OG0006531	jg20334.t1, jg24727.t1	sp|Q15813|TBCE_HUMAN
OG0006532	jg20537.t1, jg20537.t2	sp|Q96DR7|ARHGQ_HUMAN, sp|Q5VV41|ARHGG_HUMAN
OG0006534	jg934.t1	sp|Q7Z4I7|LIMS2_HUMAN, sp|P48059|LIMS1_HUMAN
OG0006536	jg4361.t1	sp|P57075|UBS3A_HUMAN, sp|Q8TF42|UBS3B_HUMAN
OG0006537	jg12682.t1	sp|Q96GY0|ZC21A_HUMAN, sp|Q5TFG8|ZC21B_HUMAN
OG0006540	jg20536.t1	sp|Q9H0M4|ZCPW1_HUMAN
OG0006541	jg29740.t1	sp|Q8TBP0|TBC16_HUMAN
OG0006542	jg23788.t1	sp|P0CG08|GPHRB_HUMAN, sp|B7ZAQ6|GPHRA_HUMAN
OG0006544	jg4762.t1	sp|Q9HC07|TM165_HUMAN
OG0006546	jg18138.t1	sp|Q9UNZ2|NSF1C_HUMAN, sp|Q14CS0|UBX2B_HUMAN
OG0006550	jg23782.t1, jg23785.t1	sp|Q92542|NICA_HUMAN
OG0006551	jg8218.t1, jg6080.t1	sp|Q8NB37|GALD1_HUMAN
OG0006552	jg8200.t1	sp|O75807|PR15A_HUMAN, sp|Q5SWA1|PR15B_HUMAN
OG0006553	jg17987.t1	sp|A4QPB2|LRP5L_HUMAN
OG0006554	jg8215.t1, jg6077.t1	sp|Q6ICG6|K0930_HUMAN
OG0006555	jg7731.t1, jg16558.t1	sp|Q6ZN84|CCD81_HUMAN
OG0006556	jg11636.t1	sp|Q9Y4E6|WDR7_HUMAN, sp|Q3MJ13|WDR72_HUMAN
OG0006557	jg16561.t1	sp|P49336|CDK8_HUMAN, sp|Q9BWU1|CDK19_HUMAN
OG0006558	jg24108.t1, jg1064.t1	sp|Q9NWT1|PK1IP_HUMAN
OG0006559	jg30223.t1, jg11317.t1	sp|P17568|NDUB7_HUMAN
OG0006562	jg4638.t1	sp|Q9NWT6|HIF1N_HUMAN
OG0006563	jg11634.t1	sp|Q9UL45|BL1S6_HUMAN
OG0006566	jg17998.t1	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN
OG0006567	jg21024.t1, jg19898.t1	sp|Q8TDZ2|MICA1_HUMAN
OG0006570	jg17999.t1	sp|Q6TDU7|DNAI7_HUMAN
OG0006571	jg23059.t1	sp|Q8WUX2|CHAC2_HUMAN
OG0006572	jg23057.t1	sp|Q9NUM3|S39A9_HUMAN
OG0006573	jg8471.t1	sp|Q92466|DDB2_HUMAN
OG0006576	jg6069.t1, jg1406.t1	sp|P16260|GDC_HUMAN
OG0006578	jg12673.t1	sp|Q8TAF3|WDR48_HUMAN
OG0006579	jg12809.t1	sp|Q9NX57|RAB20_HUMAN
OG0006580	jg23064.t1	sp|Q13190|STX5_HUMAN
OG0006582	jg28329.t2, jg28329.t1	sp|Q9UQ07|MOK_HUMAN
OG0006584	jg13257.t1	sp|P52701|MSH6_HUMAN
OG0006585	jg12666.t1	sp|O60216|RAD21_HUMAN, sp|Q9H4I0|RD21L_HUMAN
OG0006586	jg18692.t1	sp|Q8IWA6|CCD60_HUMAN
OG0006588	jg949.t1	sp|Q8IXI2|MIRO1_HUMAN, sp|Q8IXI1|MIRO2_HUMAN
OG0006589	jg12672.t1	sp|Q9BT43|RPC7L_HUMAN, sp|O15318|RPC7_HUMAN
OG0006591	jg17552.t1	sp|P20042|IF2B_HUMAN
OG0006592	jg28313.t1	sp|P60880|SNP25_HUMAN, sp|O00161|SNP23_HUMAN
OG0006593	jg28315.t1	sp|Q562E7|WDR81_HUMAN
OG0006594	jg6001.t1, jg567.t1	sp|Q16533|SNPC1_HUMAN
OG0006595	jg16038.t1	sp|Q70E73|RAPH1_HUMAN, sp|Q7Z5R6|AB1IP_HUMAN
OG0006596	jg18693.t1	sp|Q8TEY5|CR3L4_HUMAN, sp|Q68CJ9|CR3L3_HUMAN
OG0006597	jg19924.t1, jg6303.t1	sp|Q6PGQ7|BORA_HUMAN
OG0006598	jg12667.t1	sp|O95807|TM50A_HUMAN, sp|P56557|TM50B_HUMAN
OG0006600	jg20022.t1, jg3366.t1	sp|O43324|MCA3_HUMAN
OG0006601	jg20030.t1, jg3371.t1	sp|P37108|SRP14_HUMAN
OG0006602	jg30206.t1, jg11299.t1	sp|P09661|RU2A_HUMAN
OG0006603	jg3370.t1, jg20031.t1	sp|P52758|RIDA_HUMAN
OG0006604	jg6007.t1	sp|Q5VTQ0|TT39B_HUMAN, sp|Q5SRH9|TT39A_HUMAN
OG0006605	jg29006.t1	sp|Q04671|P_HUMAN
OG0006607	jg20021.t1, jg3367.t1	sp|Q9Y5T4|DJC15_HUMAN, sp|Q96DA6|TIM14_HUMAN
OG0006608	jg30314.t1, jg24689.t1, jg22616.t1	sp|P27707|DCK_HUMAN
OG0006609	jg7216.t1	sp|Q6STE5|SMRD3_HUMAN, sp|Q96GM5|SMRD1_HUMAN
OG0006610	jg13827.t1	sp|O14802|RPC1_HUMAN
OG0006611	jg16212.t1, jg15563.t1	sp|Q9NQG7|HPS4_HUMAN
OG0006612	jg18711.t1	sp|Q9BW62|KATL1_HUMAN, sp|O75449|KTNA1_HUMAN
OG0006613	jg16209.t1, jg15560.t1	sp|Q9BSU1|PHAF1_HUMAN
OG0006615	jg23387.t1, jg2858.t1	sp|Q8N1D5|CA158_HUMAN
OG0006616	jg8518.t1, jg26856.t1	sp|Q13823|NOG2_HUMAN
OG0006617	jg8273.t1	sp|Q9Y3D6|FIS1_HUMAN
OG0006618	jg8349.t1	sp|Q96RS0|TGS1_HUMAN
OG0006620	jg20894.t1, jg24089.t1	sp|Q8IWE2|NXP20_HUMAN, sp|Q9NRY5|F1142_HUMAN
OG0006621	jg16210.t1, jg15561.t1	sp|Q9Y584|TIM22_HUMAN
OG0006622	jg15557.t1, jg16206.t1	sp|Q9BQD3|KXDL1_HUMAN
OG0006623	jg14601.t1	sp|Q9Y5R8|TPPC1_HUMAN
OG0006624	jg24088.t1, jg20895.t1	sp|Q9Y296|TPPC4_HUMAN
OG0006625	jg23230.t1	sp|Q8NE18|NSUN7_HUMAN
OG0006626	jg27193.t1	sp|Q07960|RHG01_HUMAN, sp|P85298|RHG08_HUMAN
OG0006627	jg14417.t1	sp|P62826|RAN_HUMAN
OG0006628	jg8516.t1	sp|Q9P0T7|TMEM9_HUMAN, sp|Q9NQ34|TMM9B_HUMAN
OG0006629	jg24213.t1	sp|Q7Z4H8|PLGT3_HUMAN, sp|Q6UW63|PLGT2_HUMAN
OG0006630	jg14604.t1	sp|O43156|TTI1_HUMAN
OG0006631	jg8425.t1	sp|Q14684|RRP1B_HUMAN, sp|P56182|RRP1_HUMAN
OG0006632	jg8415.t1	sp|Q9NYS0|KBRS1_HUMAN, sp|Q9NYR9|KBRS2_HUMAN
OG0006633	jg13828.t1	sp|Q8NBZ0|IN80E_HUMAN
OG0006634	jg8437.t1	sp|Q68D20|PMS2L_HUMAN, sp|P54278|PMS2_HUMAN
OG0006635	jg16207.t1, jg15558.t1	sp|Q96QK8|SIM14_HUMAN
OG0006636	jg14602.t1	sp|P49207|RL34_HUMAN
OG0006637	jg15859.t1	sp|Q08623|HDHD1_HUMAN
OG0006638	jg22114.t1	sp|P36969|GPX4_HUMAN
OG0006639	jg8414.t1	sp|Q92523|CPT1B_HUMAN, sp|P50416|CPT1A_HUMAN
OG0006643	jg8517.t1	sp|Q6ZXV5|TMTC3_HUMAN
OG0006644	jg8439.t1	sp|Q14168|MPP2_HUMAN, sp|Q9NZW5|PALS2_HUMAN
OG0006648	jg14688.t1, jg30125.t1	sp|C9JJ37|BTBDJ_HUMAN
OG0006649	jg26666.t1, jg8013.t1	sp|Q5T8D3|ACBD5_HUMAN
OG0006650	jg8017.t1, jg26669.t1	sp|Q9UBS8|RNF14_HUMAN
OG0006651	jg9533.t1, jg1364.t1	sp|Q9UBQ6|EXTL2_HUMAN
OG0006655	jg22662.t1	sp|Q86X55|CARM1_HUMAN
OG0006656	jg21357.t1, jg4528.t1	sp|Q7L1T6|NB5R4_HUMAN
OG0006657	jg1095.t1, jg4941.t1	sp|P82933|RT09_HUMAN
