Orthogroup	Niphates_augustus.hints.aa	Amphimedon_UP000007879_400682
OG0009428	jg17768.t1	tr|A0A1X7UKJ9|A0A1X7UKJ9_AMPQE
OG0009429	jg11213.t1	tr|A0A1X7UKM1|A0A1X7UKM1_AMPQE
OG0009430	jg30564.t1, jg15736.t1	tr|A0A1X7UKM6|A0A1X7UKM6_AMPQE
OG0009431	jg9833.t1	tr|A0A1X7UKN2|A0A1X7UKN2_AMPQE
OG0009432	jg29793.t1	tr|A0A1X7UKN3|A0A1X7UKN3_AMPQE
OG0009433	jg29789.t1	tr|A0A1X7UKN8|A0A1X7UKN8_AMPQE
OG0009434	jg6395.t1	tr|A0A1X7UKP1|A0A1X7UKP1_AMPQE
OG0009435	jg29425.t1	tr|A0A1X7UKP3|A0A1X7UKP3_AMPQE
OG0009436	jg11758.t1, jg30029.t1, jg16255.t1	tr|A0A1X7UKR1|A0A1X7UKR1_AMPQE
OG0009437	jg29833.t1	tr|A0A1X7UKR8|A0A1X7UKR8_AMPQE
OG0009438	jg29827.t1	tr|A0A1X7UKS5|A0A1X7UKS5_AMPQE
OG0009439	jg29452.t1	tr|A0A1X7UKT9|A0A1X7UKT9_AMPQE
OG0009440	jg20296.t1	tr|A0A1X7UKV1|A0A1X7UKV1_AMPQE
OG0009441	jg29426.t1	tr|A0A1X7UKV4|A0A1X7UKV4_AMPQE
OG0009442	jg29422.t1	tr|A0A1X7UKV8|A0A1X7UKV8_AMPQE
OG0009443	jg29835.t1	tr|A0A1X7UKX9|A0A1X7UKX9_AMPQE
OG0009444	jg12771.t1	tr|A0A1X7UL00|A0A1X7UL00_AMPQE
OG0009445	jg14889.t1, jg28896.t1, jg1672.t1	tr|A0A1X7UL02|A0A1X7UL02_AMPQE
OG0009446	jg29455.t1	tr|A0A1X7UL04|A0A1X7UL04_AMPQE
OG0009447	jg9803.t1	tr|A0A1X7UL12|A0A1X7UL12_AMPQE
OG0009448	jg12781.t1	tr|A0A1X7ULN5|A0A1X7ULN5_AMPQE, tr|A0A1X7UMM8|A0A1X7UMM8_AMPQE, tr|A0A1X7UL15|A0A1X7UL15_AMPQE
OG0009449	jg9840.t1	tr|A0A1X7UL41|A0A1X7UL41_AMPQE
OG0009450	jg20077.t1	tr|A0A1X7UL57|A0A1X7UL57_AMPQE
OG0009451	jg18108.t1	tr|A0A1X7UL63|A0A1X7UL63_AMPQE
OG0009452	jg9801.t1	tr|A0A1X7UL75|A0A1X7UL75_AMPQE
OG0009453	jg20073.t1	tr|A0A1X7UL77|A0A1X7UL77_AMPQE
OG0009454	jg19291.t1	tr|A0A1X7UL83|A0A1X7UL83_AMPQE
OG0009455	jg11210.t1	tr|A0A1X7UL97|A0A1X7UL97_AMPQE
OG0009456	jg11214.t1	tr|A0A1X7ULA2|A0A1X7ULA2_AMPQE
OG0009457	jg9831.t1	tr|A0A1X7ULA8|A0A1X7ULA8_AMPQE
OG0009458	jg16993.t1	tr|A0A1X7ULB5|A0A1X7ULB5_AMPQE
OG0009459	jg9844.t1	tr|A0A1X7ULC6|A0A1X7ULC6_AMPQE
OG0009460	jg28959.t1	tr|A0A1X7ULC7|A0A1X7ULC7_AMPQE
OG0009461	jg18109.t1	tr|A0A1X7ULD5|A0A1X7ULD5_AMPQE
OG0009462	jg20080.t1	tr|A0A1X7ULD7|A0A1X7ULD7_AMPQE
OG0009463	jg13799.t1	tr|A0A1X7ULF4|A0A1X7ULF4_AMPQE, tr|A0A1X7UMR5|A0A1X7UMR5_AMPQE
OG0009464	jg14343.t1	tr|A0A1X7ULG3|A0A1X7ULG3_AMPQE
OG0009465	jg15438.t1, jg25569.t1, jg15437.t1	tr|A0A1X7ULG8|A0A1X7ULG8_AMPQE
OG0009467	jg29207.t1	tr|A0A1X7ULJ7|A0A1X7ULJ7_AMPQE
OG0009468	jg20305.t1	tr|A0A1X7ULK1|A0A1X7ULK1_AMPQE
OG0009469	jg20308.t1	tr|A0A1X7ULK6|A0A1X7ULK6_AMPQE
OG0009470	jg15699.t1	tr|A0A1X7ULS7|A0A1X7ULS7_AMPQE
OG0009471	jg18136.t1	tr|A0A1X7ULU1|A0A1X7ULU1_AMPQE
OG0009472	jg9841.t1	tr|A0A1X7ULU2|A0A1X7ULU2_AMPQE
OG0009473	jg17390.t1	tr|A0A1X7ULU6|A0A1X7ULU6_AMPQE
OG0009474	jg18135.t1	tr|A0A1X7ULV2|A0A1X7ULV2_AMPQE
OG0009475	jg18083.t1	tr|A0A1X7ULX2|A0A1X7ULX2_AMPQE
OG0009476	jg23661.t1	tr|A0A1X7ULY1|A0A1X7ULY1_AMPQE
OG0009477	jg8158.t1	tr|A0A1X7ULZ3|A0A1X7ULZ3_AMPQE
OG0009478	jg12782.t1	tr|A0A1X7ULZ5|A0A1X7ULZ5_AMPQE
OG0009479	jg25155.t1	tr|A0A1X7UM06|A0A1X7UM06_AMPQE, tr|A0A1X7UMR0|A0A1X7UMR0_AMPQE, tr|A0A1X7VHM9|A0A1X7VHM9_AMPQE
OG0009480	jg24539.t1	tr|A0A1X7UM09|A0A1X7UM09_AMPQE
OG0009481	jg9843.t1	tr|A0A1X7UM21|A0A1X7UM21_AMPQE
OG0009482	jg28958.t1, jg28960.t1, jg28961.t1	tr|A0A1X7UM22|A0A1X7UM22_AMPQE
OG0009483	jg17083.t1	tr|A0A1X7UM34|A0A1X7UM34_AMPQE
OG0009484	jg14572.t1	tr|A0A1X7UM38|A0A1X7UM38_AMPQE
OG0009485	jg20078.t1	tr|A0A1X7UM39|A0A1X7UM39_AMPQE
OG0009486	jg5967.t1	tr|A0A1X7UM42|A0A1X7UM42_AMPQE
OG0009487	jg28976.t1	tr|A0A1X7UM47|A0A1X7UM47_AMPQE
OG0009488	jg28980.t1	tr|A0A1X7UM55|A0A1X7UM55_AMPQE
OG0009489	jg19290.t1	tr|A0A1X7UM58|A0A1X7UM58_AMPQE
OG0009490	jg20074.t1	tr|A0A1X7UM62|A0A1X7UM62_AMPQE
OG0009491	jg1555.t1, jg6012.t1	tr|A0A1X7UM67|A0A1X7UM67_AMPQE
OG0009492	jg27948.t1	tr|A0A1X7UM90|A0A1X7UM90_AMPQE
OG0009493	jg29208.t1	tr|A0A1X7UMA0|A0A1X7UMA0_AMPQE
OG0009494	jg28045.t1	tr|A0A1X7UMB7|A0A1X7UMB7_AMPQE
OG0009495	jg12766.t1	tr|A0A1X7UMB8|A0A1X7UMB8_AMPQE
OG0009497	jg21616.t1, jg21589.t1	tr|A0A1X7UNH5|A0A1X7UNH5_AMPQE, tr|A0A1X7UMG5|A0A1X7UMG5_AMPQE
OG0009498	jg18133.t1	tr|A0A1X7UMH4|A0A1X7UMH4_AMPQE
OG0009499	jg18084.t1	tr|A0A1X7UMJ1|A0A1X7UMJ1_AMPQE
OG0009500	jg12760.t1	tr|A0A1X7UMK6|A0A1X7UMK6_AMPQE
OG0009501	jg12764.t1	tr|A0A1X7UML1|A0A1X7UML1_AMPQE
OG0009502	jg27298.t1	tr|A0A1X7UMN0|A0A1X7UMN0_AMPQE
OG0009503	jg14683.t1	tr|A0A1X7UMN3|A0A1X7UMN3_AMPQE
OG0009504	jg12790.t1	tr|A0A1X7UMP0|A0A1X7UMP0_AMPQE
OG0009505	jg12794.t1	tr|A0A1X7UMP4|A0A1X7UMP4_AMPQE
OG0009506	jg14578.t1	tr|A0A1X7UMR2|A0A1X7UMR2_AMPQE
OG0009507	jg18095.t1	tr|A0A1X7UMS6|A0A1X7UMS6_AMPQE
OG0009508	jg5966.t1	tr|A0A1X7UMT2|A0A1X7UMT2_AMPQE
OG0009509	jg5962.t1	tr|A0A1X7UMT7|A0A1X7UMT7_AMPQE
OG0009510	jg18134.t1	tr|A0A1X7UMT9|A0A1X7UMT9_AMPQE
OG0009511	jg14595.t1	tr|A0A1X7UMU1|A0A1X7UMU1_AMPQE
OG0009512	jg18085.t1	tr|A0A1X7UMV0|A0A1X7UMV0_AMPQE
OG0009513	jg27943.t1	tr|A0A1X7UMV8|A0A1X7UMV8_AMPQE
OG0009514	jg18910.t1	tr|A0A1X7UMX9|A0A1X7UMX9_AMPQE, tr|A0A1X7VR76|A0A1X7VR76_AMPQE
OG0009515	jg28043.t1	tr|A0A1X7UMZ0|A0A1X7UMZ0_AMPQE
OG0009516	jg28048.t1	tr|A0A1X7UMZ4|A0A1X7UMZ4_AMPQE
OG0009517	jg28053.t1	tr|A0A1X7UMZ9|A0A1X7UMZ9_AMPQE
OG0009518	jg28061.t1	tr|A0A1X7UN08|A0A1X7UN08_AMPQE
OG0009519	jg14390.t1	tr|A0A1X7UN12|A0A1X7UN12_AMPQE
OG0009520	jg5218.t1, jg25095.t1, jg2185.t1	tr|A0A1X7UN36|A0A1X7UN36_AMPQE
OG0009521	jg17084.t1	tr|A0A1X7UN40|A0A1X7UN40_AMPQE
OG0009522	jg17081.t1	tr|A0A1X7UN48|A0A1X7UN48_AMPQE
OG0009523	jg17064.t1	tr|A0A1X7UN76|A0A1X7UN76_AMPQE
OG0009524	jg28046.t1	tr|A0A1X7UNA6|A0A1X7UNA6_AMPQE
OG0009525	jg28051.t1	tr|A0A1X7UNB1|A0A1X7UNB1_AMPQE
OG0009526	jg5897.t1	tr|A0A1X7UNB6|A0A1X7UNB6_AMPQE
OG0009527	jg28058.t1	tr|A0A1X7UNB8|A0A1X7UNB8_AMPQE
OG0009528	jg27976.t1	tr|A0A1X7UNE6|A0A1X7UNE6_AMPQE
OG0009529	jg14571.t1	tr|A0A1X7UNF2|A0A1X7UNF2_AMPQE
OG0009530	jg27970.t1	tr|A0A1X7UNF6|A0A1X7UNF6_AMPQE
OG0009531	jg15689.t1	tr|A0A1X7UNG5|A0A1X7UNG5_AMPQE
OG0009532	jg22111.t1	tr|A0A1X7UNH4|A0A1X7UNH4_AMPQE
OG0009533	jg27144.t1, jg4416.t1	tr|A0A1X7VPJ1|A0A1X7VPJ1_AMPQE, tr|A0A1X7UNI0|A0A1X7UNI0_AMPQE
OG0009534	jg27951.t1	tr|A0A1X7UNM4|A0A1X7UNM4_AMPQE
OG0009535	jg12564.t1	tr|A0A1X7UNN1|A0A1X7UNN1_AMPQE
OG0009536	jg28044.t1	tr|A0A1X7UNN7|A0A1X7UNN7_AMPQE
OG0009537	jg28054.t1	tr|A0A1X7UNP6|A0A1X7UNP6_AMPQE
OG0009538	jg19258.t1	tr|A0A1X7UNP9|A0A1X7UNP9_AMPQE
OG0009539	jg28056.t1	tr|A0A1X7UNQ1|A0A1X7UNQ1_AMPQE
OG0009540	jg23397.t1, jg7691.t1, jg12583.t1	tr|A0A1X7UNQ3|A0A1X7UNQ3_AMPQE
OG0009541	jg28062.t1	tr|A0A1X7UNQ5|A0A1X7UNQ5_AMPQE
OG0009542	jg22103.t1	tr|A0A1X7UNU1|A0A1X7UNU1_AMPQE
OG0009543	jg27941.t1	tr|A0A1X7UNW3|A0A1X7UNW3_AMPQE
OG0009544	jg27160.t1	tr|A0A1X7UP05|A0A1X7UP05_AMPQE
OG0009545	jg28052.t1	tr|A0A1X7UP07|A0A1X7UP07_AMPQE
OG0009546	jg27978.t1	tr|A0A1X7UP23|A0A1X7UP23_AMPQE
OG0009547	jg22110.t1	tr|A0A1X7UP72|A0A1X7UP72_AMPQE
OG0009548	jg22106.t1	tr|A0A1X7UP77|A0A1X7UP77_AMPQE
OG0009549	jg10563.t1, jg7592.t1	tr|A0A1X7VRL2|A0A1X7VRL2_AMPQE, tr|A0A1X7UP94|A0A1X7UP94_AMPQE
OG0009550	jg9991.t1, jg13496.t1	tr|A0A1X7UV32|A0A1X7UV32_AMPQE, tr|A0A1X7UPB2|A0A1X7UPB2_AMPQE
OG0009551	jg17570.t1	tr|A0A1X7UPE0|A0A1X7UPE0_AMPQE
OG0009552	jg10689.t1	tr|A0A1X7UPE3|A0A1X7UPE3_AMPQE
OG0009553	jg12582.t1, jg7690.t1, jg23396.t1	tr|A0A1X7UPF0|A0A1X7UPF0_AMPQE
OG0009554	jg17577.t1	tr|A0A1X7UPH5|A0A1X7UPH5_AMPQE
OG0009555	jg23248.t1, jg22083.t1, jg22083.t2	tr|A0A1X7UPK1|A0A1X7UPK1_AMPQE
OG0009556	jg8777.t1, jg8780.t1	tr|A0A1X7UPK2|A0A1X7UPK2_AMPQE
OG0009557	jg22847.t1	tr|A0A1X7VHR2|A0A1X7VHR2_AMPQE, tr|A0A1X7UPL4|A0A1X7UPL4_AMPQE
OG0009558	jg5896.t2, jg5896.t1	tr|A0A1X7UPN7|A0A1X7UPN7_AMPQE
OG0009559	jg12560.t1	tr|A0A1X7UPN8|A0A1X7UPN8_AMPQE
OG0009560	jg19386.t1	tr|A0A1X7UPP3|A0A1X7UPP3_AMPQE
OG0009561	jg7289.t1	tr|A0A1X7VM99|A0A1X7VM99_AMPQE, tr|A0A1X7UPQ3|A0A1X7UPQ3_AMPQE
OG0009562	jg8841.t1	tr|A0A1X7UPR3|A0A1X7UPR3_AMPQE
OG0009563	jg27977.t1	tr|A0A1X7UPR6|A0A1X7UPR6_AMPQE
OG0009564	jg27971.t1	tr|A0A1X7UPS8|A0A1X7UPS8_AMPQE
OG0009565	jg27961.t1, jg15953.t1, jg27960.t1	tr|A0A1X7UPT9|A0A1X7UPT9_AMPQE
OG0009566	jg28066.t1	tr|A0A1X7UPV1|A0A1X7UPV1_AMPQE
OG0009567	jg3350.t1, jg8050.t1, jg17334.t1	tr|A0A1X7UPX5|A0A1X7UPX5_AMPQE
OG0009568	jg26093.t1	tr|A0A1X7UQ08|A0A1X7UQ08_AMPQE
OG0009569	jg6358.t1	tr|A0A1X7UQ11|A0A1X7UQ11_AMPQE
OG0009570	jg6352.t1, jg6345.t1, jg6339.t1	tr|A0A1X7UQ16|A0A1X7UQ16_AMPQE
OG0009571	jg4359.t1	tr|A0A1X7UQ65|A0A1X7UQ65_AMPQE
OG0009572	jg15660.t1, jg23367.t1, jg14888.t1	tr|A0A1X7UQ90|A0A1X7UQ90_AMPQE
OG0009573	jg6245.t1, jg24317.t1	tr|A0A1X7UQA4|A0A1X7UQA4_AMPQE
OG0009574	jg19388.t1	tr|A0A1X7UQC3|A0A1X7UQC3_AMPQE
OG0009575	jg8838.t1	tr|A0A1X7UQE1|A0A1X7UQE1_AMPQE
OG0009576	jg10699.t1	tr|A0A1X7UQE5|A0A1X7UQE5_AMPQE
OG0009576	jg10698.t1	tr|A0A1X7UR64|A0A1X7UR64_AMPQE
OG0009577	jg8833.t1	tr|A0A1X7UQE7|A0A1X7UQE7_AMPQE
OG0009578	jg8829.t1	tr|A0A1X7UQF2|A0A1X7UQF2_AMPQE
OG0009579	jg4356.t1	tr|A0A1X7UQH5|A0A1X7UQH5_AMPQE
OG0009581	jg8883.t1	tr|A0A1X7UQK7|A0A1X7UQK7_AMPQE
OG0009582	jg24324.t1, jg6252.t2, jg6252.t1	tr|A0A1X7UQL5|A0A1X7UQL5_AMPQE
OG0009583	jg14696.t1	tr|A0A1X7UQM2|A0A1X7UQM2_AMPQE
OG0009584	jg6337.t1, jg6343.t1, jg6349.t1	tr|A0A1X7UQN7|A0A1X7UQN7_AMPQE
OG0009585	jg20563.t1	tr|A0A1X7UQN8|A0A1X7UQN8_AMPQE
OG0009586	jg8840.t1	tr|A0A1X7UQP7|A0A1X7UQP7_AMPQE
OG0009588	jg17571.t1	tr|A0A1X7UQR9|A0A1X7UQR9_AMPQE
OG0009589	jg8809.t1, jg8807.t1, jg8808.t1	tr|A0A1X7UQS7|A0A1X7UQS7_AMPQE
OG0009590	jg16163.t1	tr|A0A1X7UQT0|A0A1X7UQT0_AMPQE
OG0009591	jg8804.t1	tr|A0A1X7UQT3|A0A1X7UQT3_AMPQE
OG0009592	jg6502.t1, jg4028.t1	tr|A0A1X7VJL2|A0A1X7VJL2_AMPQE, tr|A0A1X7UQT7|A0A1X7UQT7_AMPQE
OG0009593	jg17576.t1	tr|A0A1X7UQV4|A0A1X7UQV4_AMPQE
OG0009594	jg8890.t1	tr|A0A1X7UQW0|A0A1X7UQW0_AMPQE
OG0009595	jg6351.t1, jg6344.t1, jg6338.t1	tr|A0A1X7UQZ5|A0A1X7UQZ5_AMPQE
OG0009596	jg12242.t1	tr|A0A1X7UR14|A0A1X7UR14_AMPQE
OG0009598	jg17568.t1	tr|A0A1X7UR37|A0A1X7UR37_AMPQE
OG0009599	jg8842.t1	tr|A0A1X7UR41|A0A1X7UR41_AMPQE
OG0009600	jg16053.t1, jg20400.t1	tr|A0A1X7UR45|A0A1X7UR45_AMPQE
OG0009601	jg8837.t1	tr|A0A1X7UR46|A0A1X7UR46_AMPQE
OG0009602	jg2808.t1	tr|A0A1X7UR50|A0A1X7UR50_AMPQE, tr|A0A1X7UXR6|A0A1X7UXR6_AMPQE, tr|A0A1X7VCG7|A0A1X7VCG7_AMPQE
OG0009603	jg24301.t1, jg16060.t1, jg20407.t1	tr|A0A1X7UR55|A0A1X7UR55_AMPQE
OG0009604	jg8825.t1	tr|A0A1X7UR62|A0A1X7UR62_AMPQE
OG0009605	jg17579.t1	tr|A0A1X7UR74|A0A1X7UR74_AMPQE
OG0009606	jg29039.t1	tr|A0A1X7UR81|A0A1X7UR81_AMPQE
OG0009607	jg8933.t1	tr|A0A1X7UR86|A0A1X7UR86_AMPQE
OG0009608	jg29035.t1	tr|A0A1X7UR89|A0A1X7UR89_AMPQE
OG0009609	jg8899.t1	tr|A0A1X7UR96|A0A1X7UR96_AMPQE
OG0009610	jg20568.t1	tr|A0A1X7URB1|A0A1X7URB1_AMPQE
OG0009611	jg4338.t1	tr|A0A1X7URB2|A0A1X7URB2_AMPQE
OG0009612	jg4334.t1	tr|A0A1X7URB7|A0A1X7URB7_AMPQE
OG0009613	jg14720.t1	tr|A0A1X7URD9|A0A1X7URD9_AMPQE
OG0009614	jg4436.t1	tr|A0A1X7V2Y1|A0A1X7V2Y1_AMPQE, tr|A0A1X7URF3|A0A1X7URF3_AMPQE
OG0009615	jg20714.t1	tr|A0A1X7URJ9|A0A1X7URJ9_AMPQE
OG0009616	jg12246.t1	tr|A0A1X7URM0|A0A1X7URM0_AMPQE
OG0009617	jg13868.t1	tr|A0A1X7URP9|A0A1X7URP9_AMPQE
OG0009618	jg6332.t1	tr|A0A1X7URS4|A0A1X7URS4_AMPQE
OG0009620	jg20573.t1	tr|A0A1X7US25|A0A1X7US25_AMPQE
OG0009621	jg24343.t1	tr|A0A1X7US27|A0A1X7US27_AMPQE
OG0009622	jg29049.t1	tr|A0A1X7US43|A0A1X7US43_AMPQE
OG0009623	jg29038.t1	tr|A0A1X7US59|A0A1X7US59_AMPQE, tr|A0A1X7USZ1|A0A1X7USZ1_AMPQE
OG0009624	jg7965.t1	tr|A0A1X7US75|A0A1X7US75_AMPQE
OG0009625	jg29403.t1	tr|A0A1X7US94|A0A1X7US94_AMPQE
OG0009626	jg29398.t1	tr|A0A1X7USA1|A0A1X7USA1_AMPQE
OG0009627	jg29617.t1	tr|A0A1X7USB6|A0A1X7USB6_AMPQE
OG0009628	jg29621.t1	tr|A0A1X7USC0|A0A1X7USC0_AMPQE
OG0009629	jg20805.t1	tr|A0A1X7USD0|A0A1X7USD0_AMPQE
OG0009630	jg12245.t1	tr|A0A1X7USD3|A0A1X7USD3_AMPQE
OG0009631	jg29531.t1	tr|A0A1X7USD6|A0A1X7USD6_AMPQE
OG0009632	jg20572.t1	tr|A0A1X7USF5|A0A1X7USF5_AMPQE
OG0009633	jg20409.t1, jg16061.t1	tr|A0A1X7USH6|A0A1X7USH6_AMPQE
OG0009634	jg28827.t1, jg6710.t1, jg22327.t1	tr|A0A1X7USI7|A0A1X7USI7_AMPQE
OG0009635	jg2235.t1	tr|A0A1X7USP0|A0A1X7USP0_AMPQE
OG0009636	jg4395.t1, jg9682.t1	tr|A0A1X7USS8|A0A1X7USS8_AMPQE
OG0009637	jg12191.t1	tr|A0A1X7USU4|A0A1X7USU4_AMPQE
OG0009638	jg12280.t1	tr|A0A1X7USV3|A0A1X7USV3_AMPQE
OG0009639	jg29542.t1	tr|A0A1X7USY3|A0A1X7USY3_AMPQE
OG0009640	jg29538.t1	tr|A0A1X7USY9|A0A1X7USY9_AMPQE
OG0009641	jg29529.t1	tr|A0A1X7USZ8|A0A1X7USZ8_AMPQE
OG0009642	jg7866.t1, jg15163.t1, jg28717.t1	tr|A0A1X7UT53|A0A1X7UT53_AMPQE
OG0009643	jg12805.t1	tr|A0A1X7UT64|A0A1X7UT64_AMPQE
OG0009644	jg12733.t1	tr|A0A1X7UT77|A0A1X7UT77_AMPQE
OG0009645	jg30082.t1, jg16459.t1, jg16317.t1	tr|A0A1X7UT78|A0A1X7UT78_AMPQE
OG0009646	jg29622.t1	tr|A0A1X7UT96|A0A1X7UT96_AMPQE
OG0009647	jg12492.t1	tr|A0A1X7UV08|A0A1X7UV08_AMPQE, tr|A0A1X7UTA2|A0A1X7UTA2_AMPQE
OG0009648	jg12510.t1	tr|A0A1X7UTC8|A0A1X7UTC8_AMPQE
OG0009649	jg8360.t1	tr|A0A1X7UUH7|A0A1X7UUH7_AMPQE, tr|A0A1X7UTF5|A0A1X7UTF5_AMPQE
OG0009650	jg3941.t1	tr|A0A1X7UTH2|A0A1X7UTH2_AMPQE
OG0009650	jg3359.t2	tr|A0A1X7UU73|A0A1X7UU73_AMPQE
OG0009651	jg17697.t1	tr|A0A1X7UTJ0|A0A1X7UTJ0_AMPQE, tr|A0A1X7V7W1|A0A1X7V7W1_AMPQE
OG0009652	jg7968.t1	tr|A0A1X7UTK2|A0A1X7UTK2_AMPQE
OG0009653	jg29399.t1	tr|A0A1X7UTM0|A0A1X7UTM0_AMPQE
OG0009654	jg12192.t1	tr|A0A1X7UTM8|A0A1X7UTM8_AMPQE
OG0009655	jg27692.t1	tr|A0A1X7UTN6|A0A1X7UTN6_AMPQE
OG0009656	jg29620.t1	tr|A0A1X7UTP0|A0A1X7UTP0_AMPQE
OG0009657	jg27682.t1	tr|A0A1X7UTP6|A0A1X7UTP6_AMPQE
OG0009658	jg29537.t1	tr|A0A1X7UTP9|A0A1X7UTP9_AMPQE
OG0009659	jg1856.t1	tr|A0A1X7UTS6|A0A1X7UTS6_AMPQE
OG0009660	jg2166.t1, jg23693.t1, jg10583.t1	tr|A0A1X7UTS8|A0A1X7UTS8_AMPQE
OG0009661	jg4394.t1, jg9681.t1	tr|A0A1X7UTY0|A0A1X7UTY0_AMPQE
OG0009662	jg12508.t1	tr|A0A1X7UTZ3|A0A1X7UTZ3_AMPQE
OG0009663	jg29406.t1	tr|A0A1X7UU08|A0A1X7UU08_AMPQE
OG0009664	jg4698.t1	tr|A0A1X7UVD8|A0A1X7UVD8_AMPQE, tr|A0A1X7UU24|A0A1X7UU24_AMPQE, tr|A0A1X7UUZ6|A0A1X7UUZ6_AMPQE
OG0009665	jg29619.t1	tr|A0A1X7UU30|A0A1X7UU30_AMPQE
OG0009666	jg12801.t1	tr|A0A1X7UU39|A0A1X7UU39_AMPQE
OG0009667	jg15196.t1, jg17332.t1, jg16092.t1	tr|A0A1X7UU47|A0A1X7UU47_AMPQE
OG0009668	jg171.t1	tr|A0A1X7UU79|A0A1X7UU79_AMPQE
OG0009669	jg27689.t1	tr|A0A1X7UUA8|A0A1X7UUA8_AMPQE
OG0009670	jg3417.t1	tr|A0A1X7UUB6|A0A1X7UUB6_AMPQE
OG0009671	jg2233.t1	tr|A0A1X7UUE4|A0A1X7UUE4_AMPQE
OG0009672	jg2245.t1	tr|A0A1X7UUI2|A0A1X7UUI2_AMPQE
OG0009673	jg12731.t1	tr|A0A1X7UUJ9|A0A1X7UUJ9_AMPQE
OG0009674	jg27690.t1, jg27691.t1	tr|A0A1X7UUL6|A0A1X7UUL6_AMPQE
OG0009675	jg24234.t1	tr|A0A1X7UUM1|A0A1X7UUM1_AMPQE
OG0009676	jg12504.t1	tr|A0A1X7UUP3|A0A1X7UUP3_AMPQE
OG0009677	jg27663.t1	tr|A0A1X7UUQ1|A0A1X7UUQ1_AMPQE
OG0009678	jg3649.t1, jg18152.t1	tr|A0A1X7UUT8|A0A1X7UUT8_AMPQE
OG0009679	jg23253.t1	tr|A0A1X7UUU3|A0A1X7UUU3_AMPQE
OG0009680	jg23589.t1	tr|A0A1X7UUY1|A0A1X7UUY1_AMPQE
OG0009681	jg27683.t1	tr|A0A1X7UV19|A0A1X7UV19_AMPQE
OG0009682	jg27668.t1	tr|A0A1X7UV34|A0A1X7UV34_AMPQE
OG0009683	jg12511.t1	tr|A0A1X7UV37|A0A1X7UV37_AMPQE
OG0009684	jg942.t1	tr|A0A1X7UV47|A0A1X7UV47_AMPQE
OG0009685	jg4246.t1, jg21058.t1, jg593.t1	tr|A0A1X7UV73|A0A1X7UV73_AMPQE
OG0009686	jg5037.t1	tr|A0A1X7VPA8|A0A1X7VPA8_AMPQE, tr|A0A1X7UV92|A0A1X7UV92_AMPQE, tr|A0A1X7UY66|A0A1X7UY66_AMPQE
OG0009687	jg17307.t1, jg13120.t1, jg21101.t1	tr|A0A1X7UVB0|A0A1X7UVB0_AMPQE
OG0009688	jg3948.t1	tr|A0A1X7UVC6|A0A1X7UVC6_AMPQE
OG0009690	jg3953.t1, jg21545.t1	tr|A0A1X7UVD1|A0A1X7UVD1_AMPQE
OG0009691	jg18994.t1	tr|A0A1X7UVD6|A0A1X7UVD6_AMPQE
OG0009692	jg18985.t1	tr|A0A1X7UVE9|A0A1X7UVE9_AMPQE
OG0009693	jg27680.t1	tr|A0A1X7UVG0|A0A1X7UVG0_AMPQE
OG0009694	jg30475.t1, jg17679.t1	tr|A0A1X7V6H0|A0A1X7V6H0_AMPQE, tr|A0A1X7UVG1|A0A1X7UVG1_AMPQE
OG0009695	jg586.t1, jg10285.t1	tr|A0A1X7UVN0|A0A1X7UVN0_AMPQE, tr|A0A1X7VBC1|A0A1X7VBC1_AMPQE
OG0009696	jg4697.t1	tr|A0A1X7UVT2|A0A1X7UVT2_AMPQE
OG0009697	jg2244.t1	tr|A0A1X7UVT5|A0A1X7UVT5_AMPQE
OG0009698	jg3374.t1	tr|A0A1X7UVT8|A0A1X7UVT8_AMPQE
OG0009699	jg27179.t1	tr|A0A1X7UVV4|A0A1X7UVV4_AMPQE
OG0009700	jg4699.t1	tr|A0A1X7UVV7|A0A1X7UVV7_AMPQE
OG0009702	jg18993.t1, jg18992.t1	tr|A0A1X7UWP3|A0A1X7UWP3_AMPQE, tr|A0A1X7UVZ5|A0A1X7UVZ5_AMPQE
OG0009703	jg23252.t1	tr|A0A1X7UVZ8|A0A1X7UVZ8_AMPQE
OG0009704	jg21690.t1	tr|A0A1X7UW57|A0A1X7UW57_AMPQE
OG0009705	jg19042.t1	tr|A0A1X7UW62|A0A1X7UW62_AMPQE
OG0009706	jg28275.t1	tr|A0A1X7UW74|A0A1X7UW74_AMPQE
OG0009707	jg28285.t1	tr|A0A1X7UW89|A0A1X7UW89_AMPQE
OG0009708	jg8953.t1	tr|A0A1X7UW97|A0A1X7UW97_AMPQE
OG0009709	jg28304.t1	tr|A0A1X7UWB0|A0A1X7UWB0_AMPQE
OG0009710	jg13125.t1, jg23972.t1, jg7333.t1	tr|A0A1X7UWF5|A0A1X7UWF5_AMPQE
OG0009711	jg6780.t1, jg27177.t1	tr|A0A1X7UWG6|A0A1X7UWG6_AMPQE
OG0009712	jg19024.t1	tr|A0A1X7UWJ1|A0A1X7UWJ1_AMPQE
OG0009713	jg19058.t1	tr|A0A1X7UWM4|A0A1X7UWM4_AMPQE
OG0009714	jg18999.t1	tr|A0A1X7UWN4|A0A1X7UWN4_AMPQE
OG0009715	jg23592.t1	tr|A0A1X7UWN5|A0A1X7UWN5_AMPQE
OG0009716	jg25074.t1, jg8285.t1	tr|A0A1X7UWN7|A0A1X7UWN7_AMPQE
