Orthogroup	Amphimedon_UP000007879_400682	Human_UP000005640_9606
OG0010833	tr|A0A1X7VT36|A0A1X7VT36_AMPQE	sp|Q92611|EDEM1_HUMAN
OG0010834	tr|A0A1X7VT41|A0A1X7VT41_AMPQE	sp|Q8NEU8|DP13B_HUMAN, sp|Q9UKG1|DP13A_HUMAN
OG0010835	tr|A0A1X7VT51|A0A1X7VT51_AMPQE	sp|Q96T52|IMP2L_HUMAN
OG0010836	tr|A0A1X7VT61|A0A1X7VT61_AMPQE	sp|Q99932|SPAG8_HUMAN
OG0010837	tr|A0A1X7VT67|A0A1X7VT67_AMPQE	sp|P36639|8ODP_HUMAN
OG0010838	tr|A0A1X7VT79|A0A1X7VT79_AMPQE	sp|Q8N201|INT1_HUMAN
OG0010839	tr|A0A1X7VT82|A0A1X7VT82_AMPQE	sp|Q96KV7|WDR90_HUMAN
OG0010840	tr|A0A1X7VT91|A0A1X7VT91_AMPQE	sp|Q9NVH1|DJC11_HUMAN
OG0010841	tr|A0A1X7VT92|A0A1X7VT92_AMPQE	sp|Q96EB1|ELP4_HUMAN
OG0010842	tr|A0A1X7VTA0|A0A1X7VTA0_AMPQE	sp|P39656|OST48_HUMAN
OG0010843	tr|A0A1X7VTA8|A0A1X7VTA8_AMPQE	sp|P82094|TMF1_HUMAN
OG0010844	tr|A0A1X7VTA9|A0A1X7VTA9_AMPQE	sp|Q8WWY3|PRP31_HUMAN
OG0010845	tr|A0A1X7VTB0|A0A1X7VTB0_AMPQE	sp|Q9Y3R0|GRIP1_HUMAN, sp|Q9C0E4|GRIP2_HUMAN
OG0010846	tr|A0A1X7VTB7|A0A1X7VTB7_AMPQE	sp|Q13153|PAK1_HUMAN
OG0010847	tr|A0A1X7VTC2|A0A1X7VTC2_AMPQE	sp|Q8N7M0|DYLT5_HUMAN
OG0010848	tr|A0A1X7VTD1|A0A1X7VTD1_AMPQE	sp|O60303|KATIP_HUMAN
OG0010849	tr|A0A1X7VTD2|A0A1X7VTD2_AMPQE	sp|Q8NEW0|ZNT7_HUMAN
OG0010850	tr|A0A1X7VTD8|A0A1X7VTD8_AMPQE	sp|Q8N668|COMD1_HUMAN
OG0010851	tr|A0A1X7VTD9|A0A1X7VTD9_AMPQE	sp|Q96T21|SEBP2_HUMAN
OG0010852	tr|A0A1X7VTE5|A0A1X7VTE5_AMPQE	sp|Q9UK45|LSM7_HUMAN
OG0010854	tr|A0A1X7VTF6|A0A1X7VTF6_AMPQE	sp|Q9BRJ6|CG050_HUMAN
OG0010856	tr|A0A1X7VTH7|A0A1X7VTH7_AMPQE	sp|Q5SY16|NOL9_HUMAN
OG0010857	tr|A0A1X7VTI8|A0A1X7VTI8_AMPQE	sp|Q16656|NRF1_HUMAN
OG0010858	tr|A0A1X7VTJ8|A0A1X7VTJ8_AMPQE	sp|Q9GZS0|DNAI2_HUMAN
OG0010859	tr|A0A1X7VTK3|A0A1X7VTK3_AMPQE	sp|Q8TCB7|METL6_HUMAN
OG0010860	tr|A0A1X7VTK5|A0A1X7VTK5_AMPQE	sp|Q9Y6F1|PARP3_HUMAN
OG0010861	tr|A0A1X7VTK8|A0A1X7VTK8_AMPQE	sp|Q7Z6E9|RBBP6_HUMAN
OG0010862	tr|A0A1X7VTL2|A0A1X7VTL2_AMPQE	sp|Q9UP83|COG5_HUMAN
OG0010863	tr|A0A1X7VTN2|A0A1X7VTN2_AMPQE	sp|Q9Y2L1|RRP44_HUMAN
OG0010865	tr|A0A1X7VTQ3|A0A1X7VTQ3_AMPQE	sp|Q8IUH3|RBM45_HUMAN
OG0010866	tr|A0A1X7VTR7|A0A1X7VTR7_AMPQE	sp|Q9BUU2|MET22_HUMAN
OG0010867	tr|A0A1X7VTT6|A0A1X7VTT6_AMPQE	sp|Q9NWV8|BABA1_HUMAN
OG0010869	tr|A0A1X7VTV1|A0A1X7VTV1_AMPQE	sp|P60484|PTEN_HUMAN
OG0010870	tr|A0A1X7VTV5|A0A1X7VTV5_AMPQE	sp|P08865|RSSA_HUMAN
OG0010871	tr|A0A1X7VTW2|A0A1X7VTW2_AMPQE	sp|O14981|BTAF1_HUMAN
OG0010872	tr|A0A1X7VTW3|A0A1X7VTW3_AMPQE	sp|P61201|CSN2_HUMAN
OG0010874	tr|A0A1X7VTX5|A0A1X7VTX5_AMPQE	sp|Q5JSS6|MEIG1_HUMAN
OG0010875	tr|A0A1X7VTY4|A0A1X7VTY4_AMPQE	sp|P33947|ERD22_HUMAN
OG0010876	tr|A0A1X7VTY7|A0A1X7VTY7_AMPQE	sp|Q99447|PCY2_HUMAN
OG0010877	tr|A0A1X7VTZ8|A0A1X7VTZ8_AMPQE, tr|A0A1X7VVC1|A0A1X7VVC1_AMPQE	sp|Q9Y5W7|SNX14_HUMAN
OG0010878	tr|A0A1X7VU10|A0A1X7VU10_AMPQE	sp|A0AVF1|IFT56_HUMAN
OG0010879	tr|A0A1X7VU14|A0A1X7VU14_AMPQE	sp|Q9NV06|DCA13_HUMAN
OG0010880	tr|A0A1X7VU16|A0A1X7VU16_AMPQE	sp|Q9P2H3|IFT80_HUMAN
OG0010881	tr|A0A1X7VU19|A0A1X7VU19_AMPQE	sp|Q9H1K6|TLRN1_HUMAN
OG0010882	tr|A0A1X7VU32|A0A1X7VU32_AMPQE	sp|Q9NRR3|C42S2_HUMAN, sp|Q9NRR8|C42S1_HUMAN
OG0010883	tr|A0A1X7VU35|A0A1X7VU35_AMPQE	sp|Q96H78|S2544_HUMAN
OG0010886	tr|A0A1X7VU52|A0A1X7VU52_AMPQE	sp|Q9P086|MED11_HUMAN
OG0010887	tr|A0A1X7VU53|A0A1X7VU53_AMPQE	sp|Q9BSU3|NAA11_HUMAN, sp|P41227|NAA10_HUMAN
OG0010888	tr|A0A1X7VU58|A0A1X7VU58_AMPQE	sp|Q9BWF2|TRAIP_HUMAN
OG0010889	tr|A0A1X7VU66|A0A1X7VU66_AMPQE	sp|Q5UE93|PI3R6_HUMAN, sp|Q8WYR1|PI3R5_HUMAN
OG0010892	tr|A0A1X7VUA1|A0A1X7VUA1_AMPQE	sp|Q68DK7|MSL1_HUMAN
OG0010893	tr|A0A1X7VUA3|A0A1X7VUA3_AMPQE	sp|Q9UNK0|STX8_HUMAN
OG0010895	tr|A0A1X7VUD5|A0A1X7VUD5_AMPQE	sp|Q9Y4A5|TRRAP_HUMAN
OG0010896	tr|A0A1X7VUD6|A0A1X7VUD6_AMPQE	sp|P29372|3MG_HUMAN
OG0010897	tr|A0A1X7VUE1|A0A1X7VUE1_AMPQE	sp|Q7Z624|CMKMT_HUMAN
OG0010900	tr|A0A1X7VUF1|A0A1X7VUF1_AMPQE	sp|Q12887|COX10_HUMAN
OG0010901	tr|A0A1X7VUF6|A0A1X7VUF6_AMPQE	sp|Q96N11|CG026_HUMAN
OG0010902	tr|A0A1X7VUG2|A0A1X7VUG2_AMPQE	sp|P49754|VPS41_HUMAN
OG0010904	tr|A0A1X7VUG8|A0A1X7VUG8_AMPQE	sp|Q86VD7|S2542_HUMAN
OG0010906	tr|A0A1X7VUH7|A0A1X7VUH7_AMPQE	sp|Q155Q3|DIXC1_HUMAN
OG0010907	tr|A0A1X7VUH8|A0A1X7VUH8_AMPQE	sp|Q8N4P3|MESH1_HUMAN
OG0010908	tr|A0A1X7VUI2|A0A1X7VUI2_AMPQE	sp|O15182|CETN3_HUMAN
OG0010909	tr|A0A1X7VUI3|A0A1X7VUI3_AMPQE	sp|P49257|LMAN1_HUMAN
OG0010911	tr|A0A1X7VUK7|A0A1X7VUK7_AMPQE	sp|O15111|IKKA_HUMAN, sp|O14920|IKKB_HUMAN
OG0010913	tr|A0A1X7VUL0|A0A1X7VUL0_AMPQE	sp|Q70EK8|UBP53_HUMAN
OG0010914	tr|A0A1X7VUL1|A0A1X7VUL1_AMPQE	sp|Q13155|AIMP2_HUMAN
OG0010915	tr|A0A1X7VUL6|A0A1X7VUL6_AMPQE	sp|Q9BTV6|DPH7_HUMAN
OG0010917	tr|A0A1X7VUL8|A0A1X7VUL8_AMPQE	sp|O14617|AP3D1_HUMAN
OG0010918	tr|A0A1X7VUM0|A0A1X7VUM0_AMPQE	sp|Q9NXZ2|DDX43_HUMAN
OG0010919	tr|A0A1X7VUM8|A0A1X7VUM8_AMPQE	sp|Q8NEP3|DAAF1_HUMAN
OG0010920	tr|A0A1X7VUN1|A0A1X7VUN1_AMPQE	sp|O15357|SHIP2_HUMAN
OG0010921	tr|A0A1X7VUP7|A0A1X7VUP7_AMPQE	sp|Q96SB8|SMC6_HUMAN
OG0010922	tr|A0A1X7VUP8|A0A1X7VUP8_AMPQE	sp|Q9H0E3|SP130_HUMAN
OG0010923	tr|A0A1X7VUQ3|A0A1X7VUQ3_AMPQE	sp|P62266|RS23_HUMAN
OG0010924	tr|A0A1X7VUQ5|A0A1X7VUQ5_AMPQE	sp|Q8IXQ4|GPAM1_HUMAN
OG0010925	tr|A0A1X7VUQ6|A0A1X7VUQ6_AMPQE	sp|Q8WWH5|TRUB1_HUMAN
OG0010926	tr|A0A1X7VUQ9|A0A1X7VUQ9_AMPQE	sp|P39748|FEN1_HUMAN
OG0010927	tr|A0A1X7VUR8|A0A1X7VUR8_AMPQE	sp|Q9UJT0|TBE_HUMAN
OG0010929	tr|A0A1X7VUT1|A0A1X7VUT1_AMPQE	sp|Q9Y664|KPTN_HUMAN
OG0010931	tr|A0A1X7VUU6|A0A1X7VUU6_AMPQE	sp|Q9Y2A7|NCKP1_HUMAN
OG0010933	tr|A0A1X7VUV4|A0A1X7VUV4_AMPQE	sp|A6NF83|NUPR2_HUMAN, sp|O60356|NUPR1_HUMAN
OG0010935	tr|A0A1X7VUW4|A0A1X7VUW4_AMPQE	sp|A6H8Y1|BDP1_HUMAN
OG0010938	tr|A0A1X7VUY1|A0A1X7VUY1_AMPQE	sp|P29074|PTN4_HUMAN, sp|P26045|PTN3_HUMAN
OG0010940	tr|A0A1X7VUY9|A0A1X7VUY9_AMPQE	sp|Q8N5Z0|AADAT_HUMAN
OG0010941	tr|A0A1X7VV03|A0A1X7VV03_AMPQE	sp|Q16836|HCDH_HUMAN
OG0010942	tr|A0A1X7VV04|A0A1X7VV04_AMPQE	sp|P26373|RL13_HUMAN
OG0010943	tr|A0A1X7VV23|A0A1X7VV23_AMPQE	sp|P55197|AF10_HUMAN
OG0010945	tr|A0A1X7VV51|A0A1X7VV51_AMPQE	sp|P04183|KITH_HUMAN
OG0010946	tr|A0A1X7VV61|A0A1X7VV61_AMPQE	sp|P61599|NAA20_HUMAN
OG0010947	tr|A0A1X7VV66|A0A1X7VV66_AMPQE	sp|Q9BVC4|LST8_HUMAN
OG0010949	tr|A0A1X7VV76|A0A1X7VV76_AMPQE	sp|Q7Z4R8|CF120_HUMAN
OG0010950	tr|A0A1X7VV83|A0A1X7VV83_AMPQE	sp|Q96EY4|TMA16_HUMAN
OG0010951	tr|A0A1X7VV89|A0A1X7VV89_AMPQE	sp|Q9P1Q0|VPS54_HUMAN
OG0010953	tr|A0A1X7VV91|A0A1X7VV91_AMPQE	sp|Q9UPT5|EXOC7_HUMAN
OG0010955	tr|A0A1X7VVA1|A0A1X7VVA1_AMPQE	sp|Q9NVU0|RPC5_HUMAN
OG0010956	tr|A0A1X7VVB5|A0A1X7VVB5_AMPQE	sp|P63279|UBC9_HUMAN
OG0010957	tr|A0A1X7VVB8|A0A1X7VVB8_AMPQE	sp|Q9UBF6|RBX2_HUMAN
OG0010959	tr|A0A1X7VVC5|A0A1X7VVC5_AMPQE	sp|P29144|TPP2_HUMAN
OG0010960	tr|A0A1X7VVC6|A0A1X7VVC6_AMPQE	sp|P62993|GRB2_HUMAN
OG0010963	tr|A0A1X7VVD9|A0A1X7VVD9_AMPQE	sp|Q96AB3|ISOC2_HUMAN
OG0010965	tr|A0A1X7VVF4|A0A1X7VVF4_AMPQE	sp|Q8IV36|HID1_HUMAN
OG0010967	tr|A0A1X7VVG7|A0A1X7VVG7_AMPQE	sp|P04035|HMDH_HUMAN
OG0010968	tr|A0A1X7VVH2|A0A1X7VVH2_AMPQE	sp|Q96T58|MINT_HUMAN
OG0010970	tr|A0A1X7VVI7|A0A1X7VVI7_AMPQE	sp|P18206|VINC_HUMAN
OG0010971	tr|A0A1X7VVJ1|A0A1X7VVJ1_AMPQE	sp|P15880|RS2_HUMAN
OG0010972	tr|A0A1X7VVK2|A0A1X7VVK2_AMPQE	sp|Q8WV74|NUDT8_HUMAN
OG0010973	tr|A0A1X7VVM2|A0A1X7VVM2_AMPQE	sp|O94903|PLPHP_HUMAN
OG0010975	tr|A0A1X7VVP1|A0A1X7VVP1_AMPQE	sp|A5YKK6|CNOT1_HUMAN
OG0010976	tr|A0A1X7VVQ3|A0A1X7VVQ3_AMPQE	sp|Q6NYC1|JMJD6_HUMAN
OG0010977	tr|A0A1X7VVR1|A0A1X7VVR1_AMPQE	sp|P49721|PSB2_HUMAN
OG0010978	tr|A0A1X7VVR6|A0A1X7VVR6_AMPQE	sp|Q9H633|RPP21_HUMAN
OG0010979	tr|A0A1X7VVS4|A0A1X7VVS4_AMPQE	sp|Q9Y253|POLH_HUMAN
OG0010980	tr|A0A1X7VVT1|A0A1X7VVT1_AMPQE	sp|P26572|MGAT1_HUMAN
OG0010981	tr|A0A1X7VVU1|A0A1X7VVU1_AMPQE	sp|Q16878|CDO1_HUMAN
OG0010983	tr|A0A1X7VVV6|A0A1X7VVV6_AMPQE	sp|Q9Y617|SERC_HUMAN
OG0010985	tr|A0A1X7VVX2|A0A1X7VVX2_AMPQE	sp|Q9P2E2|KIF17_HUMAN
OG0010986	tr|A0A1X7VVY1|A0A1X7VVY1_AMPQE	sp|O15530|PDPK1_HUMAN
OG0010989	tr|A0A1X7VVZ9|A0A1X7VVZ9_AMPQE	sp|P24928|RPB1_HUMAN
OG0010990	tr|A0A1X7VW12|A0A1X7VW12_AMPQE	sp|Q9NX24|NHP2_HUMAN
OG0010991	tr|A0A1X7VW14|A0A1X7VW14_AMPQE	sp|Q9H9A5|CNO10_HUMAN
OG0010992	tr|A0A1X7VW18|A0A1X7VW18_AMPQE	sp|Q8N427|TXND3_HUMAN
OG0010993	tr|A0A1X7VW27|A0A1X7VW27_AMPQE	sp|Q9BTX1|NDC1_HUMAN
OG0010994	tr|A0A1X7VW43|A0A1X7VW43_AMPQE	sp|Q9NP92|RT30_HUMAN
OG0010995	tr|A0A1X7VW44|A0A1X7VW44_AMPQE	sp|P84103|SRSF3_HUMAN
OG0010996	tr|A0A1X7VW49|A0A1X7VW49_AMPQE	sp|Q8N8A6|DDX51_HUMAN
OG0010997	tr|A0A1X7VW56|A0A1X7VW56_AMPQE	sp|O43772|MCAT_HUMAN
OG0010998	tr|A0A1X7VWA4|A0A1X7VWA4_AMPQE	sp|P78371|TCPB_HUMAN
OG0010999	tr|A0A1X7VWB8|A0A1X7VWB8_AMPQE	sp|Q9NRW7|VPS45_HUMAN
OG0011000	tr|A0A1X7VWB9|A0A1X7VWB9_AMPQE	sp|Q6V702|CF299_HUMAN
OG0011001	tr|A0A1X7VWF3|A0A1X7VWF3_AMPQE	sp|O00762|UBE2C_HUMAN
OG0011002	tr|A0A1X7VWF9|A0A1X7VWF9_AMPQE	sp|Q3MIX3|ADCK5_HUMAN
OG0011003	tr|A0A1X7VWG1|A0A1X7VWG1_AMPQE	sp|Q96GN5|CDA7L_HUMAN, sp|Q9BWT1|CDCA7_HUMAN
OG0011005	tr|A0A1X7VWI7|A0A1X7VWI7_AMPQE	sp|Q96BP2|CHCH1_HUMAN
OG0011006	tr|A0A1X7VWI8|A0A1X7VWI8_AMPQE	sp|Q14703|MBTP1_HUMAN
OG0011007	tr|A0A1X7VWJ8|A0A1X7VWJ8_AMPQE, tr|A0A1X7VWJ4|A0A1X7VWJ4_AMPQE	sp|O00584|RNT2_HUMAN
OG0011008	tr|A0A1X7VWK8|A0A1X7VWK8_AMPQE	sp|Q9H8U3|ZFAN3_HUMAN
OG0011010	tr|A0A1X7VWM2|A0A1X7VWM2_AMPQE	sp|P09622|DLDH_HUMAN
OG0011011	tr|A0A1X7VWU2|A0A1X7VWU2_AMPQE	sp|Q9Y5P4|CERT_HUMAN
OG0011012	tr|A0A1X7VWU6|A0A1X7VWU6_AMPQE	sp|Q96J94|PIWL1_HUMAN
OG0011013	tr|A0A1X7VWU7|A0A1X7VWU7_AMPQE	sp|Q9BY12|SCAPE_HUMAN
OG0011014	tr|A0A1X7VX14|A0A1X7VX14_AMPQE	sp|P20936|RASA1_HUMAN
OG0011016	tr|A0A1X7VX29|A0A1X7VX29_AMPQE	sp|Q71UI9|H2AV_HUMAN
OG0011017	tr|A0A1X7VX34|A0A1X7VX34_AMPQE	sp|A6NN90|CB081_HUMAN
OG0011018	tr|A0A1X7VXA1|A0A1X7VXA1_AMPQE	sp|O15050|TRNK1_HUMAN
OG0011020	tr|A0A1X7VXD0|A0A1X7VXD0_AMPQE	sp|Q96RK4|BBS4_HUMAN
OG0011023	tr|A0A1X7VXI8|A0A1X7VXI8_AMPQE	sp|Q9BV23|ABHD6_HUMAN
OG0011024	tr|A0A1X7VXM2|A0A1X7VXM2_AMPQE	sp|Q8TEB1|DCA11_HUMAN
OG0011025	tr|A0A1X7VXM5|A0A1X7VXM5_AMPQE	sp|Q13610|PWP1_HUMAN
OG0011028	tr|A0A1X7VXS0|A0A1X7VXS0_AMPQE	sp|Q7Z3D4|LYSM3_HUMAN, sp|Q5XG99|LYSM4_HUMAN
OG0011031	tr|A0A1X7VYT7|A0A1X7VYT7_AMPQE	sp|O00203|AP3B1_HUMAN, sp|Q13367|AP3B2_HUMAN
OG0011032	tr|A0A1X7VYV0|A0A1X7VYV0_AMPQE	sp|O75064|DEN4B_HUMAN, sp|Q7Z401|MYCPP_HUMAN, sp|Q5VZ89|DEN4C_HUMAN
OG0011033	tr|E5KCC3|E5KCC3_AMPQE	sp|Q9H0E2|TOLIP_HUMAN
OG0011034	tr|I1EJB6|I1EJB6_AMPQE	sp|O43809|CPSF5_HUMAN
OG0011035	tr|I1ENH7|I1ENH7_AMPQE	sp|Q0VGL1|LTOR4_HUMAN
OG0011036	tr|I1FBX7|I1FBX7_AMPQE	sp|P18621|RL17_HUMAN
OG0011038	tr|I1FSL1|I1FSL1_AMPQE	sp|O14579|COPE_HUMAN
OG0011039	tr|I1FX35|I1FX35_AMPQE	sp|P61353|RL27_HUMAN
OG0011040	tr|I1GHL0|I1GHL0_AMPQE	sp|O00178|GTPB1_HUMAN
OG0011937	tr|A0A1X7U7P3|A0A1X7U7P3_AMPQE, tr|A0A1X7SJG0|A0A1X7SJG0_AMPQE	sp|Q2T9J0|TYSD1_HUMAN
OG0011975	tr|A0A1X7SLI3|A0A1X7SLI3_AMPQE, tr|A0A1X7V6I8|A0A1X7V6I8_AMPQE	sp|Q9H0R6|GATA_HUMAN
OG0012065	tr|A0A1X7SQU1|A0A1X7SQU1_AMPQE, tr|A0A1X7TRT7|A0A1X7TRT7_AMPQE	sp|P29350|PTN6_HUMAN
OG0012395	tr|A0A1X7TF28|A0A1X7TF28_AMPQE	sp|Q15843|NEDD8_HUMAN
OG0012445	tr|A0A1X7TIZ9|A0A1X7TIZ9_AMPQE	sp|Q9H9Q4|NHEJ1_HUMAN
OG0012454	tr|A0A1X7TK84|A0A1X7TK84_AMPQE	sp|Q14565|DMC1_HUMAN
OG0012472	tr|A0A1X7TM36|A0A1X7TM36_AMPQE	sp|Q9C005|DPY30_HUMAN
OG0012473	tr|A0A1X7TM46|A0A1X7TM46_AMPQE	sp|Q9UKF6|CPSF3_HUMAN
OG0012477	tr|A0A1X7TME7|A0A1X7TME7_AMPQE	sp|Q5T2R2|DPS1_HUMAN
OG0012479	tr|A0A1X7TMI7|A0A1X7TMI7_AMPQE	sp|C9JTQ0|ANR63_HUMAN
OG0012482	tr|A0A1X7TMP8|A0A1X7TMP8_AMPQE	sp|Q8WWB3|DYDC1_HUMAN
OG0012487	tr|A0A1X7TN75|A0A1X7TN75_AMPQE	sp|Q9ULC3|RAB23_HUMAN
OG0012488	tr|A0A1X7TN81|A0A1X7TN81_AMPQE	sp|Q96B26|EXOS8_HUMAN
OG0012505	tr|A0A1X7TPC5|A0A1X7TPC5_AMPQE	sp|P51688|SPHM_HUMAN
OG0012508	tr|A0A1X7TPE7|A0A1X7TPE7_AMPQE	sp|O76094|SRP72_HUMAN
OG0012509	tr|A0A1X7TPI2|A0A1X7TPI2_AMPQE	sp|P13073|COX41_HUMAN, sp|Q96KJ9|COX42_HUMAN
OG0012512	tr|A0A1X7TPV9|A0A1X7TPV9_AMPQE	sp|Q92574|TSC1_HUMAN
OG0012519	tr|A0A1X7TQS9|A0A1X7TQS9_AMPQE	sp|Q9NRZ9|HELLS_HUMAN
OG0012538	tr|A0A1X7TSD3|A0A1X7TSD3_AMPQE	sp|P46776|RL27A_HUMAN
OG0012549	tr|A0A1X7TT89|A0A1X7TT89_AMPQE	sp|Q53S33|BOLA3_HUMAN
OG0012557	tr|A0A1X7TTU0|A0A1X7TTU0_AMPQE	sp|Q96AT1|K1143_HUMAN
OG0012562	tr|A0A1X7TTX6|A0A1X7TTX6_AMPQE	sp|Q8N6L1|KTAP2_HUMAN
OG0012563	tr|A0A1X7TU40|A0A1X7TU40_AMPQE	sp|Q9NYG5|APC11_HUMAN
OG0012565	tr|A0A1X7TUA1|A0A1X7TUA1_AMPQE	sp|Q66K64|DCA15_HUMAN
OG0012569	tr|A0A1X7TUK6|A0A1X7TUK6_AMPQE	sp|P57054|PIGP_HUMAN
OG0012573	tr|A0A1X7TV02|A0A1X7TV02_AMPQE	sp|Q96CW1|AP2M1_HUMAN
OG0012581	tr|A0A1X7TVL5|A0A1X7TVL5_AMPQE	sp|Q4J6C6|PPCEL_HUMAN
OG0012582	tr|A0A1X7TVR5|A0A1X7TVR5_AMPQE	sp|Q53RE8|ANR39_HUMAN
OG0012585	tr|A0A1X7TVV3|A0A1X7TVV3_AMPQE	sp|Q5BJD5|TM41B_HUMAN
OG0012589	tr|A0A1X7TVY6|A0A1X7TVY6_AMPQE	sp|P56277|CMC4_HUMAN
OG0012601	tr|A0A1X7TWZ2|A0A1X7TWZ2_AMPQE	sp|Q9BUB4|ADAT1_HUMAN
OG0012612	tr|A0A1X7TXM2|A0A1X7TXM2_AMPQE	sp|Q6QNY1|BL1S2_HUMAN
OG0012624	tr|A0A1X7TY57|A0A1X7TY57_AMPQE	sp|Q9UKZ1|CNO11_HUMAN
OG0012645	tr|A0A1X7TZ66|A0A1X7TZ66_AMPQE	sp|Q5VTH2|FLTOP_HUMAN
OG0012649	tr|A0A1X7TZH1|A0A1X7TZH1_AMPQE	sp|Q9BX74|TM2D1_HUMAN
OG0012652	tr|A0A1X7TZN2|A0A1X7TZN2_AMPQE	sp|Q96F25|ALG14_HUMAN
OG0012653	tr|A0A1X7TZR7|A0A1X7TZR7_AMPQE	sp|Q6ZW76|ANKS3_HUMAN
OG0012654	tr|A0A1X7TZZ6|A0A1X7TZZ6_AMPQE	sp|Q05469|LIPS_HUMAN
OG0012658	tr|A0A1X7U0B7|A0A1X7U0B7_AMPQE	sp|Q9BZX2|UCK2_HUMAN
OG0012668	tr|A0A1X7U0Y2|A0A1X7U0Y2_AMPQE	sp|Q8NHR9|PROF4_HUMAN
OG0012683	tr|A0A1X7U243|A0A1X7U243_AMPQE	sp|P38432|COIL_HUMAN
OG0012692	tr|A0A1X7U2Q5|A0A1X7U2Q5_AMPQE	sp|P53999|TCP4_HUMAN
OG0012695	tr|A0A1X7U2Y9|A0A1X7U2Y9_AMPQE	sp|P34913|HYES_HUMAN
OG0012699	tr|A0A1X7U359|A0A1X7U359_AMPQE	sp|Q9H7E9|CH033_HUMAN
OG0012701	tr|A0A1X7U371|A0A1X7U371_AMPQE	sp|P53680|AP2S1_HUMAN
OG0012704	tr|A0A1X7U3F5|A0A1X7U3F5_AMPQE	sp|B2RV13|CF97D_HUMAN
OG0012705	tr|A0A1X7U3G6|A0A1X7U3G6_AMPQE	sp|Q7L5Y1|ENOF1_HUMAN
OG0012706	tr|A0A1X7U3I7|A0A1X7U3I7_AMPQE	sp|Q6P5S7|RNK_HUMAN
OG0012707	tr|A0A1X7U3P5|A0A1X7U3P5_AMPQE	sp|Q16864|VATF_HUMAN
OG0012709	tr|A0A1X7U3R4|A0A1X7U3R4_AMPQE	sp|O95983|MBD3_HUMAN
OG0012713	tr|A0A1X7U3X5|A0A1X7U3X5_AMPQE	sp|P06493|CDK1_HUMAN
OG0012714	tr|A0A1X7U3Y6|A0A1X7U3Y6_AMPQE	sp|Q96HJ9|FMC1_HUMAN
OG0012715	tr|A0A1X7U3Y7|A0A1X7U3Y7_AMPQE	sp|P04179|SODM_HUMAN
OG0012717	tr|A0A1X7U432|A0A1X7U432_AMPQE	sp|Q9P2S5|WRP73_HUMAN
OG0012718	tr|A0A1X7U449|A0A1X7U449_AMPQE	sp|Q92966|SNPC3_HUMAN
OG0012719	tr|A0A1X7U457|A0A1X7U457_AMPQE	sp|P57737|CORO7_HUMAN
OG0012721	tr|A0A1X7U463|A0A1X7U463_AMPQE	sp|Q8ND07|BBOF1_HUMAN
OG0012722	tr|A0A1X7U483|A0A1X7U483_AMPQE	sp|Q9NT62|ATG3_HUMAN
OG0012729	tr|A0A1X7U4C8|A0A1X7U4C8_AMPQE	sp|O00399|DCTN6_HUMAN
OG0012732	tr|A0A1X7U4M5|A0A1X7U4M5_AMPQE	sp|P33993|MCM7_HUMAN
OG0012734	tr|A0A1X7U4X5|A0A1X7U4X5_AMPQE	sp|Q7Z7B1|PIGW_HUMAN
OG0012745	tr|A0A1X7U635|A0A1X7U635_AMPQE	sp|P09668|CATH_HUMAN
OG0012748	tr|A0A1X7U6F0|A0A1X7U6F0_AMPQE	sp|Q96EK9|KTI12_HUMAN
OG0012752	tr|A0A1X7U6W9|A0A1X7U6W9_AMPQE	sp|Q9NXW9|ALKB4_HUMAN
OG0012761	tr|A0A1X7U7H6|A0A1X7U7H6_AMPQE	sp|Q9BRT2|UQCC2_HUMAN
OG0012766	tr|A0A1X7U7U9|A0A1X7U7U9_AMPQE	sp|O75822|EIF3J_HUMAN
OG0012767	tr|A0A1X7U7V5|A0A1X7U7V5_AMPQE	sp|Q9BUK0|CHCH7_HUMAN
OG0012778	tr|A0A1X7U8D4|A0A1X7U8D4_AMPQE	sp|Q7RTX7|CTSR4_HUMAN
OG0012782	tr|A0A1X7U8L5|A0A1X7U8L5_AMPQE	sp|O60563|CCNT1_HUMAN
OG0012784	tr|A0A1X7U8N1|A0A1X7U8N1_AMPQE	sp|P53609|PGTB1_HUMAN
OG0012785	tr|A0A1X7U8S2|A0A1X7U8S2_AMPQE	sp|P38117|ETFB_HUMAN
OG0012786	tr|A0A1X7U8T5|A0A1X7U8T5_AMPQE	sp|Q8TE02|ELP5_HUMAN
OG0012793	tr|A0A1X7U9B2|A0A1X7U9B2_AMPQE	sp|Q9NVS2|RT18A_HUMAN
OG0012802	tr|A0A1X7U9S6|A0A1X7U9S6_AMPQE	sp|Q9NX55|HYPK_HUMAN
OG0012806	tr|A0A1X7UA23|A0A1X7UA23_AMPQE	sp|Q9H0A8|COMD4_HUMAN
OG0012809	tr|A0A1X7UA38|A0A1X7UA38_AMPQE	sp|Q6NXR4|TTI2_HUMAN
OG0012811	tr|A0A1X7UAA9|A0A1X7UAA9_AMPQE	sp|Q9NPB0|SMDC1_HUMAN
OG0012816	tr|A0A1X7UAI6|A0A1X7UAI6_AMPQE	sp|Q9UJW0|DCTN4_HUMAN
OG0012820	tr|A0A1X7UAN9|A0A1X7UAN9_AMPQE	sp|Q53FT3|HIKES_HUMAN
