Orthogroup	Human_UP000005640_9606	Amphimedon_UP000007879_400682
OG0009251	sp|Q96GM8|TOE1_HUMAN	tr|A0A1X7UD51|A0A1X7UD51_AMPQE
OG0009253	sp|Q99615|DNJC7_HUMAN	tr|A0A1X7UD64|A0A1X7UD64_AMPQE
OG0009254	sp|Q9NQI0|DDX4_HUMAN	tr|A0A1X7UD67|A0A1X7UD67_AMPQE
OG0009256	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A1X7UDB1|A0A1X7UDB1_AMPQE
OG0009258	sp|O95478|NSA2_HUMAN	tr|A0A1X7UDJ5|A0A1X7UDJ5_AMPQE
OG0009259	sp|Q9Y4P9|SPEF1_HUMAN	tr|A0A1X7UDK4|A0A1X7UDK4_AMPQE
OG0009260	sp|Q15084|PDIA6_HUMAN	tr|A0A1X7UDM5|A0A1X7UDM5_AMPQE
OG0009261	sp|Q96NC0|ZMAT2_HUMAN	tr|A0A1X7UDM7|A0A1X7UDM7_AMPQE
OG0009262	sp|Q8N9Y4|F181A_HUMAN, sp|A6NEQ2|F181B_HUMAN	tr|A0A1X7UDN0|A0A1X7UDN0_AMPQE
OG0009263	sp|Q9NRD0|FBX8_HUMAN	tr|A0A1X7UDN5|A0A1X7UDN5_AMPQE
OG0009264	sp|O43766|LIAS_HUMAN	tr|A0A1X7UDP0|A0A1X7UDP0_AMPQE
OG0009265	sp|Q8IW40|CC103_HUMAN	tr|A0A1X7UDP9|A0A1X7UDP9_AMPQE
OG0009267	sp|X6R8D5|GUCNB_HUMAN	tr|A0A1X7UDT5|A0A1X7UDT5_AMPQE
OG0009270	sp|Q9P2G1|AKIB1_HUMAN	tr|A0A1X7UDZ9|A0A1X7UDZ9_AMPQE
OG0009271	sp|Q96I76|GPTC3_HUMAN	tr|A0A1X7UE16|A0A1X7UE16_AMPQE
OG0009273	sp|O14972|VP26C_HUMAN	tr|A0A1X7UE65|A0A1X7UE65_AMPQE
OG0009274	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A1X7UEC9|A0A1X7UEC9_AMPQE
OG0009275	sp|P51151|RAB9A_HUMAN	tr|A0A1X7UEG3|A0A1X7UEG3_AMPQE
OG0009279	sp|Q03154|ACY1_HUMAN	tr|A0A1X7UEQ3|A0A1X7UEQ3_AMPQE
OG0009280	sp|Q9BRS2|RIOK1_HUMAN	tr|A0A1X7UES8|A0A1X7UES8_AMPQE
OG0009281	sp|O43502|RA51C_HUMAN	tr|A0A1X7UEW6|A0A1X7UEW6_AMPQE
OG0009285	sp|P38606|VATA_HUMAN	tr|A0A1X7UF06|A0A1X7UF06_AMPQE
OG0009286	sp|Q05086|UBE3A_HUMAN	tr|A0A1X7UF18|A0A1X7UF18_AMPQE
OG0009288	sp|Q3SYG4|PTHB1_HUMAN	tr|A0A1X7UF34|A0A1X7UF34_AMPQE
OG0009289	sp|Q9BQ67|GRWD1_HUMAN	tr|A0A1X7UF59|A0A1X7UF59_AMPQE
OG0009292	sp|P82921|RT21_HUMAN	tr|A0A1X7UF76|A0A1X7UF76_AMPQE
OG0009293	sp|P30291|WEE1_HUMAN	tr|A0A1X7UF81|A0A1X7UF81_AMPQE
OG0009294	sp|Q9P0R6|GSKIP_HUMAN	tr|A0A1X7UF86|A0A1X7UF86_AMPQE
OG0009295	sp|P62304|RUXE_HUMAN	tr|A0A1X7UF89|A0A1X7UF89_AMPQE
OG0009296	sp|O43242|PSMD3_HUMAN	tr|A0A1X7UF93|A0A1X7UF93_AMPQE
OG0009300	sp|P52306|GDS1_HUMAN	tr|A0A1X7UFG6|A0A1X7UFG6_AMPQE
OG0009301	sp|Q9UG01|IF172_HUMAN	tr|A0A1X7UFI5|A0A1X7UFI5_AMPQE
OG0009302	sp|O60739|EIF1B_HUMAN, sp|P41567|EIF1_HUMAN	tr|A0A1X7UFK6|A0A1X7UFK6_AMPQE
OG0009305	sp|Q16134|ETFD_HUMAN	tr|A0A1X7UG11|A0A1X7UG11_AMPQE
OG0009306	sp|O95926|SYF2_HUMAN	tr|A0A1X7UG37|A0A1X7UG37_AMPQE
OG0009308	sp|Q9BRG1|VPS25_HUMAN	tr|A0A1X7UG61|A0A1X7UG61_AMPQE
OG0009309	sp|Q8NDI1|EHBP1_HUMAN	tr|A0A1X7UG80|A0A1X7UG80_AMPQE
OG0009311	sp|Q8N3R9|PALS1_HUMAN	tr|A0A1X7UGA5|A0A1X7UGA5_AMPQE
OG0009312	sp|O75616|ERAL1_HUMAN	tr|A0A1X7UGB7|A0A1X7UGB7_AMPQE
OG0009314	sp|Q9NZ63|TLS1_HUMAN	tr|A0A1X7UGC7|A0A1X7UGC7_AMPQE
OG0009315	sp|P53007|TXTP_HUMAN	tr|A0A1X7UGH5|A0A1X7UGH5_AMPQE
OG0009316	sp|P49589|SYCC_HUMAN	tr|A0A1X7UGJ6|A0A1X7UGJ6_AMPQE
OG0009317	sp|Q8IUR7|ARMC8_HUMAN	tr|A0A1X7UGM7|A0A1X7UGM7_AMPQE
OG0009319	sp|Q14139|UBE4A_HUMAN	tr|A0A1X7UGQ2|A0A1X7UGQ2_AMPQE
OG0009320	sp|Q8WXR4|MYO3B_HUMAN, sp|Q8NEV4|MYO3A_HUMAN	tr|A0A1X7UGQ7|A0A1X7UGQ7_AMPQE
OG0009321	sp|Q86WA9|S2611_HUMAN	tr|A0A1X7UGT2|A0A1X7UGT2_AMPQE
OG0009322	sp|Q9NX31|OSER1_HUMAN	tr|A0A1X7UGZ3|A0A1X7UGZ3_AMPQE
OG0009323	sp|Q86YT6|MIB1_HUMAN	tr|A0A1X7UH03|A0A1X7UH03_AMPQE
OG0009324	sp|Q5I0G3|MDH1B_HUMAN	tr|A0A1X7UH30|A0A1X7UH30_AMPQE
OG0009325	sp|Q8N594|MPND_HUMAN	tr|A0A1X7UH33|A0A1X7UH33_AMPQE
OG0009326	sp|Q86U90|YRDC_HUMAN	tr|A0A1X7UH48|A0A1X7UH48_AMPQE
OG0009328	sp|Q14940|SL9A5_HUMAN, sp|P48764|SL9A3_HUMAN	tr|A0A1X7UH58|A0A1X7UH58_AMPQE
OG0009331	sp|Q13630|FCL_HUMAN	tr|A0A1X7UH81|A0A1X7UH81_AMPQE
OG0009332	sp|Q14118|DAG1_HUMAN	tr|A0A1X7UH88|A0A1X7UH88_AMPQE
OG0009333	sp|Q8NC56|LEMD2_HUMAN, sp|Q9Y2U8|MAN1_HUMAN	tr|A0A1X7UH98|A0A1X7UH98_AMPQE
OG0009334	sp|Q9H2K0|IF3M_HUMAN	tr|A0A1X7UHA3|A0A1X7UHA3_AMPQE
OG0009335	sp|O75352|MPU1_HUMAN	tr|A0A1X7UHB3|A0A1X7UHB3_AMPQE
OG0009336	sp|Q9H773|DCTP1_HUMAN	tr|A0A1X7UHB9|A0A1X7UHB9_AMPQE, tr|A0A1X7UI76|A0A1X7UI76_AMPQE
OG0009338	sp|Q969S3|ZN622_HUMAN	tr|A0A1X7UHD1|A0A1X7UHD1_AMPQE
OG0009339	sp|Q99871|HAUS7_HUMAN	tr|A0A1X7UHD3|A0A1X7UHD3_AMPQE
OG0009340	sp|Q9P2W1|HOP2_HUMAN	tr|A0A1X7UHD6|A0A1X7UHD6_AMPQE
OG0009341	sp|O15254|ACOX3_HUMAN	tr|A0A1X7UHE3|A0A1X7UHE3_AMPQE
OG0009342	sp|O00170|AIP_HUMAN	tr|A0A1X7UHE8|A0A1X7UHE8_AMPQE
OG0009343	sp|P22059|OSBP1_HUMAN	tr|A0A1X7UHF4|A0A1X7UHF4_AMPQE
OG0009344	sp|Q709F0|ACD11_HUMAN	tr|A0A1X7UHF9|A0A1X7UHF9_AMPQE
OG0009345	sp|Q15435|PP1R7_HUMAN	tr|A0A1X7UHH8|A0A1X7UHH8_AMPQE
OG0009346	sp|Q9NX62|IMPA3_HUMAN	tr|A0A1X7UHJ7|A0A1X7UHJ7_AMPQE
OG0009347	sp|Q9BZE2|PUS3_HUMAN	tr|A0A1X7UHK2|A0A1X7UHK2_AMPQE
OG0009348	sp|Q13126|MTAP_HUMAN	tr|A0A1X7UHK4|A0A1X7UHK4_AMPQE
OG0009350	sp|P57060|RWD2B_HUMAN, sp|Q9UIY3|RWD2A_HUMAN	tr|A0A1X7UHL4|A0A1X7UHL4_AMPQE
OG0009352	sp|P61106|RAB14_HUMAN	tr|A0A1X7UHM1|A0A1X7UHM1_AMPQE
OG0009354	sp|P62072|TIM10_HUMAN	tr|A0A1X7UHN0|A0A1X7UHN0_AMPQE
OG0009355	sp|O95295|SNAPN_HUMAN	tr|A0A1X7UHN4|A0A1X7UHN4_AMPQE
OG0009356	sp|Q13751|LAMB3_HUMAN	tr|A0A1X7UHN7|A0A1X7UHN7_AMPQE
OG0009357	sp|O94972|TRI37_HUMAN	tr|A0A1X7UHP0|A0A1X7UHP0_AMPQE
OG0009358	sp|Q9NZZ3|CHMP5_HUMAN	tr|A0A1X7UHP1|A0A1X7UHP1_AMPQE
OG0009359	sp|Q49A26|GLYR1_HUMAN, sp|P31937|3HIDH_HUMAN	tr|A0A1X7UHP6|A0A1X7UHP6_AMPQE
OG0009360	sp|Q5RL73|RBM48_HUMAN	tr|A0A1X7UHS6|A0A1X7UHS6_AMPQE
OG0009361	sp|Q5VTT2|CI135_HUMAN	tr|A0A1X7UHU1|A0A1X7UHU1_AMPQE
OG0009362	sp|Q5T4D3|TMTC4_HUMAN	tr|A0A1X7UHV2|A0A1X7UHV2_AMPQE
OG0009363	sp|Q01658|NC2B_HUMAN	tr|A0A1X7UHW4|A0A1X7UHW4_AMPQE
OG0009364	sp|Q96CU9|FXRD1_HUMAN	tr|A0A1X7UHX1|A0A1X7UHX1_AMPQE
OG0009365	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A1X7UHX4|A0A1X7UHX4_AMPQE
OG0009366	sp|Q8NDC4|MORN4_HUMAN	tr|A0A1X7UHZ0|A0A1X7UHZ0_AMPQE
OG0009367	sp|O15527|OGG1_HUMAN	tr|A0A1X7UHZ2|A0A1X7UHZ2_AMPQE
OG0009368	sp|O75191|XYLB_HUMAN	tr|A0A1X7UHZ9|A0A1X7UHZ9_AMPQE
OG0009369	sp|P78563|RED1_HUMAN, sp|Q9NS39|RED2_HUMAN	tr|A0A1X7UI03|A0A1X7UI03_AMPQE
OG0009370	sp|O43913|ORC5_HUMAN	tr|A0A1X7VVF0|A0A1X7VVF0_AMPQE, tr|A0A1X7UI16|A0A1X7UI16_AMPQE
OG0009371	sp|Q9BT30|ALKB7_HUMAN	tr|A0A1X7UI26|A0A1X7UI26_AMPQE
OG0009372	sp|Q96MR6|CFA57_HUMAN	tr|A0A1X7UI28|A0A1X7UI28_AMPQE
OG0009373	sp|Q9Y6M9|NDUB9_HUMAN	tr|A0A1X7UI33|A0A1X7UI33_AMPQE
OG0009374	sp|Q8WXG6|MADD_HUMAN	tr|A0A1X7UI51|A0A1X7UI51_AMPQE
OG0009375	sp|P21359|NF1_HUMAN	tr|A0A1X7UI79|A0A1X7UI79_AMPQE
OG0009376	sp|Q5SRE7|PHYD1_HUMAN	tr|A0A1X7UI89|A0A1X7UI89_AMPQE
OG0009377	sp|Q9Y4P3|TBL2_HUMAN	tr|A0A1X7UI93|A0A1X7UI93_AMPQE
OG0009378	sp|Q8IY31|IFT20_HUMAN	tr|A0A1X7UI96|A0A1X7UI96_AMPQE
OG0009379	sp|O00560|SDCB1_HUMAN	tr|A0A1X7UID1|A0A1X7UID1_AMPQE
OG0009380	sp|Q13347|EIF3I_HUMAN	tr|A0A1X7UIE3|A0A1X7UIE3_AMPQE
OG0009381	sp|P47756|CAPZB_HUMAN	tr|A0A1X7UIF6|A0A1X7UIF6_AMPQE
OG0009382	sp|O75431|MTX2_HUMAN	tr|A0A1X7UIH4|A0A1X7UIH4_AMPQE
OG0009383	sp|Q9Y2G5|OFUT2_HUMAN	tr|A0A1X7UII1|A0A1X7UII1_AMPQE
OG0009384	sp|Q13506|NAB1_HUMAN, sp|Q15742|NAB2_HUMAN	tr|A0A1X7UII4|A0A1X7UII4_AMPQE
OG0009385	sp|Q86XI2|CNDG2_HUMAN	tr|A0A1X7UIJ0|A0A1X7UIJ0_AMPQE
OG0009386	sp|Q8NG48|LINES_HUMAN	tr|A0A1X7UIJ8|A0A1X7UIJ8_AMPQE
OG0009387	sp|Q96GX2|A7L3B_HUMAN, sp|Q14CW9|AT7L3_HUMAN	tr|A0A1X7UIJ9|A0A1X7UIJ9_AMPQE
OG0009388	sp|Q7Z4H7|HAUS6_HUMAN	tr|A0A1X7UIK6|A0A1X7UIK6_AMPQE
OG0009389	sp|Q8WXG1|RSAD2_HUMAN	tr|A0A1X7UIM2|A0A1X7UIM2_AMPQE
OG0009390	sp|Q9NRY2|SOSSC_HUMAN	tr|A0A1X7UIM5|A0A1X7UIM5_AMPQE
OG0009391	sp|P62324|BTG1_HUMAN, sp|P78543|BTG2_HUMAN	tr|A0A1X7UIP1|A0A1X7UIP1_AMPQE
OG0009393	sp|Q96EZ8|MCRS1_HUMAN	tr|A0A1X7UIP9|A0A1X7UIP9_AMPQE
OG0009394	sp|Q16774|KGUA_HUMAN	tr|A0A1X7UIQ5|A0A1X7UIQ5_AMPQE
OG0009396	sp|Q9ULC8|ZDHC8_HUMAN, sp|Q9C0B5|ZDHC5_HUMAN	tr|A0A1X7UJ20|A0A1X7UJ20_AMPQE
OG0009397	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A1X7UJ58|A0A1X7UJ58_AMPQE
OG0009398	sp|Q15831|STK11_HUMAN	tr|A0A1X7UJ62|A0A1X7UJ62_AMPQE
OG0009399	sp|Q92521|PIGB_HUMAN	tr|A0A1X7UJ63|A0A1X7UJ63_AMPQE
OG0009403	sp|Q5T2S8|ODAD2_HUMAN	tr|A0A1X7UJB5|A0A1X7UJB5_AMPQE
OG0009404	sp|Q8WV83|S35F5_HUMAN	tr|A0A1X7UJB7|A0A1X7UJB7_AMPQE
OG0009405	sp|Q7Z7C8|TAF8_HUMAN	tr|A0A1X7UJC8|A0A1X7UJC8_AMPQE
OG0009407	sp|Q5BKX5|CS054_HUMAN	tr|A0A1X7UJD8|A0A1X7UJD8_AMPQE
OG0009408	sp|Q7L014|DDX46_HUMAN	tr|A0A1X7UJF6|A0A1X7UJF6_AMPQE
OG0009409	sp|O43464|HTRA2_HUMAN	tr|A0A1X7UJG3|A0A1X7UJG3_AMPQE
OG0009410	sp|Q96FZ7|CHMP6_HUMAN	tr|A0A1X7UJG8|A0A1X7UJG8_AMPQE
OG0009411	sp|Q9Y2P8|RCL1_HUMAN	tr|A0A1X7UJI3|A0A1X7UJI3_AMPQE
OG0009414	sp|P33992|MCM5_HUMAN	tr|A0A1X7UJU1|A0A1X7UJU1_AMPQE
OG0009415	sp|Q7L5Y6|DET1_HUMAN	tr|A0A1X7UJW9|A0A1X7UJW9_AMPQE
OG0009416	sp|Q09161|NCBP1_HUMAN	tr|A0A1X7UJX9|A0A1X7UJX9_AMPQE
OG0009419	sp|Q13442|HAP28_HUMAN	tr|A0A1X7UK17|A0A1X7UK17_AMPQE
OG0009420	sp|Q6ZV70|LANC3_HUMAN	tr|A0A1X7UK26|A0A1X7UK26_AMPQE
OG0009421	sp|Q6PJ21|SPSB3_HUMAN	tr|A0A1X7UK41|A0A1X7UK41_AMPQE
OG0009422	sp|Q8NEY3|SPAT4_HUMAN	tr|A0A1X7UK64|A0A1X7UK64_AMPQE
OG0009423	sp|Q99627|CSN8_HUMAN	tr|A0A1X7UK80|A0A1X7UK80_AMPQE
OG0009424	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A1X7UKB3|A0A1X7UKB3_AMPQE
OG0009425	sp|A6NEE1|PLHD1_HUMAN	tr|A0A1X7UKC1|A0A1X7UKC1_AMPQE
OG0009426	sp|Q15022|SUZ12_HUMAN	tr|A0A1X7UKC7|A0A1X7UKC7_AMPQE
OG0009427	sp|Q9NQZ2|SAS10_HUMAN	tr|A0A1X7UKG2|A0A1X7UKG2_AMPQE
OG0009428	sp|O95159|ZFPL1_HUMAN	tr|A0A1X7UKJ9|A0A1X7UKJ9_AMPQE
OG0009429	sp|Q9P021|CRIPT_HUMAN	tr|A0A1X7UKM1|A0A1X7UKM1_AMPQE
OG0009430	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A1X7UKM6|A0A1X7UKM6_AMPQE
OG0009431	sp|Q9UII2|ATIF1_HUMAN	tr|A0A1X7UKN2|A0A1X7UKN2_AMPQE
OG0009432	sp|P17152|TMM11_HUMAN	tr|A0A1X7UKN3|A0A1X7UKN3_AMPQE
OG0009433	sp|Q8N5M1|ATPF2_HUMAN	tr|A0A1X7UKN8|A0A1X7UKN8_AMPQE
OG0009435	sp|P14854|CX6B1_HUMAN	tr|A0A1X7UKP3|A0A1X7UKP3_AMPQE
OG0009437	sp|Q96QE3|ATAD5_HUMAN	tr|A0A1X7UKR8|A0A1X7UKR8_AMPQE
OG0009438	sp|Q9BTW9|TBCD_HUMAN	tr|A0A1X7UKS5|A0A1X7UKS5_AMPQE
OG0009439	sp|P10644|KAP0_HUMAN	tr|A0A1X7UKT9|A0A1X7UKT9_AMPQE
OG0009440	sp|Q02252|MMSA_HUMAN	tr|A0A1X7UKV1|A0A1X7UKV1_AMPQE
OG0009441	sp|Q96PV6|LENG8_HUMAN	tr|A0A1X7UKV4|A0A1X7UKV4_AMPQE
OG0009443	sp|O95639|CPSF4_HUMAN	tr|A0A1X7UKX9|A0A1X7UKX9_AMPQE
OG0009444	sp|O94925|GLSK_HUMAN, sp|Q9UI32|GLSL_HUMAN	tr|A0A1X7UL00|A0A1X7UL00_AMPQE
OG0009446	sp|P0C870|JMJD7_HUMAN	tr|A0A1X7UL04|A0A1X7UL04_AMPQE
OG0009447	sp|P31948|STIP1_HUMAN	tr|A0A1X7UL12|A0A1X7UL12_AMPQE
OG0009449	sp|Q9NS93|TM7S3_HUMAN	tr|A0A1X7UL41|A0A1X7UL41_AMPQE
OG0009450	sp|Q8TDC3|BRSK1_HUMAN, sp|Q8IWQ3|BRSK2_HUMAN	tr|A0A1X7UL57|A0A1X7UL57_AMPQE
OG0009451	sp|O60232|ZNRD2_HUMAN	tr|A0A1X7UL63|A0A1X7UL63_AMPQE
OG0009452	sp|P27448|MARK3_HUMAN	tr|A0A1X7UL75|A0A1X7UL75_AMPQE
OG0009453	sp|Q9H0A0|NAT10_HUMAN	tr|A0A1X7UL77|A0A1X7UL77_AMPQE
OG0009454	sp|Q9NSE4|SYIM_HUMAN	tr|A0A1X7UL83|A0A1X7UL83_AMPQE
OG0009455	sp|Q96MC2|DRC1_HUMAN	tr|A0A1X7UL97|A0A1X7UL97_AMPQE
OG0009456	sp|Q9H307|PININ_HUMAN	tr|A0A1X7ULA2|A0A1X7ULA2_AMPQE
OG0009457	sp|Q9NQ48|LZTL1_HUMAN	tr|A0A1X7ULA8|A0A1X7ULA8_AMPQE
OG0009458	sp|Q9NQT4|EXOS5_HUMAN	tr|A0A1X7ULB5|A0A1X7ULB5_AMPQE
OG0009459	sp|P78344|IF4G2_HUMAN	tr|A0A1X7ULC6|A0A1X7ULC6_AMPQE
OG0009460	sp|Q13418|ILK_HUMAN	tr|A0A1X7ULC7|A0A1X7ULC7_AMPQE
OG0009461	sp|Q9H0J4|QRIC2_HUMAN	tr|A0A1X7ULD5|A0A1X7ULD5_AMPQE
OG0009462	sp|P11172|UMPS_HUMAN	tr|A0A1X7ULD7|A0A1X7ULD7_AMPQE
OG0009464	sp|Q9Y3D9|RT23_HUMAN	tr|A0A1X7ULG3|A0A1X7ULG3_AMPQE
OG0009467	sp|Q86SX6|GLRX5_HUMAN	tr|A0A1X7ULJ7|A0A1X7ULJ7_AMPQE
OG0009468	sp|P51955|NEK2_HUMAN	tr|A0A1X7ULK1|A0A1X7ULK1_AMPQE
OG0009469	sp|Q9NQC8|IFT46_HUMAN	tr|A0A1X7ULK6|A0A1X7ULK6_AMPQE
OG0009470	sp|P13498|CY24A_HUMAN	tr|A0A1X7ULS7|A0A1X7ULS7_AMPQE
OG0009471	sp|P43307|SSRA_HUMAN	tr|A0A1X7ULU1|A0A1X7ULU1_AMPQE
OG0009472	sp|Q6IPR1|ETFR1_HUMAN	tr|A0A1X7ULU2|A0A1X7ULU2_AMPQE
OG0009473	sp|Q8IZU3|SYCP3_HUMAN	tr|A0A1X7ULU6|A0A1X7ULU6_AMPQE
OG0009474	sp|Q96BZ8|LENG1_HUMAN	tr|A0A1X7ULV2|A0A1X7ULV2_AMPQE
OG0009475	sp|Q8IY82|DRC7_HUMAN	tr|A0A1X7ULX2|A0A1X7ULX2_AMPQE
OG0009476	sp|Q52LR7|EPC2_HUMAN, sp|Q9H2F5|EPC1_HUMAN	tr|A0A1X7ULY1|A0A1X7ULY1_AMPQE
OG0009477	sp|Q96ER3|SAAL1_HUMAN	tr|A0A1X7ULZ3|A0A1X7ULZ3_AMPQE
OG0009478	sp|P35914|HMGCL_HUMAN	tr|A0A1X7ULZ5|A0A1X7ULZ5_AMPQE
OG0009480	sp|O95954|FTCD_HUMAN	tr|A0A1X7UM09|A0A1X7UM09_AMPQE
OG0009481	sp|O14841|OPLA_HUMAN	tr|A0A1X7UM21|A0A1X7UM21_AMPQE
OG0009483	sp|Q14CX7|NAA25_HUMAN	tr|A0A1X7UM34|A0A1X7UM34_AMPQE
OG0009484	sp|P46782|RS5_HUMAN	tr|A0A1X7UM38|A0A1X7UM38_AMPQE
OG0009485	sp|Q9NVK5|FGOP2_HUMAN, sp|Q9BRV8|SIKE1_HUMAN	tr|A0A1X7UM39|A0A1X7UM39_AMPQE
OG0009486	sp|Q8N9Q2|SR1IP_HUMAN	tr|A0A1X7UM42|A0A1X7UM42_AMPQE
OG0009487	sp|O94762|RECQ5_HUMAN	tr|A0A1X7UM47|A0A1X7UM47_AMPQE
OG0009488	sp|Q9HD15|SRA1_HUMAN	tr|A0A1X7UM55|A0A1X7UM55_AMPQE
OG0009489	sp|P62699|YPEL5_HUMAN	tr|A0A1X7UM58|A0A1X7UM58_AMPQE
OG0009490	sp|Q9BXF3|CECR2_HUMAN	tr|A0A1X7UM62|A0A1X7UM62_AMPQE
OG0009491	sp|Q9ULA0|DNPEP_HUMAN	tr|A0A1X7UM67|A0A1X7UM67_AMPQE
OG0009493	sp|P20933|ASPG_HUMAN	tr|A0A1X7UMA0|A0A1X7UMA0_AMPQE
OG0009494	sp|Q86X10|RLGPB_HUMAN	tr|A0A1X7UMB7|A0A1X7UMB7_AMPQE
OG0009495	sp|P48506|GSH1_HUMAN	tr|A0A1X7UMB8|A0A1X7UMB8_AMPQE
OG0009498	sp|O75489|NDUS3_HUMAN	tr|A0A1X7UMH4|A0A1X7UMH4_AMPQE
OG0009499	sp|O15315|RA51B_HUMAN	tr|A0A1X7UMJ1|A0A1X7UMJ1_AMPQE
OG0009500	sp|Q9Y3C1|NOP16_HUMAN	tr|A0A1X7UMK6|A0A1X7UMK6_AMPQE
OG0009501	sp|P05386|RLA1_HUMAN	tr|A0A1X7UML1|A0A1X7UML1_AMPQE
OG0009503	sp|Q6PF06|TM10B_HUMAN	tr|A0A1X7UMN3|A0A1X7UMN3_AMPQE
OG0009504	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A1X7UMP0|A0A1X7UMP0_AMPQE
OG0009505	sp|Q9H2A2|AL8A1_HUMAN	tr|A0A1X7UMP4|A0A1X7UMP4_AMPQE
OG0009506	sp|Q8N371|KDM8_HUMAN	tr|A0A1X7UMR2|A0A1X7UMR2_AMPQE
OG0009507	sp|Q2VPK5|CTU2_HUMAN	tr|A0A1X7UMS6|A0A1X7UMS6_AMPQE
OG0009508	sp|P11182|ODB2_HUMAN	tr|A0A1X7UMT2|A0A1X7UMT2_AMPQE
OG0009509	sp|Q9BQ61|TRIR_HUMAN	tr|A0A1X7UMT7|A0A1X7UMT7_AMPQE
OG0009510	sp|Q9Y5B0|CTDP1_HUMAN	tr|A0A1X7UMT9|A0A1X7UMT9_AMPQE
OG0009511	sp|Q9Y263|PLAP_HUMAN	tr|A0A1X7UMU1|A0A1X7UMU1_AMPQE
OG0009512	sp|Q9ULM0|PKHH1_HUMAN, sp|Q8IVE3|PKHH2_HUMAN	tr|A0A1X7UMV0|A0A1X7UMV0_AMPQE
OG0009513	sp|P63098|CANB1_HUMAN	tr|A0A1X7UMV8|A0A1X7UMV8_AMPQE
OG0009515	sp|Q86UY6|NAA40_HUMAN	tr|A0A1X7UMZ0|A0A1X7UMZ0_AMPQE
OG0009516	sp|Q86TW2|ADCK1_HUMAN	tr|A0A1X7UMZ4|A0A1X7UMZ4_AMPQE
OG0009517	sp|Q5T6L9|EMARD_HUMAN	tr|A0A1X7UMZ9|A0A1X7UMZ9_AMPQE
OG0009518	sp|P25788|PSA3_HUMAN	tr|A0A1X7UN08|A0A1X7UN08_AMPQE
OG0009519	sp|P40937|RFC5_HUMAN	tr|A0A1X7UN12|A0A1X7UN12_AMPQE
OG0009521	sp|Q6NW29|RWDD4_HUMAN	tr|A0A1X7UN40|A0A1X7UN40_AMPQE
OG0009522	sp|Q8IZ69|TRM2A_HUMAN	tr|A0A1X7UN48|A0A1X7UN48_AMPQE
OG0009523	sp|Q99567|NUP88_HUMAN	tr|A0A1X7UN76|A0A1X7UN76_AMPQE
OG0009524	sp|Q8WVM8|SCFD1_HUMAN	tr|A0A1X7UNA6|A0A1X7UNA6_AMPQE
OG0009525	sp|Q8TBA6|GOGA5_HUMAN	tr|A0A1X7UNB1|A0A1X7UNB1_AMPQE
OG0009527	sp|Q9HCC0|MCCB_HUMAN	tr|A0A1X7UNB8|A0A1X7UNB8_AMPQE
OG0009528	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A1X7UNE6|A0A1X7UNE6_AMPQE
OG0009529	sp|P43155|CACP_HUMAN	tr|A0A1X7UNF2|A0A1X7UNF2_AMPQE
OG0009530	sp|Q86TJ2|TAD2B_HUMAN	tr|A0A1X7UNF6|A0A1X7UNF6_AMPQE
OG0009531	sp|Q8TC29|ENKUR_HUMAN	tr|A0A1X7UNG5|A0A1X7UNG5_AMPQE
OG0009532	sp|Q8N6Q8|MET25_HUMAN	tr|A0A1X7UNH4|A0A1X7UNH4_AMPQE
OG0009534	sp|Q96Q07|BTBD9_HUMAN	tr|A0A1X7UNM4|A0A1X7UNM4_AMPQE
OG0009535	sp|Q7KZF4|SND1_HUMAN	tr|A0A1X7UNN1|A0A1X7UNN1_AMPQE
OG0009536	sp|O00221|IKBE_HUMAN	tr|A0A1X7UNN7|A0A1X7UNN7_AMPQE
OG0009537	sp|P40925|MDHC_HUMAN	tr|A0A1X7UNP6|A0A1X7UNP6_AMPQE
OG0009538	sp|Q92504|S39A7_HUMAN	tr|A0A1X7UNP9|A0A1X7UNP9_AMPQE
OG0009539	sp|Q9ULG1|INO80_HUMAN	tr|A0A1X7UNQ1|A0A1X7UNQ1_AMPQE
OG0009541	sp|Q9NQ50|RM40_HUMAN	tr|A0A1X7UNQ5|A0A1X7UNQ5_AMPQE
OG0009542	sp|Q6YN16|HSDL2_HUMAN	tr|A0A1X7UNU1|A0A1X7UNU1_AMPQE
OG0009543	sp|Q14697|GANAB_HUMAN	tr|A0A1X7UNW3|A0A1X7UNW3_AMPQE
OG0009544	sp|Q68CP9|ARID2_HUMAN	tr|A0A1X7UP05|A0A1X7UP05_AMPQE
OG0009545	sp|Q9Y3B7|RM11_HUMAN	tr|A0A1X7UP07|A0A1X7UP07_AMPQE
OG0009546	sp|P55316|FOXG1_HUMAN	tr|A0A1X7UP23|A0A1X7UP23_AMPQE
OG0009548	sp|Q6GTS8|P20D1_HUMAN	tr|A0A1X7UP77|A0A1X7UP77_AMPQE
