Orthogroup	Human_UP000005640_9606	Ephydatia_Emu_v1_prots
OG0005232	sp|Q6ZMD2|SPNS3_HUMAN, sp|Q9H2V7|SPNS1_HUMAN, sp|Q8IVW8|SPNS2_HUMAN	Em0015g87a
OG0005233	sp|Q8NFC6|BD1L1_HUMAN, sp|Q96IK1|BOD1_HUMAN, sp|Q8IYS8|BD1L2_HUMAN	Em0013g533a
OG0005234	sp|Q86XR8|CEP57_HUMAN, sp|Q8IYX8|CE57L_HUMAN	Em0023g556a
OG0005235	sp|Q8N448|LNX2_HUMAN, sp|Q8TBB1|LNX1_HUMAN	Em0008g896a, Em0017g465a
OG0005236	sp|O14495|PLPP3_HUMAN, sp|O14494|PLPP1_HUMAN, sp|O43688|PLPP2_HUMAN	Em0023g406a
OG0005237	sp|Q5TIA1|MEI1_HUMAN	Em0020g865a
OG0005238	sp|Q9HAP2|MLXIP_HUMAN, sp|Q9NP71|MLXPL_HUMAN	Em0015g324a, Em0015g325a
OG0005239	sp|Q96A54|PAQR1_HUMAN, sp|Q86V24|PAQR2_HUMAN	Em0015g764a
OG0005240	sp|P25098|ARBK1_HUMAN, sp|P35626|ARBK2_HUMAN	Em0015g42a, Em0015g38a
OG0005241	sp|Q92560|BAP1_HUMAN	Em1069g3a, Em0088g3a, Em0015g348a
OG0005242	sp|Q9UQQ2|SH2B3_HUMAN, sp|O14492|SH2B2_HUMAN, sp|Q9NRF2|SH2B1_HUMAN	Em0015g695a
OG0005243	sp|P06730|IF4E_HUMAN, sp|A6NMX2|I4E1B_HUMAN	Em0032g31a, Em0032g39a
OG0005244	sp|Q9H2I8|LRMDA_HUMAN	Em0002g39a
OG0005245	sp|Q969N2|PIGT_HUMAN	Em0015g284a, Em0015g66a
OG0005246	sp|Q96LL9|DJC30_HUMAN	Em0015g212a, Em0015g228a
OG0005247	sp|Q14012|KCC1A_HUMAN, sp|Q8IU85|KCC1D_HUMAN	Em0001g1211a, Em0001g1272a
OG0005249	sp|Q1HG44|DOXA2_HUMAN, sp|Q1HG43|DOXA1_HUMAN	Em0023g497a, Em0023g494a
OG0005250	sp|P30838|AL3A1_HUMAN, sp|P51648|AL3A2_HUMAN	Em0017g127a
OG0005251	sp|O75891|AL1L1_HUMAN, sp|Q3SY69|AL1L2_HUMAN	Em0001g332a
OG0005252	sp|Q9NXG2|THUM1_HUMAN	Em0007g938a
OG0005253	sp|O43147|SGSM2_HUMAN, sp|Q2NKQ1|SGSM1_HUMAN	Em0015g280a, Em0015g272a
OG0005254	sp|Q9H5X1|CIA2A_HUMAN	Em0019g719a
OG0005255	sp|O60337|MARH6_HUMAN	Em0018g576a
OG0005256	sp|Q9BVL4|SELO_HUMAN	Em0001g34a, Em0001g18a
OG0005257	sp|Q14919|NC2A_HUMAN	Em0571g5a, Em0019g1195a, Em1189g1a
OG0005259	sp|Q96N23|CFA54_HUMAN	Em0001g1046a
OG0005261	sp|Q99547|MPH6_HUMAN	Em0337g4a, Em0018g1221a, Em0018g1200a
OG0005263	sp|Q8NC60|NOA1_HUMAN	Em0013g127a, Em0735g1a, Em0013g132a
OG0005264	sp|Q9UL03|INT6_HUMAN, sp|Q5JSJ4|INT6L_HUMAN	Em0021g593a
OG0005265	sp|P12004|PCNA_HUMAN	Em0017g944a
OG0005266	sp|Q8TEB9|RHBL4_HUMAN	Em0853g6a, Em0021g732a, Em0021g743a
OG0005267	sp|Q8NEB9|PK3C3_HUMAN	Em0022g290a
OG0005268	sp|Q96G97|BSCL2_HUMAN	Em1189g2a, Em0019g1196a, Em0571g4a
OG0005270	sp|Q96QK1|VPS35_HUMAN	Em0018g1005a
OG0005271	sp|O14818|PSA7_HUMAN, sp|Q8TAA3|PSMA8_HUMAN	Em0018g923a, Em0018g932a
OG0005272	sp|Q9BZ23|PANK2_HUMAN, sp|Q9H999|PANK3_HUMAN, sp|Q8TE04|PANK1_HUMAN	Em0013g166a
OG0005273	sp|Q9H267|VP33B_HUMAN	Em0735g2a, Em0013g126a, Em0013g131a
OG0005274	sp|Q6YI46|TMM64_HUMAN	Em0018g1199a, Em0018g1222a, Em0337g3a
OG0005275	sp|O94804|STK10_HUMAN, sp|Q9H2G2|SLK_HUMAN	Em0013g307a, Em0013g287a
OG0005276	sp|O00567|NOP56_HUMAN	Em0013g136a, Em0013g133a, Em0013g128a
OG0005277	sp|Q9NR09|BIRC6_HUMAN	Em0019g871a, Em0019g868a
OG0005278	sp|P43686|PRS6B_HUMAN	Em0005g89a
OG0005279	sp|Q9NX63|MIC19_HUMAN, sp|Q9BRQ6|MIC25_HUMAN	Em0001g3279a, Em0001g3297a
OG0005280	sp|Q92623|TTC9A_HUMAN, sp|Q8N6N2|TTC9B_HUMAN, sp|Q8N5M4|TTC9C_HUMAN	Em0019g1123a
OG0005281	sp|O95466|FMNL1_HUMAN, sp|Q96PY5|FMNL2_HUMAN, sp|Q8IVF7|FMNL3_HUMAN	Em0004g142a
OG0005282	sp|Q9P003|CNIH4_HUMAN	Em0019g566a, Em0019g557a
OG0005283	sp|Q8TEW0|PARD3_HUMAN, sp|Q8TEW8|PAR3L_HUMAN	Em0004g1513a, Em0065g21a
OG0005284	sp|O60701|UGDH_HUMAN	Em0023g48a, Em0786g2a
OG0005285	sp|Q8N9A8|NEPR1_HUMAN	Em0337g6a, Em0018g1203a, Em0018g1218a
OG0005286	sp|Q8IW41|MAPK5_HUMAN	Em0004g1705a, Em0004g1706a
OG0005287	sp|P21549|SPYA_HUMAN	Em0008g620a, Em0008g619a, Em0008g700a
OG0005289	sp|Q16611|BAK_HUMAN	Em0021g298a, Em0013g384a, Em0021g297a
OG0005290	sp|P62847|RS24_HUMAN	Em0016g560a
OG0005291	sp|Q96MV8|ZDH15_HUMAN, sp|Q5W0Z9|ZDH20_HUMAN, sp|Q9UIJ5|ZDHC2_HUMAN	Em0022g361a
OG0005292	sp|P49448|DHE4_HUMAN, sp|P00367|DHE3_HUMAN	Em0017g952a
OG0005293	sp|Q9UEE5|ST17A_HUMAN, sp|O94768|ST17B_HUMAN	Em0004g42a
OG0005295	sp|Q13098|CSN1_HUMAN	Em0013g851a, Em0013g919a, Em0013g893a
OG0005296	sp|Q14689|DIP2A_HUMAN, sp|Q9Y2E4|DIP2C_HUMAN, sp|Q9P265|DIP2B_HUMAN	Em0012g993a
OG0005297	sp|O00142|KITM_HUMAN	Em0008g104a
OG0005298	sp|Q13952|NFYC_HUMAN	Em0022g262a, Em0022g251a
OG0005299	sp|Q9HCE6|ARGAL_HUMAN, sp|O15013|ARHGA_HUMAN	Em0008g791a, Em0008g789a
OG0005300	sp|Q6ZMW3|EMAL6_HUMAN, sp|Q05BV3|EMAL5_HUMAN	Em0258g12a, Em0258g1a
OG0005302	sp|P00439|PH4H_HUMAN	Em0009g692a
OG0005303	sp|Q86XL3|ANKL2_HUMAN	Em0022g518a
OG0005304	sp|Q93063|EXT2_HUMAN, sp|Q92935|EXTL1_HUMAN	Em0006g1435a, Em0006g1432a
OG0005305	sp|O43708|MAAI_HUMAN	Em0019g1136a, Em0424g2a, Em0019g1162a
OG0005306	sp|O95372|LYPA2_HUMAN, sp|O75608|LYPA1_HUMAN	Em0023g22a
OG0005307	sp|Q9H1D9|RPC6_HUMAN	Em0010g835a
OG0005308	sp|Q9BPU9|B9D2_HUMAN	Em0786g8a
OG0005309	sp|Q4VC39|HIG2B_HUMAN, sp|Q9BW72|HIG2A_HUMAN	Em0011g681a
OG0005310	sp|Q9Y2U5|M3K2_HUMAN, sp|Q99759|M3K3_HUMAN	Em0012g667a, Em0012g674a
OG0005312	sp|Q96B70|LENG9_HUMAN	Em0021g65a, Em0021g956a, Em0021g942a
OG0005313	sp|Q9UJJ9|GNPTG_HUMAN	Em0004g767a, Em0004g750a, Em0004g765a
OG0005314	sp|P54136|SYRC_HUMAN	Em0022g764a
OG0005315	sp|Q9BSE2|TMM79_HUMAN	Em0022g312a, Em0022g309a
OG0005316	sp|Q13283|G3BP1_HUMAN, sp|Q9UN86|G3BP2_HUMAN	Em0012g70a
OG0005317	sp|P10523|ARRS_HUMAN, sp|P49407|ARRB1_HUMAN, sp|P32121|ARRB2_HUMAN	Em0021g935a
OG0005318	sp|Q9NZI8|IF2B1_HUMAN, sp|O00425|IF2B3_HUMAN, sp|Q9Y6M1|IF2B2_HUMAN	Em0004g143a
OG0005319	sp|P61158|ARP3_HUMAN, sp|Q9P1U1|ARP3B_HUMAN	Em0012g776a, Em0012g769a
OG0005320	sp|Q9H7X0|NAA60_HUMAN	Em0002g3a, Em0002g32a, Em0002g10a
OG0005322	sp|Q969W1|ZDH16_HUMAN	Em0013g116a, Em0013g114a
OG0005323	sp|Q8N5F7|NKAP_HUMAN, sp|Q5M9Q1|NKAPL_HUMAN	Em0395g5a, Em0021g852a
OG0005324	sp|Q9BUR4|TCAB1_HUMAN	Em0001g1140a, Em0001g1230a
OG0005325	sp|Q8NHV4|NEDD1_HUMAN	Em0013g1054a, Em0013g1071a, Em0651g2a
OG0005327	sp|Q2TBE0|C19L2_HUMAN	Em0004g776a, Em0004g756a
OG0005328	sp|Q9UI47|CTNA3_HUMAN, sp|P35221|CTNA1_HUMAN, sp|P26232|CTNA2_HUMAN	Em0013g145a
OG0005329	sp|Q9UQ80|PA2G4_HUMAN	Em0012g15a, Em0012g40a
OG0005330	sp|Q86WH2|RASF3_HUMAN, sp|Q9NS23|RASF1_HUMAN, sp|Q8WWW0|RASF5_HUMAN	Em0014g18a
OG0005331	sp|Q9UKB3|DJC12_HUMAN	Em0020g689a
OG0005332	sp|Q8TBM7|TM254_HUMAN	Em0395g7a, Em0021g850a
OG0005333	sp|Q6NUI2|GPAT2_HUMAN, sp|Q9HCL2|GPAT1_HUMAN	Em0013g950a, Em0013g948a
OG0005334	sp|Q92900|RENT1_HUMAN	Em0017g790a
OG0005335	sp|O15144|ARPC2_HUMAN	Em0404g5a, Em0004g2a, Em0004g10a
OG0005336	sp|Q7Z736|PKHH3_HUMAN, sp|Q9HD67|MYO10_HUMAN	Em0020g312a, Em0004g141a
OG0005337	sp|Q9Y5K3|PCY1B_HUMAN, sp|P49585|PCY1A_HUMAN	Em0021g943a, Em0021g957a
OG0005338	sp|O95619|YETS4_HUMAN	Em0008g1072a
OG0005339	sp|Q09328|MGT5A_HUMAN, sp|Q3V5L5|MGT5B_HUMAN, sp|Q96EE4|CC126_HUMAN	Em0005g662a
OG0005342	sp|Q9UBJ2|ABCD2_HUMAN, sp|P33897|ABCD1_HUMAN	Em0001g1754a
OG0005343	sp|Q07507|DERM_HUMAN	Em0001g503a, Em0001g504a, Em0001g539a
OG0005344	sp|P42357|HUTH_HUMAN	Em0001g2004a, Em0001g2035a, Em0017g282a
OG0005347	sp|P33316|DUT_HUMAN	Em0010g904a, Em0010g927a
OG0005348	sp|Q53H64|AK40L_HUMAN, sp|Q6AI12|ANR40_HUMAN	Em0020g956a, Em0020g962a
OG0005350	sp|Q86W33|TPRA1_HUMAN	Em0001g1554a, Em0001g1548a
OG0005351	sp|Q14558|KPRA_HUMAN, sp|O60256|KPRB_HUMAN	Em0020g278a, Em0020g280a
OG0005352	sp|Q99956|DUS9_HUMAN, sp|Q16829|DUS7_HUMAN, sp|Q16828|DUS6_HUMAN	Em0001g296a
OG0005353	sp|Q9Y535|RPC8_HUMAN	Em0020g552a
OG0005354	sp|Q14722|KCAB1_HUMAN, sp|O43448|KCAB3_HUMAN, sp|Q13303|KCAB2_HUMAN	Em0021g772a
OG0005355	sp|A4D0S4|LAMB4_HUMAN, sp|P55268|LAMB2_HUMAN, sp|P07942|LAMB1_HUMAN	Em0016g530a
OG0005356	sp|P51149|RAB7A_HUMAN	Em0001g2871a, Em0001g2868a, Em0001g2866a
OG0005358	sp|Q9UBX3|DIC_HUMAN	Em0020g961a, Em0020g955a
OG0005359	sp|Q13825|AUHM_HUMAN	Em0001g1571a
OG0005359	sp|Q86YB7|ECHD2_HUMAN	Em0001g1568a
OG0005360	sp|Q6UXN9|WDR82_HUMAN	Em0047g7a, Em0014g5a
OG0005361	sp|O15084|ANR28_HUMAN, sp|Q8NB46|ANR52_HUMAN, sp|Q8N8A2|ANR44_HUMAN	Em0004g1644a
OG0005362	sp|Q15311|RBP1_HUMAN	Em0020g839a
OG0005363	sp|O43149|ZZEF1_HUMAN	Em0020g161a, Em0020g159a, Em0012g462a
OG0005366	sp|O43934|MFS11_HUMAN	Em0020g749a, Em0020g741a
OG0005367	sp|Q9NZ52|GGA3_HUMAN, sp|Q9UJY5|GGA1_HUMAN, sp|Q9UJY4|GGA2_HUMAN	Em0020g883a
OG0005368	sp|P51965|UB2E1_HUMAN, sp|Q96LR5|UB2E2_HUMAN, sp|Q969T4|UB2E3_HUMAN	Em0012g856a
OG0005370	sp|Q14188|TFDP2_HUMAN, sp|Q14186|TFDP1_HUMAN, sp|Q5H9I0|TFDP3_HUMAN	Em0021g542a
OG0005371	sp|Q8NFU3|TSTD1_HUMAN, sp|H0UI37|TSTD3_HUMAN	Em0021g918a, Em0021g919a
OG0005373	sp|P28799|GRN_HUMAN	Em0202g7a, Em0964g3a, Em0004g51a
OG0005374	sp|Q9NZN3|EHD3_HUMAN, sp|Q9H4M9|EHD1_HUMAN	Em0004g92a, Em0004g99a
OG0005375	sp|Q13445|TMED1_HUMAN, sp|Q9Y3A6|TMED5_HUMAN	Em0211g3a, Em0017g576a
OG0005376	sp|O15460|P4HA2_HUMAN, sp|P13674|P4HA1_HUMAN	Em0002g41a
OG0005377	sp|P36959|GMPR1_HUMAN, sp|Q9P2T1|GMPR2_HUMAN	Em0018g350a, Em0200g4a
OG0005378	sp|P61086|UBE2K_HUMAN, sp|Q2M2I8|AAK1_HUMAN	Em0002g445a
OG0005379	sp|Q8ND25|ZNRF1_HUMAN, sp|Q8NHG8|ZNRF2_HUMAN	Em0018g123a, Em0018g110a
OG0005382	sp|Q15648|MED1_HUMAN	Em0068g14a, Em0004g1010a, Em0068g13a
OG0005383	sp|Q15645|PCH2_HUMAN, sp|Q8IZU8|DSEL_HUMAN, sp|Q9UL01|DSE_HUMAN	Em0018g497a
OG0005384	sp|P09104|ENOG_HUMAN, sp|P13929|ENOB_HUMAN, sp|P06733|ENOA_HUMAN	Em0010g907a
OG0005385	sp|A8MWE9|EFCB8_HUMAN, sp|Q8IV35|WDR49_HUMAN	Em0014g183a
OG0005386	sp|Q9NPE2|NGRN_HUMAN	Em0009g793a, Em0009g809a
OG0005387	sp|Q9UHA3|RLP24_HUMAN	Em0009g789a, Em0009g805a
OG0005388	sp|Q9UHW5|GPN3_HUMAN	Em0015g977a
OG0005389	sp|Q6ZS72|PEAK3_HUMAN, sp|Q86YV5|PRAG1_HUMAN, sp|Q9H792|PEAK1_HUMAN	Em0010g885a
OG0005390	sp|Q9BX66|SRBS1_HUMAN, sp|O60504|VINEX_HUMAN, sp|O94875|SRBS2_HUMAN	Em0002g256a
OG0005391	sp|Q9NUK0|MBNL3_HUMAN, sp|Q5VZF2|MBNL2_HUMAN, sp|Q9NR56|MBNL1_HUMAN	Em0021g774a
OG0005393	sp|Q96DV4|RM38_HUMAN	Em0200g1a, Em0018g351a, Em0200g3a
OG0005395	sp|Q96P70|IPO9_HUMAN	Em1034g4a, Em0014g132a
OG0005396	sp|O95568|MET18_HUMAN	Em0014g3a, Em0047g9a
OG0005398	sp|Q9HC21|TPC_HUMAN	Em0016g547a
OG0005399	sp|Q9Y6I3|EPN1_HUMAN, sp|O95208|EPN2_HUMAN	Em0022g316a
OG0005400	sp|Q92546|RGP1_HUMAN	Em0009g1124a
OG0005401	sp|Q9NWY4|HPF1_HUMAN, sp|A8MVJ9|HPF1L_HUMAN	Em0022g739a
OG0005403	sp|P29218|IMPA1_HUMAN, sp|O14732|IMPA2_HUMAN	Em0018g157a, Em0018g156a
OG0005404	sp|P61225|RAP2B_HUMAN, sp|Q9Y3L5|RAP2C_HUMAN, sp|P10114|RAP2A_HUMAN	Em0018g1158a
OG0005405	sp|P21283|VATC1_HUMAN, sp|Q8NEY4|VATC2_HUMAN	Em0017g88a
OG0005406	sp|Q01130|SRSF2_HUMAN, sp|Q9BRL6|SRSF8_HUMAN	Em0005g1209a, Em0005g1210a
OG0005407	sp|P48454|PP2BC_HUMAN, sp|Q08209|PP2BA_HUMAN, sp|P16298|PP2BB_HUMAN	Em0002g1605a
OG0005421	sp|O60290|ZN862_HUMAN	Em0001g1303a, Em0001g1585a, Em0001g1179a, Em0007g1538a, Em0001g1308a
OG0005430	sp|Q96RQ9|OXLA_HUMAN	Em0005g1116a, Em0001g2013a, Em0001g1965a, Em0005g1427a, Em0019g125a
OG0005432	sp|Q9UBY8|CLN8_HUMAN	Em0001g2385a, Em0001g2387a, Em0001g2386a, Em0021g251a, Em0021g250a
OG0005509	sp|Q52LJ0|FA98B_HUMAN, sp|Q8NCA5|FA98A_HUMAN, sp|Q17RN3|FA98C_HUMAN	Em0011g23a
OG0005510	sp|O14522|PTPRT_HUMAN, sp|P28827|PTPRM_HUMAN, sp|Q92729|PTPRU_HUMAN, sp|Q15262|PTPRK_HUMAN	Em1162g1a, Em0011g50a
OG0005513	sp|O75366|AVIL_HUMAN, sp|P09327|VILI_HUMAN, sp|O15195|VILL_HUMAN, sp|Q9Y6U3|ADSV_HUMAN, sp|P06396|GELS_HUMAN	Em0012g1088a
OG0005517	sp|Q8WU08|ST32A_HUMAN, sp|Q86UX6|ST32C_HUMAN, sp|Q9NY57|ST32B_HUMAN	Em0013g293a, Em0013g301a
OG0005518	sp|Q8WTP8|AEN_HUMAN, sp|Q96AZ6|ISG20_HUMAN	Em0014g26a, Em0014g24a
OG0005518	sp|Q9GZR2|REXO4_HUMAN	Em0017g184a
OG0005523	sp|O95461|LARG1_HUMAN, sp|Q8N3Y3|LARG2_HUMAN	Em0016g1033a, Em0016g1036a
OG0005524	sp|P08123|CO1A2_HUMAN, sp|P05997|CO5A2_HUMAN, sp|P02461|CO3A1_HUMAN, sp|P02458|CO2A1_HUMAN, sp|P02452|CO1A1_HUMAN	Em0016g1041a
OG0005525	sp|Q8NE62|CHDH_HUMAN	Em0016g1114a, Em0016g1182a, Em0531g7a
OG0005728	sp|Q7Z4G4|TRM11_HUMAN	Em0005g1239a
OG0005734	sp|Q8TBC4|UBA3_HUMAN	Em0012g466a
OG0005737	sp|Q6V0I7|FAT4_HUMAN	Em0017g953a
OG0005738	sp|Q6NUM9|RETST_HUMAN	Em0011g803a
OG0005740	sp|Q92889|XPF_HUMAN	Em0011g536a
OG0005743	sp|Q7L592|NDUF7_HUMAN	Em0019g239a
OG0005744	sp|Q9ULP9|TBC24_HUMAN	Em0008g1008a
OG0005749	sp|P48444|COPD_HUMAN	Em0017g960a
OG0005751	sp|Q9H1A4|APC1_HUMAN	Em0019g210a
OG0005752	sp|Q92665|RT31_HUMAN	Em0016g18a
OG0005757	sp|Q9NTJ3|SMC4_HUMAN	Em0008g1220a
OG0005762	sp|Q6ZN54|DEFI8_HUMAN	Em0018g429a
OG0005763	sp|Q8WVJ2|NUDC2_HUMAN	Em0022g465a
OG0005767	sp|Q8N3P4|VPS8_HUMAN	Em0013g703a
OG0005768	sp|O75417|DPOLQ_HUMAN	Em0023g773a
OG0005769	sp|Q8WWF8|CAPSL_HUMAN	Em0011g792a
OG0005770	sp|Q9Y388|RBMX2_HUMAN	Em0021g562a
OG0005771	sp|Q9H6R6|ZDHC6_HUMAN	Em0002g1840a
OG0005773	sp|Q9NQS7|INCE_HUMAN	Em0004g998a
OG0005774	sp|Q9UPU5|UBP24_HUMAN	Em0011g1159a
OG0005775	sp|Q9Y592|CEP83_HUMAN	Em0020g688a
OG0005789	sp|Q9UPQ8|DOLK_HUMAN	Em0018g52a
OG0005799	sp|Q9BW19|KIFC1_HUMAN	Em0003g847a, Em0003g844a, Em0003g843a
OG0005800	sp|Q6ZVT6|CF20D_HUMAN	Em0001g3792a
OG0005803	sp|Q8NEN0|ARMC2_HUMAN	Em0023g383a
OG0005815	sp|P33991|MCM4_HUMAN	Em0018g39a
OG0005817	sp|P22695|QCR2_HUMAN	Em0020g240a
OG0005820	sp|Q9C0D9|EPT1_HUMAN	Em0023g197a
OG0005822	sp|Q8TEK3|DOT1L_HUMAN	Em0011g155a
OG0005825	sp|Q9NWU5|RM22_HUMAN	Em0022g440a
OG0005826	sp|Q6IEG0|SNR48_HUMAN	Em0005g1488a
OG0005828	sp|Q8N766|EMC1_HUMAN	Em0008g1107a
OG0005832	sp|Q9HBR0|S38AA_HUMAN	Em0020g199a
OG0005849	sp|Q53T59|H1BP3_HUMAN	Em0005g1164a
OG0005854	sp|Q6ZNB6|NFXL1_HUMAN	Em0022g362a
OG0005856	sp|P32780|TF2H1_HUMAN	Em0018g543a
OG0005859	sp|Q3B7T1|EDRF1_HUMAN	Em0013g279a
OG0005864	sp|Q9NZ42|PEN2_HUMAN	Em0004g959a
OG0005865	sp|Q9P0U4|CXXC1_HUMAN	Em0005g1665a
OG0005866	sp|Q9BY08|EBPL_HUMAN	Em0021g968a
OG0005867	sp|P55786|PSA_HUMAN	Em0012g1048a
OG0005868	sp|Q9H2H8|PPIL3_HUMAN	Em0016g1027a
OG0005890	sp|O60925|PFD1_HUMAN	Em0010g892a
OG0005892	sp|A6NNW6|ENO4_HUMAN	Em0013g490a
OG0005895	sp|Q96A49|SYAP1_HUMAN	Em0023g704a
OG0005896	sp|Q9BRQ4|CF300_HUMAN	Em0021g902a
OG0005902	sp|O94967|WDR47_HUMAN	Em0016g1100a, Em0016g1082a
OG0005908	sp|Q9P0I2|EMC3_HUMAN	Em0014g27a
OG0005910	sp|Q8NBP5|MFSD9_HUMAN	Em0010g174a
OG0005912	sp|Q9NVH2|INT7_HUMAN	Em0019g561a, Em0019g570a
OG0005913	sp|Q96SN8|CK5P2_HUMAN	Em0016g120a
OG0005915	sp|Q13439|GOGA4_HUMAN	Em0004g57a
OG0005917	sp|O75127|PTCD1_HUMAN	Em0008g1029a
OG0005918	sp|Q9Y2Z2|MTO1_HUMAN	Em0009g119a
OG0005923	sp|Q99720|SGMR1_HUMAN	Em0008g624a
OG0005924	sp|P10746|HEM4_HUMAN	Em0006g619a
OG0005930	sp|P56282|DPOE2_HUMAN	Em0011g120a
OG0005932	sp|Q9UGP8|SEC63_HUMAN	Em0023g404a
OG0005943	sp|Q53FA7|QORX_HUMAN	Em0015g53a
OG0005947	sp|Q8TB45|DPTOR_HUMAN	Em0011g447a
OG0005951	sp|Q8IYB7|DI3L2_HUMAN	Em0016g536a
OG0005953	sp|P61970|NTF2_HUMAN	Em0018g808a
OG0005957	sp|Q9Y6N9|USH1C_HUMAN	Em0003g813a
OG0005962	sp|Q9H3K2|GHITM_HUMAN	Em0016g383a
OG0005964	sp|Q68CL5|TPGS2_HUMAN	Em0010g261a
OG0005969	sp|A6NCI4|VWA3A_HUMAN	Em0020g994a, Em0714g1a
OG0005970	sp|O75534|CSDE1_HUMAN	Em0010g260a
OG0005971	sp|Q15397|PUM3_HUMAN	Em0011g28a
OG0005972	sp|P05455|LA_HUMAN	Em0012g1096a
OG0005977	sp|Q13057|COASY_HUMAN	Em0004g72a
OG0005979	sp|Q9NRM2|ZN277_HUMAN	Em0004g73a
OG0005983	sp|O14727|APAF_HUMAN	Em0003g1249a
OG0005988	sp|Q10471|GALT2_HUMAN	Em0019g1027a
OG0005991	sp|Q9UBD5|ORC3_HUMAN	Em0009g1019a
OG0005994	sp|P42766|RL35_HUMAN	Em0016g162a
OG0005996	sp|Q9UKF7|PITC1_HUMAN	Em0003g1559a
OG0005998	sp|O75330|HMMR_HUMAN	Em0022g539a
OG0006000	sp|Q14667|K0100_HUMAN	Em0015g902a
OG0006002	sp|Q6ZTR5|CFA47_HUMAN	Em0023g569a
OG0006003	sp|Q8IW35|CEP97_HUMAN	Em0005g1671a
OG0006008	sp|Q969R8|ITFG2_HUMAN	Em0003g1372a
OG0006011	sp|Q14CB8|RHG19_HUMAN	Em0013g28a
OG0006018	sp|Q8TBZ6|TM10A_HUMAN	Em0068g4a
OG0006020	sp|Q8TF74|WIPF2_HUMAN, sp|A6NGB9|WIPF3_HUMAN, sp|O43516|WIPF1_HUMAN	Em0014g252a
OG0006021	sp|Q9UQ90|SPG7_HUMAN	Em0018g40a
OG0006024	sp|Q99417|MYCBP_HUMAN	Em0023g507a
OG0006030	sp|Q96C74|ROP1L_HUMAN	Em0010g138a
OG0006031	sp|Q16394|EXT1_HUMAN	Em0005g1545a
OG0006033	sp|O43462|MBTP2_HUMAN	Em0015g175a
OG0006035	sp|Q9BUV8|RCAF1_HUMAN	Em0018g565a
OG0006036	sp|P32754|HPPD_HUMAN	Em0015g644a
OG0006039	sp|Q9H6U6|BCAS3_HUMAN	Em0015g28a
OG0006040	sp|P47224|MSS4_HUMAN	Em0018g564a
OG0006043	sp|Q53H82|LACB2_HUMAN	Em0005g1544a
OG0006045	sp|Q8N1B4|VPS52_HUMAN	Em0016g184a
OG0006047	sp|Q92698|RAD54_HUMAN	Em0011g134a
OG0006050	sp|O60942|MCE1_HUMAN	Em0005g1635a
OG0006052	sp|O14730|RIOK3_HUMAN	Em0005g1442a
OG0006055	sp|Q5SWX8|ODR4_HUMAN	Em0016g287a
OG0006061	sp|P60059|SC61G_HUMAN	Em0007g11a
OG0006063	sp|Q86VW0|SESD1_HUMAN	Em0012g989a
OG0006068	sp|Q8N3J3|HROB_HUMAN	Em0004g139a
OG0006070	sp|Q6P4F2|FDX2_HUMAN	Em0011g243a
OG0006073	sp|Q9BZZ5|API5_HUMAN	Em0003g1874a
OG0006080	sp|Q969V3|NCLN_HUMAN	Em0009g98a
OG0006081	sp|Q9HD45|TM9S3_HUMAN	Em0021g559a
OG0006084	sp|Q5JXC2|MIIP_HUMAN	Em0008g151a
OG0006088	sp|Q10713|MPPA_HUMAN	Em0016g105a
OG0006095	sp|Q9Y606|TRUA_HUMAN	Em0003g345a
OG0006096	sp|Q9H8E8|CSR2B_HUMAN	Em0009g762a
OG0006101	sp|Q16540|RM23_HUMAN	Em0021g288a
OG0006106	sp|Q6P3X3|TTC27_HUMAN	Em0018g360a
OG0006117	sp|Q8NHS4|CLHC1_HUMAN	Em0022g694a
OG0006120	sp|P08574|CY1_HUMAN	Em0018g333a
OG0006125	sp|Q9NPJ6|MED4_HUMAN	Em0021g771a
OG0006126	sp|P0C7P4|UCRIL_HUMAN, sp|P47985|UCRI_HUMAN	Em0018g290a
OG0006128	sp|Q7Z2K6|ERMP1_HUMAN	Em0011g1179a
OG0006131	sp|Q9ULK4|MED23_HUMAN	Em0015g1157a
OG0006132	sp|O14964|HGS_HUMAN	Em0020g230a
OG0006138	sp|Q6YHU6|THADA_HUMAN	Em0022g716a
OG0006141	sp|Q96D46|NMD3_HUMAN	Em0005g1591a
OG0006142	sp|O95352|ATG7_HUMAN	Em0459g6a, Em0014g79a
OG0006143	sp|Q96BR5|COA7_HUMAN	Em0011g416a
OG0006144	sp|Q15042|RB3GP_HUMAN	Em0012g1047a
OG0006146	sp|P49005|DPOD2_HUMAN	Em0020g85a
OG0006147	sp|Q96TA2|YMEL1_HUMAN	Em0032g18a
OG0006148	sp|Q8NEM0|MCPH1_HUMAN	Em0023g265a
OG0006158	sp|O00522|KRIT1_HUMAN	Em0023g433a
OG0006159	sp|P29803|ODPAT_HUMAN, sp|P08559|ODPA_HUMAN	Em0023g435a
OG0006164	sp|Q13617|CUL2_HUMAN	Em0004g1583a
OG0006165	sp|P42785|PCP_HUMAN	Em0022g925a
OG0006166	sp|Q8N0X7|SPART_HUMAN	Em0004g1709a
OG0006167	sp|Q9Y2X0|MED16_HUMAN	Em0019g240a
OG0006168	sp|Q4L235|ACSF4_HUMAN	Em0011g1027a
OG0006170	sp|Q9Y6R4|M3K4_HUMAN	Em0023g815a
