Orthogroup	Human_UP000005640_9606	Niphates_augustus.hints.aa
OG0006633	sp|Q8NBZ0|IN80E_HUMAN	jg13828.t1
OG0006634	sp|Q68D20|PMS2L_HUMAN, sp|P54278|PMS2_HUMAN	jg8437.t1
OG0006635	sp|Q96QK8|SIM14_HUMAN	jg16207.t1, jg15558.t1
OG0006636	sp|P49207|RL34_HUMAN	jg14602.t1
OG0006637	sp|Q08623|HDHD1_HUMAN	jg15859.t1
OG0006638	sp|P36969|GPX4_HUMAN	jg22114.t1
OG0006639	sp|Q92523|CPT1B_HUMAN, sp|P50416|CPT1A_HUMAN	jg8414.t1
OG0006643	sp|Q6ZXV5|TMTC3_HUMAN	jg8517.t1
OG0006644	sp|Q14168|MPP2_HUMAN, sp|Q9NZW5|PALS2_HUMAN	jg8439.t1
OG0006648	sp|C9JJ37|BTBDJ_HUMAN	jg14688.t1, jg30125.t1
OG0006649	sp|Q5T8D3|ACBD5_HUMAN	jg26666.t1, jg8013.t1
OG0006650	sp|Q9UBS8|RNF14_HUMAN	jg8017.t1, jg26669.t1
OG0006651	sp|Q9UBQ6|EXTL2_HUMAN	jg9533.t1, jg1364.t1
OG0006655	sp|Q86X55|CARM1_HUMAN	jg22662.t1
OG0006656	sp|Q7L1T6|NB5R4_HUMAN	jg21357.t1, jg4528.t1
OG0006657	sp|P82933|RT09_HUMAN	jg1095.t1, jg4941.t1
OG0006658	sp|O43283|M3K13_HUMAN, sp|Q12852|M3K12_HUMAN	jg8435.t1
OG0006659	sp|Q96EY5|MB12A_HUMAN, sp|Q9H7P6|MB12B_HUMAN	jg19304.t1
OG0006662	sp|Q9NUQ6|SPS2L_HUMAN, sp|Q86XZ4|SPAS2_HUMAN	jg8433.t1
OG0006664	sp|Q9ULR0|ISY1_HUMAN	jg12011.t1
OG0006665	sp|Q9BUB5|MKNK1_HUMAN, sp|Q9HBH9|MKNK2_HUMAN	jg22113.t1
OG0006666	sp|Q8TC92|ENOX1_HUMAN, sp|Q16206|ENOX2_HUMAN	jg3709.t1
OG0006667	sp|Q9HA92|RSAD1_HUMAN	jg1097.t1, jg4939.t1
OG0006669	sp|Q9Y265|RUVB1_HUMAN	jg12417.t1, jg20371.t1
OG0006671	sp|Q9NPG2|NGB_HUMAN	jg14522.t1
OG0006672	sp|Q9Y221|NIP7_HUMAN	jg25941.t1
OG0006673	sp|P68106|FKB1B_HUMAN, tr|Q5VVH2|Q5VVH2_HUMAN, sp|P62942|FKB1A_HUMAN	jg20664.t1
OG0006675	sp|P34897|GLYM_HUMAN, sp|P34896|GLYC_HUMAN	jg9876.t1
OG0006676	sp|Q9H611|PIF1_HUMAN	jg22660.t1
OG0006677	sp|P46087|NOP2_HUMAN	jg1096.t1, jg4940.t1
OG0006678	sp|P54750|PDE1A_HUMAN, sp|Q14123|PDE1C_HUMAN, sp|Q01064|PDE1B_HUMAN	jg8449.t1
OG0006679	sp|P31689|DNJA1_HUMAN, sp|Q8WW22|DNJA4_HUMAN	jg19309.t1
OG0006680	sp|Q9NR46|SHLB2_HUMAN, sp|Q9Y371|SHLB1_HUMAN	jg19305.t1
OG0006681	sp|Q13829|BACD2_HUMAN, sp|Q9H3F6|BACD3_HUMAN	jg14523.t1
OG0006683	sp|Q9BR77|CCD77_HUMAN	jg11511.t1
OG0006684	sp|P08567|PLEK_HUMAN, sp|Q9NYT0|PLEK2_HUMAN	jg7031.t1
OG0006687	sp|P42898|MTHR_HUMAN	jg25979.t1
OG0006688	sp|Q9UI12|VATH_HUMAN	jg4378.t1
OG0006689	sp|Q9Y2I8|WDR37_HUMAN	jg9866.t1
OG0006691	sp|Q9NR12|PDLI7_HUMAN, sp|O75112|LDB3_HUMAN, sp|Q96HC4|PDLI5_HUMAN	jg7032.t1
OG0006692	sp|Q8NCE0|SEN2_HUMAN	jg23710.t1, jg27007.t1
OG0006693	sp|Q9UGN5|PARP2_HUMAN	jg18512.t1
OG0006694	sp|P21912|SDHB_HUMAN	jg9312.t2, jg9312.t1, jg3195.t1
OG0006695	sp|Q9H3E2|SNX25_HUMAN	jg20828.t2, jg20828.t1
OG0006696	sp|Q9BXK1|KLF16_HUMAN, sp|Q8TD94|KLF14_HUMAN	jg20830.t1
OG0006697	sp|Q13888|TF2H2_HUMAN, sp|Q6P1K8|T2H2L_HUMAN	jg25977.t1
OG0006698	sp|Q96IG2|FXL20_HUMAN, sp|Q9UKC9|FBXL2_HUMAN	jg9864.t1
OG0006700	sp|Q9NYL5|CP39A_HUMAN	jg17939.t1
OG0006701	sp|P12268|IMDH2_HUMAN, sp|P20839|IMDH1_HUMAN	jg7020.t1
OG0006702	sp|P52594|AGFG1_HUMAN, sp|O95081|AGFG2_HUMAN	jg7016.t1
OG0006703	sp|Q9NWB6|ARGL1_HUMAN	jg19419.t1, jg19419.t2
OG0006704	sp|O00410|IPO5_HUMAN, sp|O60518|RNBP6_HUMAN	jg19429.t1
OG0006705	sp|P53621|COPA_HUMAN	jg19476.t2, jg19476.t1
OG0006706	sp|Q9Y3B8|ORN_HUMAN	jg21698.t1, jg4385.t1
OG0006707	sp|Q9NZM3|ITSN2_HUMAN, sp|Q15811|ITSN1_HUMAN	jg18535.t1
OG0006709	sp|Q5VZE5|NAA35_HUMAN	jg23214.t1, jg27002.t1
OG0006710	sp|Q8IYT4|KATL2_HUMAN	jg10321.t2, jg10321.t1
OG0006712	sp|O14757|CHK1_HUMAN	jg19478.t1, jg21702.t1
OG0006713	sp|Q7Z7A3|CTU1_HUMAN	jg21697.t1, jg4384.t1
OG0006714	sp|Q6IAN0|DRS7B_HUMAN, sp|A6NNS2|DRS7C_HUMAN	jg29792.t1
OG0006715	sp|Q14974|IMB1_HUMAN	jg13685.t1, jg13685.t2
OG0006716	sp|P41223|BUD31_HUMAN	jg18883.t1
OG0006718	sp|Q8NBJ5|GT251_HUMAN, sp|Q8IYK4|GT252_HUMAN	jg19263.t1
OG0006721	sp|Q9NZV5|SELN_HUMAN	jg9804.t1
OG0006722	sp|Q9P2E3|ZNFX1_HUMAN	jg24399.t1, jg17800.t1
OG0006724	sp|Q9NZD8|SPG21_HUMAN	jg6217.t1
OG0006726	sp|P86791|CCZ1_HUMAN, sp|P86790|CCZ1B_HUMAN	jg29598.t1
OG0006727	sp|P48751|B3A3_HUMAN, sp|P04920|B3A2_HUMAN, sp|P02730|B3AT_HUMAN	jg13684.t1
OG0006729	sp|Q9BVK2|ALG8_HUMAN	jg27344.t1, jg22583.t1
OG0006730	sp|Q495M9|USH1G_HUMAN, sp|Q8N8V4|ANS4B_HUMAN	jg29606.t1
OG0006732	sp|P46781|RS9_HUMAN	jg29836.t1
OG0006734	sp|P61160|ARP2_HUMAN	jg16992.t1
OG0006735	sp|Q8IUH5|ZDH17_HUMAN, sp|Q8IUH4|ZDH13_HUMAN	jg17391.t1
OG0006737	sp|Q8N9M1|CS047_HUMAN	jg17775.t1
OG0006738	sp|Q9NP58|ABCB6_HUMAN	jg20303.t1
OG0006739	tr|A0A1B0GTJ6|A0A1B0GTJ6_HUMAN	jg17445.t1
OG0006740	sp|P20749|BCL3_HUMAN	jg20306.t1
OG0006741	sp|Q6UN15|FIP1_HUMAN	jg29211.t1, jg29210.t1
OG0006742	sp|Q96J42|TXD15_HUMAN	jg28957.t1
OG0006743	sp|O14967|CLGN_HUMAN, sp|P27824|CALX_HUMAN	jg28970.t1
OG0006744	tr|A0A7P0TBJ1|A0A7P0TBJ1_HUMAN, sp|Q14CZ0|CP072_HUMAN	jg29607.t1
OG0006746	sp|Q15459|SF3A1_HUMAN	jg26954.t1, jg12979.t1
OG0006747	sp|Q13247|SRSF6_HUMAN	jg17773.t1
OG0006748	sp|Q15369|ELOC_HUMAN	jg24535.t1
OG0006749	sp|Q8WUD6|CHPT1_HUMAN, sp|Q9Y6K0|CEPT1_HUMAN	jg17389.t1
OG0006750	sp|Q5TH74|STPG1_HUMAN	jg24536.t1
OG0006751	sp|Q9BTD8|RBM42_HUMAN	jg20299.t1
OG0006752	sp|Q9NUQ2|PLCE_HUMAN	jg15775.t1, jg2955.t1
OG0006753	sp|Q9BZG1|RAB34_HUMAN, sp|O95755|RAB36_HUMAN	jg14388.t1
OG0006754	sp|Q9UKL6|PPCT_HUMAN	jg1554.t1, jg1547.t1, jg6011.t1
OG0006755	sp|P48742|LHX1_HUMAN, sp|Q9H2C1|LHX5_HUMAN	jg14394.t1
OG0006756	sp|Q15404|RSU1_HUMAN	jg17480.t1
OG0006758	sp|Q9H2J4|PDCL3_HUMAN, sp|Q8N4E4|PDCL2_HUMAN	jg12776.t1
OG0006759	sp|P48147|PPCE_HUMAN	jg12786.t1, jg12789.t1
OG0006760	sp|Q9GZN7|ROGDI_HUMAN	jg13800.t1
OG0006761	sp|P19388|RPAB1_HUMAN	jg5976.t1
OG0006762	sp|Q92947|GCDH_HUMAN	jg5915.t1
OG0006763	sp|Q8N142|PURA1_HUMAN, sp|P30520|PURA2_HUMAN	jg28041.t1
OG0006764	sp|Q9Y5J1|UTP18_HUMAN	jg30201.t1, jg28964.t1
OG0006765	sp|Q9UI10|EI2BD_HUMAN	jg12780.t1
OG0006766	sp|P52435|RPB11_HUMAN, sp|Q9GZM3|RPB1B_HUMAN, sp|Q9H1A7|RPB1C_HUMAN	jg14393.t1
OG0006767	sp|Q0P6D2|DIK1C_HUMAN, sp|Q5VUD6|DIK1B_HUMAN, sp|Q5T7M9|DIK1A_HUMAN	jg18146.t1
OG0006768	sp|Q9UBP5|HEY2_HUMAN, sp|Q9Y5J3|HEY1_HUMAN	jg12791.t1
OG0006769	sp|Q86SG6|NEK8_HUMAN	jg5960.t1
OG0006770	sp|O43310|CTIF_HUMAN, sp|A9UHW6|MI4GD_HUMAN	jg15691.t1
OG0006771	sp|Q9Y2K7|KDM2A_HUMAN, sp|Q8NHM5|KDM2B_HUMAN	jg14344.t1
OG0006772	sp|Q86UD5|SL9B2_HUMAN, sp|A6NJY1|SL9P1_HUMAN, sp|Q4ZJI4|SL9B1_HUMAN	jg14395.t1
OG0006773	sp|Q63HM2|PCX4_HUMAN	jg27950.t1
OG0006774	sp|Q96HE8|TMM80_HUMAN, sp|Q9P0N5|TM216_HUMAN	jg12562.t1
OG0006775	sp|Q9UM00|TMCO1_HUMAN	jg19237.t1
OG0006776	sp|Q15276|RABE1_HUMAN, sp|Q9H5N1|RABE2_HUMAN	jg14447.t1
OG0006778	sp|Q9H040|SPRTN_HUMAN	jg27949.t1
OG0006779	sp|Q6Q759|SPG17_HUMAN	jg30485.t1, jg30485.t2
OG0006780	sp|Q86TM6|SYVN1_HUMAN	jg27957.t1
OG0006781	sp|P82251|BAT1_HUMAN	jg20545.t1, jg22100.t1
OG0006782	sp|Q13093|PAFA_HUMAN, sp|Q99487|PAFA2_HUMAN	jg23247.t1, jg22082.t1
OG0006783	sp|Q99816|TS101_HUMAN	jg1969.t1
OG0006784	sp|Q9H115|SNAB_HUMAN, sp|P54920|SNAA_HUMAN	jg28039.t1
OG0006786	sp|Q9UKT5|FBX4_HUMAN	jg22084.t1, jg23249.t1
OG0006787	sp|Q5T280|CI114_HUMAN	jg25735.t2, jg25735.t1
OG0006788	sp|Q13148|TADBP_HUMAN	jg22525.t1, jg1755.t1
OG0006789	sp|Q86XD8|ZFAN4_HUMAN	jg30487.t2, jg30487.t1
OG0006792	sp|Q8TCG1|CIP2A_HUMAN	jg5899.t1, jg5899.t2
OG0006793	sp|Q8TF46|DI3L1_HUMAN	jg12570.t1, jg7677.t1
OG0006794	sp|Q9NY27|PP4R2_HUMAN	jg15950.t1, jg27964.t1
OG0006795	sp|Q9UK80|UBP21_HUMAN, sp|O75604|UBP2_HUMAN	jg6237.t1, jg24302.t1
OG0006796	sp|Q7Z333|SETX_HUMAN	jg12565.t1, jg12565.t2
OG0006798	sp|Q7Z2E3|APTX_HUMAN	jg12577.t1, jg23391.t1, jg7685.t1
OG0006799	sp|O15243|OBRG_HUMAN, sp|O95214|LERL1_HUMAN	jg8784.t1
OG0006800	sp|Q92620|PRP16_HUMAN	jg5898.t1
OG0006801	sp|O75943|RAD17_HUMAN	jg14700.t1, jg630.t1
OG0006803	sp|Q6GYQ0|RGPA1_HUMAN, sp|Q2PPJ7|RGPA2_HUMAN	jg27979.t1
OG0006805	sp|Q8NDG6|TDRD9_HUMAN	jg27956.t1
OG0006806	sp|Q86UT8|CATAC_HUMAN	jg24321.t1, jg6249.t1
OG0006807	sp|Q9UBS0|KS6B2_HUMAN, sp|P23443|KS6B1_HUMAN	jg17569.t1
OG0006808	sp|Q9H1Y0|ATG5_HUMAN	jg8821.t1
OG0006809	sp|Q5ST30|SYVM_HUMAN, sp|P26640|SYVC_HUMAN	jg8799.t1
OG0006810	sp|Q15814|TBCC_HUMAN	jg4351.t1
OG0006811	sp|Q15477|SKIV2_HUMAN	jg8911.t1
OG0006812	sp|Q9NPD3|EXOS4_HUMAN	jg8896.t1
OG0006814	sp|Q9Y4L1|HYOU1_HUMAN	jg6247.t1, jg24319.t1
OG0006816	sp|Q92995|UBP13_HUMAN, sp|P45974|UBP5_HUMAN	jg20580.t1
OG0006817	sp|Q14161|GIT2_HUMAN, sp|Q9Y2X7|GIT1_HUMAN	jg17562.t1
OG0006818	sp|Q14683|SMC1A_HUMAN, sp|Q8NDV3|SMC1B_HUMAN	jg8913.t1
OG0006820	sp|A6NFA1|TIKI2_HUMAN, sp|Q86V40|TIKI1_HUMAN	jg14713.t1
OG0006821	sp|O43543|XRCC2_HUMAN	jg19385.t1
OG0006822	sp|Q6SZW1|SARM1_HUMAN	jg10691.t1
OG0006824	sp|Q15291|RBBP5_HUMAN	jg24763.t1, jg20385.t1
OG0006825	sp|P42285|MTREX_HUMAN	jg20461.t1, jg27022.t1
OG0006826	sp|Q9GZN1|ARP6_HUMAN	jg8894.t1
OG0006827	sp|Q9H237|PORCN_HUMAN	jg8887.t1
OG0006828	sp|Q5T447|HECD3_HUMAN	jg20579.t1
OG0006831	sp|Q9C0E2|XPO4_HUMAN	jg9554.t1, jg24344.t1
OG0006832	sp|Q9NNZ3|DNJC4_HUMAN	jg8834.t1
OG0006833	sp|P78330|SERB_HUMAN, sp|O15172|PSPHL_HUMAN	jg17027.t1
OG0006834	sp|Q9Y3C0|WASC3_HUMAN	jg8822.t1
OG0006835	sp|P62495|ERF1_HUMAN	jg8897.t1
OG0006836	sp|Q7L576|CYFP1_HUMAN, sp|Q96F07|CYFP2_HUMAN	jg4178.t1
OG0006837	sp|P52948|NUP98_HUMAN	jg12136.t1, jg29047.t1
OG0006838	sp|Q7L523|RRAGA_HUMAN	jg12178.t1
OG0006839	sp|P20794|MAK_HUMAN, sp|Q9UPZ9|CILK1_HUMAN	jg20710.t1
OG0006840	sp|Q8TE99|PXYP1_HUMAN	jg20569.t1, jg20570.t1
OG0006841	sp|Q9ULQ1|TPC1_HUMAN	jg17037.t1, jg17037.t2
OG0006845	sp|Q12965|MYO1E_HUMAN, sp|O00160|MYO1F_HUMAN	jg4393.t1
OG0006848	sp|Q9UH77|KLHL3_HUMAN, sp|O95198|KLHL2_HUMAN	jg29618.t1
OG0006849	sp|Q9ULM6|CNOT6_HUMAN, sp|Q96LI5|CNO6L_HUMAN	jg2234.t1
OG0006852	sp|Q5VST6|AB17B_HUMAN	jg21543.t1, jg3951.t1
OG0006853	sp|O95202|LETM1_HUMAN	jg8359.t1
OG0006855	sp|Q9BVK8|TM147_HUMAN	jg12505.t1
OG0006856	sp|Q12769|NU160_HUMAN	jg12512.t1
OG0006857	sp|O00757|F16P2_HUMAN, sp|P09467|F16P1_HUMAN	jg13318.t1
OG0006858	sp|Q70CQ4|UBP31_HUMAN, sp|Q70EL4|UBP43_HUMAN	jg29625.t1
OG0006859	sp|P28715|ERCC5_HUMAN	jg29530.t1
OG0006860	sp|O60930|RNH1_HUMAN	jg3428.t1
OG0006861	sp|O76031|CLPX_HUMAN	jg27665.t1
OG0006862	sp|Q969Q5|RAB24_HUMAN	jg8357.t1
OG0006863	sp|Q96SY0|INT14_HUMAN	jg3952.t1, jg21544.t1
OG0006864	sp|Q7Z4M0|RE114_HUMAN	jg6065.t1, jg1402.t1
OG0006865	sp|Q3YBR2|TBRG1_HUMAN	jg12515.t1
OG0006866	sp|Q9Y6V7|DDX49_HUMAN	jg27655.t1
OG0006870	sp|Q9Y312|AAR2_HUMAN	jg12804.t1
OG0006871	sp|Q8WYA6|CTBL1_HUMAN	jg12494.t1
OG0006872	sp|Q9BV68|RN126_HUMAN, sp|Q9Y4L5|RN115_HUMAN	jg27667.t1
OG0006873	sp|O94826|TOM70_HUMAN	jg12516.t1
OG0006874	sp|Q6ZVH7|ESPNL_HUMAN, sp|B1AK53|ESPN_HUMAN	jg3422.t1
OG0006875	sp|Q8N5T2|TBC19_HUMAN	jg19059.t1
OG0006876	sp|Q9H6T3|RPAP3_HUMAN	jg19002.t1
OG0006878	sp|Q71F56|MD13L_HUMAN, sp|Q9UHV7|MED13_HUMAN	jg23254.t1
OG0006880	sp|Q7Z4S6|KI21A_HUMAN, sp|O75037|KI21B_HUMAN	jg2246.t1
OG0006881	sp|Q9UL25|RAB21_HUMAN	jg27174.t1, jg6783.t1
OG0006882	sp|Q86VM9|ZCH18_HUMAN, sp|P79522|PRR3_HUMAN, sp|Q96QC0|PP1RA_HUMAN	jg8948.t1
OG0006883	sp|Q9HB90|RRAGC_HUMAN, sp|Q9NQL2|RRAGD_HUMAN	jg21692.t1
OG0006884	sp|Q92643|GPI8_HUMAN	jg23609.t1
OG0006885	sp|Q9Y5B8|NDK7_HUMAN	jg19045.t1, jg19045.t2
OG0006886	sp|Q86UW7|CAPS2_HUMAN, sp|Q9ULU8|CAPS1_HUMAN	jg19053.t1
OG0006887	sp|Q5VT40|FA78B_HUMAN, sp|Q5JUQ0|FA78A_HUMAN	jg8968.t1
OG0006889	sp|Q9NVI1|FANCI_HUMAN	jg2273.t1, jg2272.t1
OG0006890	sp|P67809|YBOX1_HUMAN, sp|P16989|YBOX3_HUMAN	jg3423.t1
OG0006891	sp|Q05397|FAK1_HUMAN, sp|Q14289|FAK2_HUMAN	jg3426.t1
OG0006892	sp|O00391|QSOX1_HUMAN, sp|Q6ZRP7|QSOX2_HUMAN	jg23588.t1
OG0006893	sp|Q86YN1|DOPP1_HUMAN	jg23595.t1
OG0006894	sp|Q7Z5Y7|KCD20_HUMAN	jg19780.t1, jg27386.t1
OG0006895	sp|Q14691|PSF1_HUMAN	jg28301.t1
OG0006897	sp|Q8IXS8|F126B_HUMAN, sp|Q9BYI3|HYCCI_HUMAN	jg8299.t1
OG0006898	sp|Q6UWZ7|ABRX1_HUMAN, sp|Q15018|ABRX2_HUMAN	jg2282.t1
OG0006899	sp|Q8N1F8|S11IP_HUMAN	jg26832.t1, jg8280.t1
OG0006900	sp|Q9Y3F4|STRAP_HUMAN	jg27175.t1, jg6782.t1
OG0006901	sp|P05198|IF2A_HUMAN	jg9007.t1
OG0006902	sp|P49914|MTHFS_HUMAN	jg28284.t1
OG0006903	sp|Q06609|RAD51_HUMAN	jg28295.t1
OG0006904	sp|Q96D53|COQ8B_HUMAN	jg28349.t1
OG0006907	sp|Q8TBF4|ZCRB1_HUMAN	jg19052.t1
OG0006908	sp|Q9BQ69|MACD1_HUMAN	jg28302.t1, jg28919.t1
OG0006909	sp|Q9H467|CUED2_HUMAN	jg6784.t1, jg27173.t1
OG0006910	sp|Q5TF39|MFS4B_HUMAN	jg18988.t1
OG0006911	sp|Q96A65|EXOC4_HUMAN	jg2280.t1, jg2281.t1
OG0006912	sp|B1ANS9|WDR64_HUMAN	jg8281.t1
OG0006913	sp|Q16537|2A5E_HUMAN	jg28300.t1
OG0006914	sp|Q9NPC8|SIX2_HUMAN, sp|Q15475|SIX1_HUMAN	jg20239.t1
OG0006916	sp|Q16204|CCDC6_HUMAN	jg27181.t1, jg27181.t2
OG0006917	sp|Q9Y6J0|CABIN_HUMAN	jg16739.t1
OG0006919	sp|Q9C0K7|STRAB_HUMAN, sp|Q7RTN6|STRAA_HUMAN	jg18702.t1
OG0006920	sp|P35813|PPM1A_HUMAN, sp|O75688|PPM1B_HUMAN	jg28531.t1
OG0006921	sp|Q9BPX6|MICU1_HUMAN	jg12724.t1
OG0006922	sp|P80303|NUCB2_HUMAN, sp|Q02818|NUCB1_HUMAN	jg18701.t1
OG0006923	sp|Q8IXJ6|SIR2_HUMAN	jg28305.t1
OG0006924	sp|P23677|IP3KA_HUMAN	jg28348.t1, jg28348.t2
OG0006925	sp|P49840|GSK3A_HUMAN, sp|P49841|GSK3B_HUMAN	jg12543.t1
OG0006926	sp|Q9NQR4|NIT2_HUMAN	jg28354.t1
OG0006928	sp|Q9H0W8|SMG9_HUMAN	jg20314.t1
OG0006929	sp|Q96BR1|SGK3_HUMAN	jg20316.t1
OG0006934	sp|Q9BSH4|TACO1_HUMAN	jg19930.t1
OG0006935	sp|Q9Y2S2|CRYL1_HUMAN	jg4991.t1, jg10421.t1
OG0006936	sp|P42704|LPPRC_HUMAN	jg20258.t1
OG0006937	sp|O95835|LATS1_HUMAN, sp|Q9NRM7|LATS2_HUMAN	jg11955.t1
OG0006938	sp|Q9H0D6|XRN2_HUMAN	jg19946.t1
OG0006939	sp|Q9ULL1|PKHG1_HUMAN, sp|A1L390|PKHG3_HUMAN	jg20214.t1
OG0006940	sp|Q13112|CAF1B_HUMAN	jg22456.t1
OG0006941	sp|Q8WVF1|OSCP1_HUMAN	jg4332.t1
OG0006942	sp|Q9Y4D1|DAAM1_HUMAN, sp|Q86T65|DAAM2_HUMAN	jg27921.t1, jg10811.t1
OG0006943	sp|Q9UJA5|TRM6_HUMAN	jg20481.t1, jg19486.t1
OG0006945	sp|O95243|MBD4_HUMAN	jg11960.t1
OG0006946	sp|Q09028|RBBP4_HUMAN, sp|Q16576|RBBP7_HUMAN	jg22421.t1
OG0006947	sp|P49406|RM19_HUMAN	jg14175.t1, jg8604.t1
OG0006948	sp|Q9H9Y4|GPN2_HUMAN	jg22454.t1
OG0006949	sp|Q9BSD7|NTPCR_HUMAN	jg21335.t1, jg20232.t1
OG0006950	sp|O00442|RTCA_HUMAN	jg22427.t1
OG0006952	sp|Q8TCD6|PHOP2_HUMAN, sp|Q8TCT1|PHOP1_HUMAN	jg8116.t1
OG0006953	sp|Q96IK5|GMCL1_HUMAN, sp|Q8NEA9|GMCL2_HUMAN	jg22436.t1
OG0006954	sp|Q9BVR0|HRC23_HUMAN, sp|O95714|HERC2_HUMAN	jg7222.t1
OG0006956	sp|O96019|ACL6A_HUMAN	jg11092.t1
OG0006957	sp|Q06587|RING1_HUMAN, sp|Q99496|RING2_HUMAN	jg11138.t1
OG0006958	sp|P55081|MFAP1_HUMAN	jg11141.t1
OG0006959	sp|Q96DA2|RB39B_HUMAN, sp|Q14964|RB39A_HUMAN	jg11945.t1
OG0006963	sp|Q96JH7|VCIP1_HUMAN	jg11128.t1
OG0006964	sp|Q4G0F5|VP26B_HUMAN	jg11136.t1
OG0006965	sp|A1L162|ERIC2_HUMAN	jg12325.t1
OG0006966	sp|Q96MF6|CQ10A_HUMAN, sp|Q9H8M1|CQ10B_HUMAN	jg12363.t1
OG0006968	sp|Q9BV81|EMC6_HUMAN	jg10196.t1
OG0006969	sp|Q9NR20|DYRK4_HUMAN	jg12863.t1, jg12863.t2
OG0006970	sp|Q92968|PEX13_HUMAN	jg12815.t1
OG0006971	sp|Q8NHP8|PLBL2_HUMAN	jg24521.t1, jg10199.t1
OG0006972	sp|P49959|MRE11_HUMAN	jg22400.t1
OG0006973	sp|Q9NUD9|PIGV_HUMAN	jg22396.t1
OG0006974	sp|Q15545|TAF7_HUMAN, sp|Q5H9L4|TAF7L_HUMAN	jg22388.t1
OG0006975	sp|Q9Y6K1|DNM3A_HUMAN, sp|Q9UBC3|DNM3B_HUMAN	jg6433.t1
OG0006976	sp|Q9BSH5|HDHD3_HUMAN	jg22453.t1
OG0006977	sp|Q9NTG7|SIR3_HUMAN	jg4169.t1, jg12296.t1
OG0006978	sp|O95456|PSMG1_HUMAN	jg22458.t1, jg22458.t2
OG0006980	sp|Q8IVH4|MMAA_HUMAN	jg22397.t2, jg22397.t1
OG0006981	sp|Q96ES7|SGF29_HUMAN	jg10198.t1, jg24520.t1
OG0006982	sp|Q96DY2|DRC10_HUMAN	jg24524.t1, jg10202.t1
OG0006983	sp|Q9UQ13|SHOC2_HUMAN	jg11125.t1
OG0006984	sp|Q3KQV9|UAP1L_HUMAN, sp|Q16222|UAP1_HUMAN	jg11084.t1
OG0006985	sp|Q658Y4|F91A1_HUMAN, sp|P0C866|F91A2_HUMAN	jg3429.t1
OG0006987	sp|Q92499|DDX1_HUMAN	jg12353.t2, jg12353.t1
OG0006989	sp|Q8NCW6|GLT11_HUMAN, sp|Q10472|GALT1_HUMAN, sp|Q8IUC8|GLT13_HUMAN	jg12361.t1
OG0006991	sp|Q9UKJ3|GPTC8_HUMAN	jg12326.t1
OG0006994	sp|Q70CQ3|UBP30_HUMAN	jg13844.t1
OG0006995	sp|O43583|DENR_HUMAN	jg13839.t1
OG0006996	sp|B5ME19|EIFCL_HUMAN, sp|Q99613|EIF3C_HUMAN	jg13834.t1
OG0006997	sp|Q9Y2R9|RT07_HUMAN	jg12813.t1
OG0006998	sp|Q9NVR2|INT10_HUMAN	jg4154.t1, jg12282.t1, jg22408.t1
OG0006999	sp|Q9NQM4|DAAF6_HUMAN	jg29088.t1
OG0007000	sp|Q9BV35|SCMC3_HUMAN, sp|Q6NUK1|SCMC1_HUMAN	jg19277.t1
OG0007001	sp|Q9BZE1|RM37_HUMAN	jg22381.t1
OG0007003	sp|Q16401|PSMD5_HUMAN	jg9623.t1, jg25422.t1
OG0007005	sp|Q7Z713|ANR37_HUMAN, sp|Q5TZF3|ANR45_HUMAN	jg14542.t1
OG0007007	sp|P43403|ZAP70_HUMAN, sp|P43405|KSYK_HUMAN	jg14747.t1
OG0007010	sp|Q9Y2C2|UST_HUMAN, sp|Q7LGA3|HS2ST_HUMAN	jg12847.t1
OG0007011	sp|O60763|USO1_HUMAN	jg19270.t1
OG0007012	sp|P27487|DPP4_HUMAN, sp|Q12884|SEPR_HUMAN	jg14407.t1
OG0007013	sp|Q86VN1|VPS36_HUMAN	jg30528.t1, jg3136.t1
OG0007014	sp|Q6ZW49|PAXI1_HUMAN	jg28944.t1
OG0007015	sp|Q9Y570|PPME1_HUMAN	jg3129.t1, jg30535.t1
OG0007016	sp|Q9HCR9|PDE11_HUMAN	jg3119.t2, jg30545.t1, jg3119.t1
OG0007017	sp|O95671|ASML_HUMAN, sp|P46597|ASMT_HUMAN	jg29125.t1
OG0007020	sp|Q9Y2Z4|SYYM_HUMAN	jg11240.t1
OG0007021	sp|Q5VUJ9|DRC8_HUMAN	jg19969.t1
OG0007022	sp|Q9H9V9|JMJD4_HUMAN	jg27126.t1, jg3584.t1
OG0007023	sp|Q8NFI3|ENASE_HUMAN	jg3122.t1, jg30542.t1
OG0007024	sp|P09497|CLCB_HUMAN, sp|P09496|CLCA_HUMAN	jg25426.t1, jg9627.t1
OG0007026	sp|Q9H2K8|TAOK3_HUMAN, sp|Q7L7X3|TAOK1_HUMAN	jg13861.t1
OG0007027	sp|Q96T54|KCNKH_HUMAN, sp|Q96T55|KCNKG_HUMAN	jg28557.t1
OG0007029	sp|Q99733|NP1L4_HUMAN, sp|Q99457|NP1L3_HUMAN, sp|P55209|NP1L1_HUMAN	jg20065.t1
OG0007030	sp|Q9NXF8|ZDHC7_HUMAN, sp|Q9NYG2|ZDHC3_HUMAN	jg16956.t1
OG0007031	sp|Q9NPA0|EMC7_HUMAN	jg30534.t1, jg3130.t1
OG0007032	sp|Q9H0L4|CSTFT_HUMAN, sp|P33240|CSTF2_HUMAN	jg17524.t1
