Orthogroup	Ephydatia_Emu_v1_prots	Niphates_augustus.hints.aa
OG0004644	Em0022g367a	jg25531.t1, jg3087.t1
OG0004646	Em0014g575a	jg378.t1, jg20266.t1
OG0004647	Em0014g771a, Em0014g782a	jg20269.t1
OG0004650	Em0012g638a	jg13090.t1, jg16281.t1, jg16579.t1, jg3006.t1
OG0004651	Em0007g1020a	jg16575.t1, jg7742.t1
OG0004653	Em0014g780a, Em0014g769a	jg20268.t1
OG0004654	Em0020g1010a	jg7944.t1
OG0004657	Em0007g978a, Em0016g1020a	jg28355.t1
OG0004658	Em0009g43a	jg988.t1
OG0004659	Em0001g119a, Em0001g111a, Em0018g612a, Em0011g891a	jg9577.t1
OG0004660	Em0163g2a, Em0010g263a	jg11654.t1
OG0004662	Em0163g1a, Em0010g262a	jg11653.t1
OG0004664	Em0007g1199a, Em0426g3a, Em0001g344a	jg21829.t1, jg15765.t1
OG0004666	Em0192g11a, Em0021g866a	jg15867.t1, jg15868.t1
OG0004667	Em0008g349a	jg25955.t1
OG0004668	Em0001g1706a	jg25599.t1, jg15479.t1
OG0004669	Em0004g979a, Em0004g977a, Em0021g556a	jg16834.t1
OG0004673	Em0019g823a	jg28501.t1
OG0004674	Em0018g1057a	jg19752.t1
OG0004675	Em0011g14a	jg30222.t1, jg11316.t1
OG0004676	Em0022g667a	jg3259.t1
OG0004677	Em0022g871a	jg3265.t1, jg8613.t1
OG0004678	Em0009g1132a, Em0009g1143a	jg17921.t1, jg4207.t1
OG0004679	Em0022g334a	jg7212.t1
OG0004680	Em0018g1129a, Em0018g1102a	jg30471.t1
OG0004682	Em0015g111a	jg14425.t1
OG0004683	Em0023g787a	jg3745.t1
OG0004687	Em0020g682a, Em0002g547a, Em0020g685a	jg29462.t1
OG0004688	Em0016g261a, Em0162g12a, Em0162g16a	jg22064.t1
OG0004689	Em0021g412a, Em0002g1097a, Em0002g1075a	jg12609.t1, jg9062.t1
OG0004690	Em0018g975a, Em0508g9a	jg1890.t2, jg1890.t1
OG0004691	Em0018g936a, Em0018g920a	jg1897.t1
OG0004692	Em0016g1038a, Em0016g1039a	jg14546.t1
OG0004694	Em0020g998a	jg25121.t1
OG0004699	Em1338g1a	jg11911.t1
OG0004702	Em0007g240a	jg28643.t1, jg21718.t1
OG0004703	Em0007g29a, Em0007g32a	jg9826.t2, jg9826.t1
OG0004704	Em0023g657a	jg29234.t1
OG0004705	Em0007g41a	jg17442.t1
OG0004706	Em0023g660a	jg29236.t2, jg29236.t1
OG0004707	Em0018g1040a, Em0018g1062a	jg1921.t1
OG0004710	Em0018g91a	jg16983.t1
OG0004712	Em0023g54a, Em0179g22a, Em0786g7a	jg11258.t1
OG0004713	Em0008g46a	jg2861.t1, jg226.t1
OG0004714	Em0008g837a	jg3887.t1, jg10079.t1, jg1155.t1, jg3493.t1
OG0004716	Em0003g1520a, Em0003g1521a	jg8212.t1, jg8170.t1
OG0004717	Em0016g145a	jg21647.t1
OG0004718	Em0013g643a, Em0013g626a	jg2748.t1
OG0004722	Em0023g46a	jg8682.t1, jg1251.t1
OG0004723	Em0004g794a	jg12268.t2, jg12268.t1, jg12268.t3
OG0004726	Em0009g794a, Em0009g810a	jg6179.t1
OG0004727	Em0019g326a	jg11208.t1
OG0004728	Em0015g133a, Em0015g144a	jg14471.t1
OG0004730	Em0017g84a, Em0017g85a	jg24457.t1, jg11272.t1
OG0004731	Em0022g719a, Em0022g720a	jg10882.t2, jg10882.t1
OG0004732	Em0019g967a	jg11201.t1
OG0004734	Em0940g1a, Em0015g983a	jg20358.t1, jg24756.t1
OG0004735	Em0015g921a	jg10509.t1, jg10508.t1, jg22738.t1
OG0004736	Em0015g1052a	jg24734.t1, jg20344.t1, jg24741.t1, jg20340.t1
OG0004737	Em0015g918a	jg22743.t1, jg10513.t1
OG0004738	Em0015g984a, Em0940g2a	jg24755.t1, jg20357.t1
OG0004739	Em0022g154a, Em1006g3a	jg27319.t1, jg22560.t1
OG0004740	Em0002g1034a, Em0002g1030a	jg18336.t1, jg18335.t1
OG0004741	Em0023g743a	jg18548.t1
OG0004742	Em0008g1261a, Em0008g1248a, Em0657g1a	jg25954.t1
OG0004743	Em0876g1a, Em0010g809a	jg4629.t1
OG0004744	Em0023g411a, Em0023g407a	jg18543.t1
OG0004745	Em0006g1244a	jg20181.t1
OG0004746	Em0009g1064a	jg907.t1
OG0004747	Em0003g1413a	jg8186.t1
OG0004748	Em0021g886a	jg15818.t1, jg15821.t1
OG0004749	Em0014g136a	jg28817.t1, jg28818.t1, jg28818.t2, jg24889.t1
OG0004751	Em0014g768a, Em0014g779a	jg4198.t1, jg3601.t1
OG0004752	Em0008g1033a	jg8674.t1, jg8674.t2, jg1243.t1
OG0004755	Em0009g1140a, Em0009g1129a	jg6169.t1
OG0004756	Em0009g38a	jg974.t1, jg21635.t1
OG0004757	Em0011g1167a	jg8750.t1
OG0004758	Em0018g1103a, Em0018g1128a	jg30469.t1
OG0004761	Em0005g1459a	jg12641.t1
OG0004762	Em0001g180a, Em0001g226a, Em0001g196a, Em0001g183a	jg26698.t1
OG0004765	Em0022g196a	jg16770.t1, jg12130.t1
OG0004766	Em0018g303a	jg13476.t1, jg11581.t1
OG0004767	Em0023g540a	jg18505.t1
OG0004770	Em0018g186a	jg3388.t1
OG0004771	Em0010g67a	jg4610.t1
OG0004772	Em0024g248a	jg30321.t1, jg30321.t2
OG0004773	Em0009g530a	jg863.t1
OG0004774	Em0015g731a, Em0305g2a, Em0306g2a	jg11744.t1
OG0004776	Em0016g1070a	jg14636.t1
OG0004778	Em0016g1099a, Em0016g1081a	jg14638.t1
OG0004780	Em1340g2a	jg11550.t1
OG0004781	Em0021g68a, Em0021g63a	jg11548.t1
OG0004782	Em0016g159a	jg11538.t1, jg11544.t1
OG0004784	Em0011g490a, Em0011g485a, Em0435g5a	jg14728.t1
OG0004785	Em0016g260a, Em0162g15a	jg15069.t1, jg10466.t1
OG0004786	Em0009g1173a	jg936.t1
OG0004787	Em0015g805a	jg17142.t1
OG0004788	Em0005g1662a	jg12674.t1, jg12668.t1
OG0004789	Em0002g823a, Em0002g824a, Em0009g1290a, Em0009g1295a	jg12677.t1
OG0004791	Em0015g671a	jg17146.t2, jg17146.t1, jg17146.t3
OG0004792	Em0009g1021a	jg6202.t1
OG0004793	Em0009g1276a	jg928.t2, jg928.t1
OG0004794	Em0022g65a	jg19882.t1, jg3277.t1, jg8623.t1, jg29224.t1
OG0004795	Em0006g235a, Em0008g909a	jg20532.t1
OG0004796	Em0003g406a, Em0004g965a	jg6487.t1, jg14281.t1, jg19648.t1
OG0004797	Em0021g677a, Em0021g694a	jg3707.t1, jg22238.t1
OG0004798	Em0022g79a	jg29220.t1
OG0004800	Em0011g10a	jg30231.t1, jg11324.t1
OG0004801	Em0022g64a	jg3276.t1, jg29225.t1, jg8622.t1
OG0004803	Em0354g3a, Em0020g977a	jg29741.t1
OG0004804	Em0003g41a	jg17997.t1
OG0004805	Em0003g791a, Em0003g792a, Em0003g753a	jg8236.t1
OG0004806	Em0010g61a, Em0010g51a, Em0010g54a	jg11631.t1
OG0004807	Em0009g610a	jg962.t1
OG0004808	Em0021g503a, Em0021g498a	jg9542.t1, jg1384.t1
OG0004809	Em0011g25a	jg30226.t2, jg30226.t1, jg11320.t1
OG0004810	Em0022g557a, Em0022g556a, Em0022g555a	jg29152.t1
OG0004811	Em0018g1130a, Em0018g1101a	jg30473.t2, jg30473.t1
OG0004813	Em0011g634a, Em0011g639a	jg3509.t1
OG0004815	Em0015g760a	jg20530.t1, jg23377.t1, jg23379.t1
OG0004817	Em0017g436a	jg18006.t1
OG0004817	Em0003g593a	jg18005.t1
OG0004818	Em0016g348a	jg12600.t1, jg9053.t1, jg8137.t1
OG0004819	Em0003g1870a, Em0003g1879a, Em0670g2a	jg8126.t1
OG0004820	Em0026g55a	jg8132.t1, jg8132.t2
OG0004823	Em0019g617a, Em0019g610a	jg23063.t1
OG0004824	Em0508g11a, Em0018g973a	jg19681.t1, jg15018.t1
OG0004825	Em0001g3076a, Em0002g1141a, Em0002g1154a	jg9146.t1, jg10656.t1
OG0004826	Em0019g660a	jg27286.t1, jg27285.t1, jg21710.t1, jg28308.t1
OG0004827	Em0005g1595a	jg6067.t1, jg1404.t1
OG0004828	Em0009g117a	jg998.t1
OG0004830	Em0004g927a, Em0017g285a, Em0020g750a	jg22120.t1
OG0004831	Em0001g3389a, Em0001g3313a	jg12659.t2, jg12657.t1
OG0004832	Em0023g369a, Em0023g373a	jg16036.t1, jg16034.t1
OG0004833	Em0005g1655a	jg12665.t1
OG0004834	Em0018g967a, Em0018g859a	jg442.t1, jg320.t1
OG0004836	Em0009g298a	jg18710.t2, jg18710.t1
OG0004838	Em0018g1178a, Em0018g1191a	jg17549.t1
OG0004840	Em0018g1085a, Em0018g1084a	jg17555.t1
OG0004842	Em0011g36a	jg30207.t1, jg11300.t1
OG0004843	Em0022g257a, Em0022g268a	jg15138.t1, jg4134.t1
OG0004844	Em0022g273a	jg20890.t1, jg24093.t1
OG0004845	Em0022g176a	jg5884.t1, jg23237.t1
OG0004846	Em0009g1128a, Em0009g1139a	jg1871.t1
OG0004847	Em0021g265a	jg8416.t2, jg8416.t3, jg8416.t1
OG0004848	Em0012g536a, Em0012g557a	jg8539.t1
OG0004849	Em0022g253a, Em0022g264a	jg23232.t1
OG0004850	Em0007g323a	jg8004.t1, jg26657.t1
OG0004851	Em0015g1181a, Em0015g1187a	jg16208.t1, jg15559.t1
OG0004852	Em0110g6a, Em0012g161a	jg8270.t1, jg8272.t1
OG0004853	Em0759g2a, Em0022g817a	jg29016.t1
OG0004854	Em0110g17a, Em0012g171a	jg8274.t2, jg8274.t1
OG0004855	Em0012g483a	jg8440.t1
OG0004856	Em0015g1014a	jg16211.t1, jg15562.t1
OG0004857	Em0012g552a, Em0012g531a	jg10254.t1, jg13085.t1
OG0004859	Em0021g238a	jg8424.t1
OG0004860	Em0012g1033a	jg8434.t1
OG0004861	Em0011g586a, Em0011g581a	jg9532.t2, jg9532.t1
OG0004863	Em0007g843a	jg8009.t1, jg26662.t1
OG0004864	Em0004g1672a	jg13771.t1, jg15117.t1, jg13772.t1, jg15116.t1
OG0004866	Em0011g148a	jg6369.t1, jg30276.t1
OG0004867	Em0023g838a	jg15112.t1, jg13777.t1
OG0004868	Em0022g269a, Em0022g258a	jg11368.t1, jg18272.t1
OG0004869	Em0404g4a, Em0004g3a, Em0004g9a	jg7164.t1
OG0004870	Em0017g169a	jg19187.t2, jg19187.t1
OG0004871	Em0022g551a	jg25532.t1, jg3086.t1
OG0004872	Em0007g57a, Em0007g224a	jg9862.t1
OG0004873	Em0007g214a	jg9865.t1
OG0004874	Em0023g585a, Em0023g590a, Em0023g593a, Em0023g587a	jg15132.t1
OG0004875	Em0011g419a	jg3137.t1, jg30527.t1
OG0004876	Em0014g33a, Em0014g36a	jg7023.t1
OG0004877	Em0420g4a, Em0023g103a	jg21358.t1, jg4527.t1
OG0004878	Em0018g1098a	jg4981.t1, jg10410.t1
OG0004879	Em0007g247a	jg9860.t1
OG0004880	Em0003g1839a, Em0621g5a, Em0014g75a	jg17937.t1
OG0004882	Em0022g30a, Em0022g31a, Em0022g15a	jg17941.t1
OG0004884	Em0004g101a, Em0004g90a	jg12381.t1
OG0004885	Em0008g105a	jg25970.t1
OG0004886	Em0003g1443a, Em0003g1292a	jg11968.t1, jg26069.t1
OG0004887	Em0003g1273a, Em0003g1254a	jg17932.t1
OG0004888	Em0014g32a, Em0014g37a	jg7022.t1
OG0004890	Em0015g1260a	jg13955.t1
OG0004891	Em0015g645a	jg17025.t1
OG0004892	Em0005g139a, Em0005g170a, Em0005g127a	jg20825.t1
OG0004893	Em0012g997a	jg26779.t1, jg26821.t1, jg22484.t1
OG0004895	Em0015g1208a, Em0015g1231a	jg23207.t1
OG0004896	Em0015g626a, Em0015g636a	jg17029.t1
OG0004897	Em0015g614a	jg17030.t1
OG0004898	Em0012g967a	jg22487.t1, jg26818.t1, jg26782.t1
OG0004900	Em0022g303a, Em0022g304a	jg7207.t1
OG0004901	Em0012g994a	jg22481.t1, jg26824.t1, jg26776.t1
OG0004902	Em0012g991a, Em0012g953a	jg13686.t1
OG0004905	Em0014g783a, Em0014g772a	jg20295.t1
OG0004906	Em0020g863a	jg29608.t1, jg29608.t2
OG0004907	Em0009g1152a, Em0009g1134a	jg6226.t1
OG0004908	Em0006g1181a, Em1027g1a	jg6394.t1
OG0004910	Em0630g1a	jg29451.t1
OG0004911	Em0012g974a	jg26813.t1, jg22492.t1, jg26787.t1
OG0004912	Em0020g1056a	jg29791.t1
OG0004913	Em0020g109a	jg29824.t1, jg29823.t1
OG0004914	Em0003g321a	jg20079.t1
OG0004915	Em0022g232a	jg18086.t1
OG0004916	Em0001g567a, Em0001g554a	jg25580.t1, jg15449.t1
OG0004917	Em0007g842a	jg16507.t1, jg14265.t1, jg23662.t1
OG0004918	Em0019g982a, Em0221g6a, Em0478g6a	jg16989.t1
OG0004919	Em0001g1616a, Em0001g1617a	jg18850.t1
OG0004920	Em0006g1249a, Em0249g1a	jg20310.t1
OG0004921	Em0737g1a, Em0003g1297a	jg8152.t1
OG0004922	Em0221g2a, Em0019g977a	jg16989.t3, jg16989.t2
OG0004923	Em0003g1217a, Em0003g1203a, Em0003g1208a	jg17931.t1, jg8156.t1
OG0004924	Em0014g580a	jg20297.t1
OG0004925	Em0017g774a	jg17066.t1
OG0004926	Em0011g228a, Em0011g226a, Em0011g227a	jg5965.t1, jg507.t1
OG0004927	Em0008g788a, Em0009g1032a	jg4203.t1, jg17917.t1
OG0004928	Em0015g1292a, Em0015g1273a	jg17067.t1
OG0004929	Em0003g1356a, Em0003g1202a	jg8155.t1
OG0004930	Em0022g192a	jg28979.t1, jg28979.t2
OG0004931	Em0011g248a	jg6317.t1
OG0004932	Em0011g229a	jg505.t1, jg5964.t1
OG0004933	Em0617g3a, Em0438g5a, Em0005g1675a	jg12769.t1
OG0004934	Em0021g924a	jg22104.t1, jg22105.t1
OG0004935	Em0011g1065a	jg22090.t1, jg22093.t1, jg22095.t1
OG0004936	Em0016g1030a, Em0016g1031a	jg14573.t1
OG0004937	Em0008g147a, Em0021g165a, Em0016g579a	jg14577.t1
OG0004938	Em0016g652a, Em0016g659a	jg14584.t1
OG0004939	Em0679g3a, Em0677g3a, Em0018g422a	jg17072.t1
OG0004942	Em0001g2163a, Em0001g2168a, Em0001g2212a, Em0001g2207a	jg27294.t1
OG0004943	Em0718g5a, Em0019g148a	jg28631.t1, jg29293.t1
OG0004944	Em0002g975a, Em0016g577a	jg14574.t1
OG0004945	Em0009g643a	jg12573.t1, jg7681.t1
OG0004946	Em0002g1915a, Em0002g1908a, Em0016g586a	jg14580.t1
OG0004947	Em0009g641a	jg7695.t1, jg12587.t1, jg23401.t1
OG0004948	Em0011g1056a	jg8783.t1
OG0004950	Em0021g381a, Em0021g380a, Em0009g297a, Em0021g414a	jg12563.t1
OG0004951	Em0015g1255a, Em0597g7a, Em0598g8a	jg17565.t1
OG0004952	Em0017g946a, Em0009g642a	jg7679.t1, jg12572.t1, jg7680.t1
OG0004953	Em0011g89a, Em0011g106a	jg25294.t1, jg23204.t1
OG0004955	Em0009g678a	jg23393.t1, jg7687.t1, jg12579.t1
OG0004956	Em0016g11a	jg8830.t1
OG0004957	Em0016g25a, Em0016g24a	jg8811.t1, jg8816.t1
OG0004958	Em0016g445a, Em0016g420a	jg8886.t1
OG0004961	Em0015g1118a, Em0015g1116a	jg10694.t1, jg25407.t1
OG0004962	Em0009g400a	jg26993.t1, jg2960.t2, jg26992.t1, jg2960.t1
OG0004964	Em0008g1110a, Em0015g1286a	jg22527.t1, jg1757.t1
OG0004965	Em0008g1112a	jg19534.t1, jg2871.t1
OG0004966	Em0015g1256a, Em0597g8a, Em0598g9a	jg17566.t1
OG0004967	Em0001g210a, Em0015g563a	jg17580.t1
OG0004968	Em0019g745a, Em0016g1043a, Em0016g1042a	jg8885.t1
OG0004969	Em0006g863a	jg19389.t1
OG0004970	Em0015g1022a	jg20405.t1, jg16058.t1, jg24299.t1
OG0004971	Em0022g214a	jg29048.t1
OG0004974	Em0011g303a	jg6336.t1, jg6342.t1, jg6348.t1
OG0004975	Em0015g635a	jg17036.t1
OG0004976	Em0016g177a, Em0016g173a	jg8803.t1
OG0004977	Em0015g688a	jg20555.t1, jg20576.t1
OG0004978	Em0017g299a, Em0015g1019a	jg20401.t1, jg16054.t1
OG0004979	Em0011g295a	jg6355.t1
OG0004980	Em0015g980a	jg20410.t1, jg1315.t1, jg16062.t1
OG0004982	Em0001g906a	jg12237.t1, jg12241.t1
OG0004983	Em0767g2a, Em0011g744a, Em0011g732a	jg12017.t1
OG0004985	Em0015g1049a	jg24300.t1, jg20406.t1, jg16059.t1
OG0004986	Em0015g1020a	jg16055.t1, jg20402.t1
OG0004987	Em0001g463a, Em0014g547a, Em0014g942a, Em0152g2a	jg7963.t1
OG0004988	Em0009g1195a	jg13309.t1
OG0004989	Em0018g1045a, Em0728g6a	jg13317.t1, jg13316.t1, jg13314.t1
OG0004991	Em0023g66a	jg8363.t1
OG0004993	Em0001g2410a	jg7964.t1, jg7961.t1, jg13471.t1
OG0004994	Em0009g1149a, Em0009g1136a, Em0009g1061a	jg1863.t1
OG0004995	Em0001g2532a, Em0001g2561a, Em0001g2630a, Em0001g2536a	jg4694.t1
OG0004996	Em0009g1216a	jg21541.t1, jg3949.t1
OG0004997	Em0014g584a	jg23250.t1
OG0004998	Em0005g1165a	jg12802.t1
OG0004999	Em0002g255a, Em0002g268a	jg4700.t1
OG0005000	Em0022g173a	jg4696.t1
OG0005001	Em0016g52a, Em0016g50a, Em0016g56a	jg23601.t1
OG0005003	Em0015g552a, Em0015g527a	jg4541.t1, jg4541.t2
OG0005004	Em0009g521a, Em0023g63a	jg3427.t1
OG0005005	Em0018g165a	jg24233.t1
OG0005006	Em0016g129a	jg23600.t1, jg23599.t1
OG0005007	Em0011g1012a	jg8737.t1
OG0005008	Em0016g78a, Em0016g92a, Em0016g77a	jg23591.t1
OG0005009	Em0007g981a	jg2314.t1
OG0005010	Em0001g610a, Em0001g612a, Em0450g2a, Em0001g590a	jg19056.t1
OG0005012	Em0001g198a, Em0152g4a	jg19055.t1
OG0005013	Em0019g961a, Em0019g958a	jg1780.t1, jg1779.t1
OG0005014	Em0019g928a	jg28296.t1, jg28297.t1
OG0005016	Em0017g573a	jg25071.t1, jg8282.t1
OG0005017	Em0001g152a, Em0001g187a, Em0001g190a	jg19054.t1
OG0005018	Em0016g57a, Em0016g49a	jg23604.t1
OG0005019	Em0013g44a	jg2271.t1
OG0005020	Em0019g274a, Em0402g2a, Em0019g264a	jg28350.t1
OG0005021	Em0019g322a	jg28448.t1, jg28448.t2
OG0005022	Em0001g3376a, Em0604g4a	jg18983.t1
OG0005023	Em0019g55a, Em0019g58a	jg28466.t1, jg28466.t2
OG0005026	Em0005g68a, Em0005g61a, Em0005g66a	jg20322.t1
OG0005027	Em0665g4a, Em0019g840a	jg28524.t1
OG0005028	Em0019g887a, Em0019g886a	jg28548.t1
OG0005030	Em0019g347a	jg28294.t1
OG0005031	Em1224g1a, Em0017g957a	jg12529.t1, jg12528.t1
OG0005034	Em0009g138a, Em0009g162a	jg16748.t1, jg22724.t1
OG0005035	Em0009g974a	jg18698.t1
OG0005036	Em0028g32a, Em0028g48a	jg19935.t1
OG0005037	Em0014g847a, Em0014g848a	jg3590.t1, jg4184.t1, jg4190.t1
OG0005038	Em0023g595a	jg10424.t1, jg4994.t1
OG0005039	Em0005g135a, Em0005g180a, Em0005g149a	jg12526.t1
OG0005040	Em0019g903a, Em0019g899a, Em0019g901a	jg28539.t1
OG0005041	Em0022g423a	jg7220.t1, jg7220.t2
OG0005042	Em0011g545a	jg18703.t1
OG0005043	Em0005g145a, Em0005g176a	jg12521.t1, jg9585.t1
OG0005046	Em0008g975a	jg1845.t1
OG0005047	Em0028g47a, Em0028g46a, Em0028g33a	jg19937.t1
OG0005048	Em0023g379a	jg23124.t1, jg23127.t1, jg23122.t1
OG0005049	Em0023g715a, Em0023g722a	jg22451.t1, jg365.t1
OG0005050	Em0005g136a, Em0005g150a, Em0005g181a	jg12527.t1
OG0005051	Em0017g949a	jg21336.t1, jg20231.t1
OG0005052	Em0017g23a	jg11131.t1
OG0005053	Em0021g808a, Em0021g777a	jg11083.t1
OG0005054	Em0023g481a	jg8586.t1, jg14144.t1, jg17135.t1
OG0005055	Em0022g422a	jg7219.t1
OG0005056	Em1158g1a, Em0017g521a	jg11116.t1, jg11116.t2
OG0005057	Em0019g1119a	jg22976.t1, jg23119.t1
OG0005058	Em0010g25a, Em0145g1a, Em0023g681a, Em0023g758a	jg4328.t1
OG0005059	Em0023g483a	jg8589.t1, jg14146.t1, jg17138.t1
OG0005060	Em0020g234a, Em0020g237a	jg19999.t1
OG0005061	Em0001g1090a, Em0236g4a, Em0174g4a	jg22430.t1
OG0005062	Em0004g241a	jg12370.t1
OG0005064	Em0015g1232a, Em0015g1209a	jg10215.t1
OG0005065	Em0013g747a, Em0013g760a	jg12301.t1, jg4173.t1
OG0005066	Em0006g895a	jg6434.t1
OG0005067	Em0015g1238a, Em0015g1214a, Em0015g1237a	jg10211.t1
OG0005068	Em0020g222a, Em0020g209a	jg4167.t1, jg12294.t1
OG0005069	Em0011g182a, Em0011g188a, Em0011g173a	jg22428.t1
OG0005070	Em0006g791a, Em0006g746a, Em0006g896a	jg12298.t1, jg4171.t1
OG0005071	Em0017g35a, Em0017g41a	jg11137.t1
OG0005072	Em0008g1287a, Em0008g1292a, Em0015g1206a, Em0015g1205a	jg10220.t1
OG0005074	Em0019g892a, Em0019g895a, Em0019g891a	jg12814.t1
OG0005075	Em0005g893a	jg12839.t1
OG0005076	Em0007g1508a	jg8921.t1, jg8920.t1
OG0005077	Em0007g577a	jg22266.t1, jg7995.t1, jg26653.t1
OG0005078	Em0005g90a, Em0005g80a	jg12295.t1, jg4168.t1
OG0005079	Em0006g1010a	jg22401.t1
OG0005080	Em0001g235a	jg7991.t1, jg26650.t1, jg22269.t1
OG0005081	Em0016g989a	jg27123.t1, jg3581.t1
OG0005082	Em0009g711a, Em0009g694a	jg25425.t1, jg9626.t1
OG0005084	Em0016g1019a	jg18641.t1, jg22219.t1, jg13836.t1
OG0005086	Em0005g1068a, Em0005g1051a, Em0005g1037a	jg12861.t1
OG0005087	Em0016g1010a	jg25423.t1, jg9624.t1
OG0005088	Em0447g10a	jg29123.t1
OG0005090	Em0015g5a, Em0015g96a	jg13841.t1, jg13840.t1
OG0005091	Em0017g21a	jg11252.t1
OG0005092	Em0014g817a	jg19955.t1
OG0005094	Em0014g12a	jg12309.t1, jg12310.t1
OG0005095	Em0028g29a, Em0028g1a, Em0028g19a	jg19949.t1
OG0005096	Em0013g835a, Em0013g827a, Em0018g33a	jg16970.t1
OG0005098	Em0011g288a	jg11241.t1
OG0005099	Em0018g49a, Em0018g58a	jg11234.t1
OG0005100	Em0018g507a, Em0440g3a	jg16968.t1
OG0005101	Em0018g510a, Em0440g6a	jg23076.t1
OG0005102	Em0020g767a	jg30331.t1
OG0005103	Em0019g724a, Em0019g753a, Em0019g767a	jg28504.t1
OG0005105	Em0021g940a	jg16829.t1, jg16828.t1
OG0005106	Em0018g137a	jg11224.t1
OG0005107	Em0013g352a, Em0002g1829a, Em0002g1820a, Em0002g1827a	jg10949.t1
OG0005108	Em0003g817a, Em0003g778a	jg8250.t1
OG0005109	Em0003g173a, Em0003g178a, Em0003g182a	jg17428.t1
OG0005110	Em0019g1007a	jg28439.t1
OG0005112	Em0019g756a	jg28508.t1, jg28509.t1
OG0005113	Em0019g562a, Em0019g572a	jg28488.t1
OG0005114	Em0019g115a	jg28443.t1
OG0005115	Em0019g1149a, Em0019g1172a, Em0019g1165a	jg28221.t1
OG0005117	Em0007g1588a, Em0007g1515a, Em0010g924a	jg10098.t1
OG0005118	Em0003g1834a	jg20068.t1
OG0005119	Em0007g1360a, Em0064g21a	jg20046.t1
OG0005120	Em0003g1008a	jg17535.t1
OG0005121	Em0012g516a	jg17523.t1
OG0005123	Em0010g717a	jg10110.t1
OG0005124	Em0010g921a, Em0010g922a	jg10102.t1
OG0005125	Em0019g601a, Em0705g2a, Em0019g591a	jg28492.t1
OG0005126	Em0016g527a	jg26084.t2
OG0005127	Em0005g1626a	jg18768.t1
OG0005129	Em0023g910a	jg10117.t1
OG0005131	Em0007g1465a, Em0007g1449a	jg26082.t1
OG0005132	Em0001g1137a, Em0001g1127a	jg26076.t1
OG0005133	Em0023g898a, Em0032g29a	jg26085.t1
OG0005134	Em0003g48a, Em0003g47a, Em0003g49a	jg17400.t1
OG0005135	Em0005g1337a, Em0005g1336a	jg9663.t1, jg15530.t1
OG0005136	Em0005g1100a	jg1886.t1
OG0005137	Em0714g7a, Em0020g1000a	jg7940.t1, jg7941.t1
OG0005138	Em0008g1178a, Em0008g1195a	jg20680.t1
OG0005139	Em0305g8a, Em0306g6a, Em0015g738a	jg13942.t1
OG0005140	Em0008g976a	jg20610.t1, jg20610.t2
OG0005141	Em0007g295a, Em0007g313a	jg1208.t1, jg8636.t1
OG0005142	Em0008g535a	jg20834.t1
OG0005143	Em0001g675a	jg29894.t1
OG0005144	Em0007g1463a, Em0007g1447a	jg17404.t1
OG0005145	Em0014g916a, Em0014g909a	jg15065.t1, jg10462.t1, jg20842.t1
OG0005146	Em0015g1071a, Em0015g1064a	jg19348.t1, jg13453.t1
OG0005147	Em0020g101a, Em0020g97a	jg29820.t1
OG0005148	Em0016g166a	jg27342.t1, jg22572.t1
OG0005149	Em0015g732a, Em0305g3a	jg13947.t1
OG0005150	Em0021g113a, Em0021g101a	jg13985.t1
OG0005151	Em0020g1090a, Em0020g1092a	jg1113.t1, jg29873.t1
OG0005152	Em0011g518a	jg14757.t1
OG0005153	Em0008g1108a	jg20657.t1
OG0005154	Em0019g95a	jg28396.t1
OG0005155	Em0306g1a, Em0305g1a, Em0015g730a	jg13987.t1
OG0005156	Em0484g8a, Em0329g3a, Em0016g215a	jg9004.t1
OG0005157	Em0015g1142a, Em0015g1129a	jg13927.t2, jg13927.t1
OG0005158	Em0015g124a	jg26522.t1, jg18309.t1, jg23827.t1
OG0005161	Em0021g268a, Em0019g1011a	jg28419.t1
OG0005162	Em0001g1073a, Em0001g1111a	jg19085.t1
OG0005163	Em0016g419a, Em0016g444a	jg8877.t1
OG0005164	Em0016g69a, Em0016g83a	jg8871.t1
OG0005165	Em0016g38a, Em0016g42a	jg26525.t1, jg18312.t1, jg23824.t1
OG0005166	Em0024g52a, Em0024g88a	jg17516.t2, jg17516.t1
OG0005167	Em0007g78a	jg15773.t1, jg2956.t1
OG0005169	Em0019g1097a	jg4020.t1, jg4002.t1, jg22249.t1
OG0005170	Em0005g1346a, Em0849g4a	jg13267.t1, jg26933.t1
OG0005172	Em0007g626a	jg17487.t1
OG0005173	Em0007g619a	jg17498.t1
OG0005174	Em0032g28a	jg17507.t1, jg17507.t2
OG0005176	Em0003g335a, Em0003g342a	jg17964.t1
OG0005177	Em0019g82a, Em0019g91a	jg28008.t1
OG0005178	Em0005g1183a	jg13275.t1
OG0005179	Em0001g726a, Em0001g749a, Em0001g753a	jg19026.t1
OG0005180	Em0009g278a	jg3642.t1
OG0005181	Em0013g571a, Em0013g560a, Em0013g570a, Em0013g559a	jg2693.t1
OG0005182	Em0013g252a	jg2374.t1
OG0005184	Em0005g1177a	jg14106.t1, jg13073.t1, jg13290.t1
OG0005185	Em0018g266a	jg9046.t1, jg24785.t1
OG0005186	Em0019g652a	jg23067.t2, jg23067.t1
OG0005187	Em0024g58a, Em0024g83a	jg17467.t1
