Orthogroup	Ephydatia_Emu_v1_prots	Human_UP000005640_9606
OG0005977	Em0004g72a	sp|Q13057|COASY_HUMAN
OG0005979	Em0004g73a	sp|Q9NRM2|ZN277_HUMAN
OG0005983	Em0003g1249a	sp|O14727|APAF_HUMAN
OG0005988	Em0019g1027a	sp|Q10471|GALT2_HUMAN
OG0005991	Em0009g1019a	sp|Q9UBD5|ORC3_HUMAN
OG0005994	Em0016g162a	sp|P42766|RL35_HUMAN
OG0005996	Em0003g1559a	sp|Q9UKF7|PITC1_HUMAN
OG0005998	Em0022g539a	sp|O75330|HMMR_HUMAN
OG0006000	Em0015g902a	sp|Q14667|K0100_HUMAN
OG0006002	Em0023g569a	sp|Q6ZTR5|CFA47_HUMAN
OG0006003	Em0005g1671a	sp|Q8IW35|CEP97_HUMAN
OG0006008	Em0003g1372a	sp|Q969R8|ITFG2_HUMAN
OG0006011	Em0013g28a	sp|Q14CB8|RHG19_HUMAN
OG0006018	Em0068g4a	sp|Q8TBZ6|TM10A_HUMAN
OG0006020	Em0014g252a	sp|Q8TF74|WIPF2_HUMAN, sp|A6NGB9|WIPF3_HUMAN, sp|O43516|WIPF1_HUMAN
OG0006021	Em0018g40a	sp|Q9UQ90|SPG7_HUMAN
OG0006024	Em0023g507a	sp|Q99417|MYCBP_HUMAN
OG0006030	Em0010g138a	sp|Q96C74|ROP1L_HUMAN
OG0006031	Em0005g1545a	sp|Q16394|EXT1_HUMAN
OG0006033	Em0015g175a	sp|O43462|MBTP2_HUMAN
OG0006035	Em0018g565a	sp|Q9BUV8|RCAF1_HUMAN
OG0006036	Em0015g644a	sp|P32754|HPPD_HUMAN
OG0006039	Em0015g28a	sp|Q9H6U6|BCAS3_HUMAN
OG0006040	Em0018g564a	sp|P47224|MSS4_HUMAN
OG0006043	Em0005g1544a	sp|Q53H82|LACB2_HUMAN
OG0006045	Em0016g184a	sp|Q8N1B4|VPS52_HUMAN
OG0006047	Em0011g134a	sp|Q92698|RAD54_HUMAN
OG0006050	Em0005g1635a	sp|O60942|MCE1_HUMAN
OG0006052	Em0005g1442a	sp|O14730|RIOK3_HUMAN
OG0006055	Em0016g287a	sp|Q5SWX8|ODR4_HUMAN
OG0006061	Em0007g11a	sp|P60059|SC61G_HUMAN
OG0006063	Em0012g989a	sp|Q86VW0|SESD1_HUMAN
OG0006068	Em0004g139a	sp|Q8N3J3|HROB_HUMAN
OG0006070	Em0011g243a	sp|Q6P4F2|FDX2_HUMAN
OG0006073	Em0003g1874a	sp|Q9BZZ5|API5_HUMAN
OG0006080	Em0009g98a	sp|Q969V3|NCLN_HUMAN
OG0006081	Em0021g559a	sp|Q9HD45|TM9S3_HUMAN
OG0006084	Em0008g151a	sp|Q5JXC2|MIIP_HUMAN
OG0006088	Em0016g105a	sp|Q10713|MPPA_HUMAN
OG0006095	Em0003g345a	sp|Q9Y606|TRUA_HUMAN
OG0006096	Em0009g762a	sp|Q9H8E8|CSR2B_HUMAN
OG0006101	Em0021g288a	sp|Q16540|RM23_HUMAN
OG0006106	Em0018g360a	sp|Q6P3X3|TTC27_HUMAN
OG0006117	Em0022g694a	sp|Q8NHS4|CLHC1_HUMAN
OG0006120	Em0018g333a	sp|P08574|CY1_HUMAN
OG0006125	Em0021g771a	sp|Q9NPJ6|MED4_HUMAN
OG0006126	Em0018g290a	sp|P0C7P4|UCRIL_HUMAN, sp|P47985|UCRI_HUMAN
OG0006128	Em0011g1179a	sp|Q7Z2K6|ERMP1_HUMAN
OG0006131	Em0015g1157a	sp|Q9ULK4|MED23_HUMAN
OG0006132	Em0020g230a	sp|O14964|HGS_HUMAN
OG0006138	Em0022g716a	sp|Q6YHU6|THADA_HUMAN
OG0006141	Em0005g1591a	sp|Q96D46|NMD3_HUMAN
OG0006142	Em0459g6a, Em0014g79a	sp|O95352|ATG7_HUMAN
OG0006143	Em0011g416a	sp|Q96BR5|COA7_HUMAN
OG0006144	Em0012g1047a	sp|Q15042|RB3GP_HUMAN
OG0006146	Em0020g85a	sp|P49005|DPOD2_HUMAN
OG0006147	Em0032g18a	sp|Q96TA2|YMEL1_HUMAN
OG0006148	Em0023g265a	sp|Q8NEM0|MCPH1_HUMAN
OG0006158	Em0023g433a	sp|O00522|KRIT1_HUMAN
OG0006159	Em0023g435a	sp|P29803|ODPAT_HUMAN, sp|P08559|ODPA_HUMAN
OG0006164	Em0004g1583a	sp|Q13617|CUL2_HUMAN
OG0006165	Em0022g925a	sp|P42785|PCP_HUMAN
OG0006166	Em0004g1709a	sp|Q8N0X7|SPART_HUMAN
OG0006167	Em0019g240a	sp|Q9Y2X0|MED16_HUMAN
OG0006168	Em0011g1027a	sp|Q4L235|ACSF4_HUMAN
OG0006170	Em0023g815a	sp|Q9Y6R4|M3K4_HUMAN
OG0006178	Em0022g329a	sp|Q9P2G9|KLHL8_HUMAN
OG0006181	Em0021g636a	sp|Q9P2Y5|UVRAG_HUMAN
OG0006183	Em0015g612a	sp|P05387|RLA2_HUMAN
OG0006189	Em0005g1479a	sp|Q9NV88|INT9_HUMAN
OG0006195	Em0015g802a	sp|Q9BT92|TCHP_HUMAN
OG0006197	Em0016g904a	sp|Q9NZ71|RTEL1_HUMAN
OG0006200	Em0571g3a	sp|Q07326|PIGF_HUMAN
OG0006205	Em0019g848a, Em0019g854a	sp|P46952|3HAO_HUMAN
OG0006212	Em0009g1281a	sp|Q8WWB7|GLMP_HUMAN
OG0006217	Em0016g183a	sp|Q8N653|LZTR1_HUMAN
OG0006230	Em0011g828a	sp|Q5JPH6|SYEM_HUMAN
OG0006231	Em0013g548a	sp|Q5T4F4|ZFY27_HUMAN
OG0006232	Em0006g1002a	sp|Q96MW5|COG8_HUMAN
OG0006234	Em0016g64a	sp|Q5QJE6|TDIF2_HUMAN
OG0006239	Em0020g173a	sp|Q9BW27|NUP85_HUMAN
OG0006242	Em0018g1006a	sp|Q96BZ9|TBC20_HUMAN
OG0006243	Em0009g605a	sp|O43181|NDUS4_HUMAN
OG0006244	Em0005g1380a	sp|Q96G46|DUS3L_HUMAN
OG0006250	Em0008g1081a	sp|P35998|PRS7_HUMAN
OG0006251	Em0013g825a	sp|P17174|AATC_HUMAN
OG0006252	Em0162g4a	sp|P46779|RL28_HUMAN
OG0006256	Em0019g1221a	sp|Q9NZM5|NOP53_HUMAN
OG0006258	Em0023g712a	sp|Q99459|CDC5L_HUMAN
OG0006261	Em0008g969a	sp|Q9UET6|TRM7_HUMAN
OG0006265	Em0001g3794a	sp|Q9BU61|NDUF3_HUMAN
OG0006266	Em0011g418a	sp|Q9BRX9|WDR83_HUMAN
OG0006267	Em0005g1115a, Em0008g1014a	sp|P58012|FOXL2_HUMAN
OG0006268	Em0005g1538a	sp|Q8TDD1|DDX54_HUMAN
OG0006271	Em0005g1537a	sp|Q12797|ASPH_HUMAN
OG0006280	Em0021g263a	sp|Q9NVD7|PARVA_HUMAN, sp|Q9HBI1|PARVB_HUMAN
OG0006283	Em0162g8a	sp|Q9H6R0|DHX33_HUMAN
OG0006284	Em0016g273a	sp|Q9NQE7|TSSP_HUMAN
OG0006285	Em0011g142a	sp|Q8IWX8|CHERP_HUMAN
OG0006286	Em0013g811a	sp|Q8WUX9|CHMP7_HUMAN
OG0006291	Em0015g469a, Em0015g465a	sp|Q9H6X4|TM134_HUMAN
OG0006294	Em0012g914a	sp|Q6ZU64|CFA65_HUMAN
OG0006295	Em0012g902a	sp|Q15542|TAF5_HUMAN
OG0006299	Em0013g227a	sp|Q96EX3|DC2I2_HUMAN
OG0006302	Em0014g781a, Em0014g770a	sp|P62333|PRS10_HUMAN
OG0006304	Em0008g846a	sp|Q9NW82|WDR70_HUMAN
OG0006306	Em0008g1237a, Em0008g1253a	sp|O94983|CMTA2_HUMAN, sp|Q9Y6Y1|CMTA1_HUMAN
OG0006311	Em0020g729a, Em0020g784a	sp|Q15287|RNPS1_HUMAN
OG0006312	Em0022g293a	sp|P40938|RFC3_HUMAN
OG0006316	Em0010g259a	sp|P56597|NDK5_HUMAN
OG0006321	Em0007g251a	sp|P78318|IGBP1_HUMAN, tr|A0A1W2PR95|A0A1W2PR95_HUMAN
OG0006328	Em0011g12a	sp|Q8WZA1|PMGT1_HUMAN
OG0006329	Em0019g769a	sp|Q9UNH7|SNX6_HUMAN, sp|Q86XE0|SNX32_HUMAN
OG0006330	Em0011g20a	sp|Q96SU4|OSBL9_HUMAN
OG0006331	Em0011g107a, Em0011g90a	sp|Q3ZCV2|LEXM_HUMAN
OG0006332	Em0019g751a	sp|O43815|STRN_HUMAN, sp|Q13033|STRN3_HUMAN
OG0006334	Em0008g1070a	sp|P21127|CD11B_HUMAN, sp|Q9UQ88|CD11A_HUMAN
OG0006336	Em0023g20a	sp|Q13156|RFA4_HUMAN, sp|P15927|RFA2_HUMAN
OG0006339	Em0011g360a	sp|Q9Y4Z0|LSM4_HUMAN
OG0006340	Em0022g666a	sp|P43234|CATO_HUMAN
OG0006341	Em0022g302a	sp|Q9BU76|MMTA2_HUMAN
OG0006342	Em0015g1184a	sp|Q9H741|SPRNG_HUMAN
OG0006343	Em0020g1073a, Em0020g1078a	sp|Q2KHT3|CL16A_HUMAN
OG0006348	Em0020g950a	sp|Q9Y519|T184B_HUMAN, sp|Q6ZMB5|T184A_HUMAN
OG0006351	Em0018g976a, Em0508g8a	sp|A5PLL7|PDES1_HUMAN
OG0006352	Em0019g283a	sp|Q9UBI1|COMD3_HUMAN
OG0006353	Em0019g581a	sp|Q9NUW8|TYDP1_HUMAN
OG0006354	Em0013g312a	sp|Q92685|ALG3_HUMAN
OG0006355	Em0018g979a, Em0508g5a	sp|Q49B96|COX19_HUMAN
OG0006359	Em0021g584a	sp|Q9HBM6|TAF9B_HUMAN, sp|Q16594|TAF9_HUMAN
OG0006360	Em0023g357a	sp|Q96DM3|RMC1_HUMAN
OG0006361	Em0023g786a	sp|Q8WVM0|TFB1M_HUMAN, sp|Q9H4L7|SMRCD_HUMAN
OG0006365	Em0022g283a	sp|P36551|HEM6_HUMAN
OG0006368	Em0012g387a, Em0448g2a	sp|Q9H477|RBSK_HUMAN
OG0006371	Em0007g26a, Em0007g15a	sp|A8MV24|CQ098_HUMAN
OG0006372	Em0007g31a	sp|O14576|DC1I1_HUMAN, sp|Q13409|DC1I2_HUMAN
OG0006373	Em0011g1069a	sp|Q567U6|CCD93_HUMAN
OG0006374	Em0011g871a	sp|Q7LG56|RIR2B_HUMAN, sp|P31350|RIR2_HUMAN
OG0006376	Em0011g645a	sp|Q13474|DRP2_HUMAN
OG0006377	Em0007g38a	sp|Q53HV7|SMUG1_HUMAN
OG0006379	Em0011g964a	sp|Q8NC51|PAIRB_HUMAN, sp|Q5JVS0|HABP4_HUMAN
OG0006380	Em0016g1101a, Em0016g1083a	sp|Q9UER7|DAXX_HUMAN
OG0006385	Em0017g19a	sp|Q9NQ94|A1CF_HUMAN
OG0006386	Em0011g361a	sp|Q9Y285|SYFA_HUMAN
OG0006387	Em0008g413a	sp|P60174|TPIS_HUMAN
OG0006388	Em0023g545a, Em0023g547a	sp|Q92562|FIG4_HUMAN
OG0006391	Em0013g645a, Em0013g622a	sp|P30876|RPB2_HUMAN
OG0006392	Em0021g984a	sp|Q8NBM4|UBAC2_HUMAN
OG0006393	Em0002g1803a	sp|Q68CP4|HGNAT_HUMAN
OG0006394	Em0021g988a	sp|P16333|NCK1_HUMAN, sp|O43639|NCK2_HUMAN
OG0006395	Em0017g936a, Em0401g3a	sp|Q9HCE5|MET14_HUMAN
OG0006398	Em0010g723a, Em0010g722a	sp|Q14680|MELK_HUMAN
OG0006400	Em0004g1459a, Em0004g1422a	sp|Q86XP3|DDX42_HUMAN
OG0006403	Em0001g1158a, Em0001g1243a	sp|Q13564|ULA1_HUMAN
OG0006405	Em0018g498a	sp|A6NE52|WDR97_HUMAN
OG0006407	Em0030g23a, Em0008g395a	sp|Q96LB3|IFT74_HUMAN
OG0006409	Em0001g1313a	sp|Q8NCE2|MTMRE_HUMAN, sp|Q8IZL9|CDK20_HUMAN
OG0006411	Em0019g966a	sp|O95479|G6PE_HUMAN
OG0006413	Em0015g90a	sp|Q8N1T3|MYO1H_HUMAN, sp|O00159|MYO1C_HUMAN
OG0006415	Em0088g7a, Em0015g344a	sp|Q9H7X7|IFT22_HUMAN
OG0006416	Em0001g1293a	sp|Q49AH0|CDNF_HUMAN, sp|P55145|MANF_HUMAN
OG0006419	Em0015g1009a	sp|O00217|NDUS8_HUMAN
OG0006420	Em0015g908a	sp|O75575|RPC9_HUMAN
OG0006423	Em0015g1050a	sp|Q9BRX2|PELO_HUMAN
OG0006429	Em0015g935a	sp|P53671|LIMK2_HUMAN, sp|P53667|LIMK1_HUMAN
OG0006430	Em0002g976a	sp|P62314|SMD1_HUMAN
OG0006431	Em0015g920a	sp|Q8N983|RM43_HUMAN
OG0006432	Em0015g982a	sp|Q86X19|TMM17_HUMAN
OG0006433	Em0013g225a, Em0013g229a	sp|Q9BXY0|MAK16_HUMAN
OG0006436	Em0011g831a	sp|Q8NEA6|GLIS3_HUMAN, sp|Q8NBF1|GLIS1_HUMAN
OG0006437	Em0014g155a	sp|Q15020|SART3_HUMAN
OG0006438	Em0010g814a, Em0273g3a	sp|Q9UI09|NDUAC_HUMAN
OG0006439	Em0022g492a	sp|Q8WYB5|KAT6B_HUMAN, sp|Q92794|KAT6A_HUMAN
OG0006441	Em0014g137a	sp|Q9H4K1|RIBC2_HUMAN
OG0006442	Em0021g571a	sp|P83876|TXN4A_HUMAN
OG0006443	Em0028g22a	sp|P53041|PPP5_HUMAN, sp|E7EU14|PP5D1_HUMAN
OG0006444	Em0016g950a, Em0137g14a	sp|P25440|BRD2_HUMAN
OG0006445	Em0001g1442a	sp|O75312|ZPR1_HUMAN
OG0006447	Em0013g829a, Em0013g833a	sp|Q9H173|SIL1_HUMAN
OG0006448	Em0014g133a, Em1034g3a	sp|O14717|TRDMT_HUMAN
OG0006450	Em0014g767a, Em0014g778a	sp|Q8N9N7|LRC57_HUMAN
OG0006451	Em0009g1268a, Em0009g1269a	sp|P54098|DPOG1_HUMAN
OG0006453	Em0009g1260a, Em0009g1259a	sp|Q8WUQ7|CATIN_HUMAN
OG0006455	Em0003g1481a	sp|P18859|ATP5J_HUMAN
OG0006458	Em0023g749a	sp|Q9Y2K9|STB5L_HUMAN, sp|Q5T5C0|STXB5_HUMAN
OG0006459	Em0016g1107a	sp|Q86TH1|ATL2_HUMAN
OG0006464	Em0009g1062a, Em0009g1151a	sp|Q8TED0|UTP15_HUMAN
OG0006465	Em0003g1480a, Em0003g1470a	sp|Q9NQZ5|STAR7_HUMAN
OG0006466	Em0014g777a, Em0014g766a	sp|A6NLP5|TTC36_HUMAN
OG0006472	Em0002g1885a	sp|Q9P0M6|H2AW_HUMAN, sp|O75367|H2AY_HUMAN
OG0006473	Em0021g133a, Em0021g143a	sp|Q96GG9|DCNL1_HUMAN
OG0006474	Em0010g800a	sp|Q9Y3Q3|TMED3_HUMAN, sp|Q9Y3B3|TMED7_HUMAN
OG0006475	Em0021g27a	sp|P34949|MPI_HUMAN
OG0006478	Em0009g1073a	sp|O96011|PX11B_HUMAN, sp|O75192|PX11A_HUMAN
OG0006479	Em0005g1450a	sp|Q9H1U9|S2551_HUMAN, sp|Q3SY17|S2552_HUMAN
OG0006483	Em0016g546a	sp|Q6ZMI0|PPR21_HUMAN
OG0006484	Em0009g983a	sp|Q9UPR6|ZFR2_HUMAN, sp|Q96KR1|ZFR_HUMAN
OG0006488	Em0009g484a, Em0044g24a	sp|Q96M91|CFA53_HUMAN
OG0006490	Em0007g256a	sp|Q9HAB8|PPCS_HUMAN
OG0006491	Em0007g258a	sp|Q9BY49|PECR_HUMAN
OG0006494	Em0023g141a, Em0023g130a	sp|P60228|EIF3E_HUMAN
OG0006495	Em0012g855a	sp|Q969T7|5NT3B_HUMAN, sp|Q9H0P0|5NT3A_HUMAN
OG0006497	Em0002g648a, Em0002g796a	sp|Q6ZYL4|TF2H5_HUMAN
OG0006498	Em0019g1163a, Em0019g1146a	sp|Q9NVA4|T184C_HUMAN
OG0006500	Em0022g380a, Em0022g384a	sp|Q01804|OTUD4_HUMAN
OG0006501	Em0774g4a, Em0003g1424a	sp|Q8NDL9|CBPC5_HUMAN
OG0006503	Em0023g68a	sp|Q5T4T6|SYC2L_HUMAN, sp|Q9BX26|SYCP2_HUMAN
OG0006505	Em0016g118a	sp|Q9Y399|RT02_HUMAN
OG0006506	Em0776g7a, Em0011g70a	sp|Q9H553|ALG2_HUMAN
OG0006507	Em0016g1164a, Em0016g1130a	sp|Q6ZQR2|CFA77_HUMAN
OG0006508	Em0016g1066a	sp|Q12894|IFRD2_HUMAN, sp|O00458|IFRD1_HUMAN
OG0006510	Em0016g340a, Em0016g347a	sp|Q9UBF8|PI4KB_HUMAN
OG0006511	Em0021g61a	sp|Q5SVS4|KMCP1_HUMAN, sp|O95258|UCP5_HUMAN
OG0006513	Em0015g1265a	sp|Q9BXI6|TB10A_HUMAN, sp|Q4KMP7|TB10B_HUMAN
OG0006514	Em0011g8a	sp|O75323|NIPS2_HUMAN, sp|Q9BPW8|NIPS1_HUMAN
OG0006515	Em0016g285a	sp|Q96GR4|ZDH12_HUMAN
OG0006516	Em0015g105a	sp|Q9UBR1|BUP1_HUMAN
OG0006517	Em0016g350a, Em0016g349a	sp|P99999|CYC_HUMAN
OG0006518	Em0015g1243a, Em0015g1220a	sp|A0JLT2|MED19_HUMAN
OG0006519	Em0015g1261a	sp|Q99700|ATX2_HUMAN, sp|Q8WWM7|ATX2L_HUMAN
OG0006520	Em0015g828a, Em0015g866a	sp|Q9NZD2|GLTP_HUMAN
OG0006523	Em0009g923a, Em0009g937a	sp|Q13111|CAF1A_HUMAN
OG0006524	Em0015g65a	sp|Q8N4T4|ARG39_HUMAN
OG0006527	Em0011g484a, Em0435g6a	sp|Q8TCX1|DC2L1_HUMAN
OG0006529	Em0009g1110a, Em0009g1076a	sp|O43776|SYNC_HUMAN
OG0006530	Em0004g942a	sp|Q15907|RB11B_HUMAN, sp|P62491|RB11A_HUMAN
OG0006531	Em0015g759a	sp|Q15813|TBCE_HUMAN
OG0006534	Em0009g1174a	sp|Q7Z4I7|LIMS2_HUMAN, sp|P48059|LIMS1_HUMAN
OG0006536	Em0006g1174a	sp|P57075|UBS3A_HUMAN, sp|Q8TF42|UBS3B_HUMAN
OG0006537	Em0005g1658a	sp|Q96GY0|ZC21A_HUMAN, sp|Q5TFG8|ZC21B_HUMAN
OG0006540	Em0008g831a	sp|Q9H0M4|ZCPW1_HUMAN
OG0006541	Em0020g976a, Em0354g4a	sp|Q8TBP0|TBC16_HUMAN
OG0006542	Em0006g1007a	sp|P0CG08|GPHRB_HUMAN, sp|B7ZAQ6|GPHRA_HUMAN
OG0006544	Em0022g246a	sp|Q9HC07|TM165_HUMAN
OG0006546	Em0018g428a	sp|Q9UNZ2|NSF1C_HUMAN, sp|Q14CS0|UBX2B_HUMAN
OG0006550	Em0006g1000a	sp|Q92542|NICA_HUMAN
OG0006551	Em0003g733a	sp|Q8NB37|GALD1_HUMAN
OG0006552	Em0003g680a	sp|O75807|PR15A_HUMAN, sp|Q5SWA1|PR15B_HUMAN
OG0006553	Em0003g656a	sp|A4QPB2|LRP5L_HUMAN
OG0006554	Em0003g722a	sp|Q6ICG6|K0930_HUMAN
OG0006555	Em0023g711a	sp|Q6ZN84|CCD81_HUMAN
OG0006556	Em0010g873a	sp|Q9Y4E6|WDR7_HUMAN, sp|Q3MJ13|WDR72_HUMAN
OG0006557	Em0023g710a	sp|P49336|CDK8_HUMAN, sp|Q9BWU1|CDK19_HUMAN
OG0006558	Em0022g241a	sp|Q9NWT1|PK1IP_HUMAN
OG0006559	Em0011g16a	sp|P17568|NDUB7_HUMAN
OG0006562	Em0010g663a, Em0010g680a	sp|Q9NWT6|HIF1N_HUMAN
OG0006563	Em0010g64a, Em0010g58a	sp|Q9UL45|BL1S6_HUMAN
OG0006566	Em0003g42a	sp|Q9NQ39|RS10L_HUMAN, sp|P46783|RS10_HUMAN
OG0006567	Em0016g30a	sp|Q8TDZ2|MICA1_HUMAN
OG0006570	Em0003g289a, Em0091g1a	sp|Q6TDU7|DNAI7_HUMAN
OG0006571	Em0019g616a, Em0019g609a	sp|Q8WUX2|CHAC2_HUMAN
OG0006572	Em0019g608a, Em0019g615a	sp|Q9NUM3|S39A9_HUMAN
OG0006573	Em0019g1154a, Em0019g1175a	sp|Q92466|DDB2_HUMAN
OG0006576	Em0005g1597a	sp|P16260|GDC_HUMAN
OG0006578	Em0005g1644a, Em0949g1a	sp|Q8TAF3|WDR48_HUMAN
OG0006579	Em0005g1161a	sp|Q9NX57|RAB20_HUMAN
OG0006580	Em0019g618a, Em0019g611a	sp|Q13190|STX5_HUMAN
OG0006582	Em0019g698a	sp|Q9UQ07|MOK_HUMAN
OG0006584	Em0013g759a, Em0013g748a	sp|P52701|MSH6_HUMAN
OG0006585	Em0005g1654a	sp|O60216|RAD21_HUMAN, sp|Q9H4I0|RD21L_HUMAN
OG0006586	Em0004g1012a, Em0068g16a	sp|Q8IWA6|CCD60_HUMAN
OG0006588	Em0009g1199a	sp|Q8IXI2|MIRO1_HUMAN, sp|Q8IXI1|MIRO2_HUMAN
OG0006589	Em0005g1641a	sp|Q9BT43|RPC7L_HUMAN, sp|O15318|RPC7_HUMAN
OG0006591	Em0018g1187a, Em0018g1182a	sp|P20042|IF2B_HUMAN
OG0006592	Em0019g664a	sp|P60880|SNP25_HUMAN, sp|O00161|SNP23_HUMAN
OG0006593	Em0019g714a, Em0019g721a	sp|Q562E7|WDR81_HUMAN
OG0006594	Em0018g426a	sp|Q16533|SNPC1_HUMAN
OG0006595	Em0023g453a	sp|Q70E73|RAPH1_HUMAN, sp|Q7Z5R6|AB1IP_HUMAN
OG0006596	Em0009g973a	sp|Q8TEY5|CR3L4_HUMAN, sp|Q68CJ9|CR3L3_HUMAN
OG0006597	Em0011g169a	sp|Q6PGQ7|BORA_HUMAN
OG0006598	Em0005g1647a	sp|O95807|TM50A_HUMAN, sp|P56557|TM50B_HUMAN
OG0006600	Em0023g113a	sp|O43324|MCA3_HUMAN
OG0006601	Em0023g26a	sp|P37108|SRP14_HUMAN
OG0006602	Em0011g35a	sp|P09661|RU2A_HUMAN
OG0006603	Em0023g25a	sp|P52758|RIDA_HUMAN
OG0006604	Em0011g30a	sp|Q5VTQ0|TT39B_HUMAN, sp|Q5SRH9|TT39A_HUMAN
OG0006605	Em0022g608a, Em0022g614a	sp|Q04671|P_HUMAN
OG0006609	Em0022g425a	sp|Q6STE5|SMRD3_HUMAN, sp|Q96GM5|SMRD1_HUMAN
OG0006610	Em0015g298a, Em0015g306a	sp|O14802|RPC1_HUMAN
OG0006611	Em0015g1012a	sp|Q9NQG7|HPS4_HUMAN
OG0006612	Em0023g653a	sp|Q9BW62|KATL1_HUMAN, sp|O75449|KTNA1_HUMAN
OG0006613	Em0015g1010a	sp|Q9BSU1|PHAF1_HUMAN
OG0006615	Em0008g61a	sp|Q8N1D5|CA158_HUMAN
OG0006616	Em0023g307a	sp|Q13823|NOG2_HUMAN
OG0006617	Em0012g168a, Em0003g1636a	sp|Q9Y3D6|FIS1_HUMAN
OG0006618	Em0013g986a, Em0013g1008a	sp|Q96RS0|TGS1_HUMAN
OG0006621	Em0015g1011a	sp|Q9Y584|TIM22_HUMAN
OG0006622	Em0009g975a	sp|Q9BQD3|KXDL1_HUMAN
OG0006624	Em0006g717a	sp|Q9Y296|TPPC4_HUMAN
OG0006625	Em0022g256a, Em0022g267a	sp|Q8NE18|NSUN7_HUMAN
OG0006626	Em0021g290a	sp|Q07960|RHG01_HUMAN, sp|P85298|RHG08_HUMAN
OG0006627	Em0015g110a	sp|P62826|RAN_HUMAN
OG0006628	Em0021g267a	sp|Q9P0T7|TMEM9_HUMAN, sp|Q9NQ34|TMM9B_HUMAN
OG0006629	Em0018g810a	sp|Q7Z4H8|PLGT3_HUMAN, sp|Q6UW63|PLGT2_HUMAN
OG0006630	Em0016g1071a	sp|O43156|TTI1_HUMAN
OG0006631	Em0023g312a	sp|Q14684|RRP1B_HUMAN, sp|P56182|RRP1_HUMAN
OG0006632	Em0021g264a	sp|Q9NYS0|KBRS1_HUMAN, sp|Q9NYR9|KBRS2_HUMAN
OG0006633	Em0015g305a, Em0015g297a	sp|Q8NBZ0|IN80E_HUMAN
OG0006634	Em0012g1049a	sp|Q68D20|PMS2L_HUMAN, sp|P54278|PMS2_HUMAN
OG0006635	Em0015g1161a	sp|Q96QK8|SIM14_HUMAN
OG0006636	Em0016g1049a	sp|P49207|RL34_HUMAN
OG0006637	Em0395g16a, Em0021g841a	sp|Q08623|HDHD1_HUMAN
OG0006638	Em0011g83a	sp|P36969|GPX4_HUMAN
OG0006639	Em0021g273a	sp|Q92523|CPT1B_HUMAN, sp|P50416|CPT1A_HUMAN
OG0006643	Em0021g280a, Em0762g2a	sp|Q6ZXV5|TMTC3_HUMAN
OG0006644	Em0012g1040a	sp|Q14168|MPP2_HUMAN, sp|Q9NZW5|PALS2_HUMAN
OG0006648	Em0011g217a	sp|C9JJ37|BTBDJ_HUMAN
OG0006649	Em0007g756a	sp|Q5T8D3|ACBD5_HUMAN
OG0006650	Em0007g527a	sp|Q9UBS8|RNF14_HUMAN
OG0006651	Em0011g759a	sp|Q9UBQ6|EXTL2_HUMAN
OG0006655	Em0011g88a, Em0011g105a	sp|Q86X55|CARM1_HUMAN
OG0006656	Em0023g820a	sp|Q7L1T6|NB5R4_HUMAN
OG0006657	Em0023g327a	sp|P82933|RT09_HUMAN
OG0006658	Em0012g1052a	sp|O43283|M3K13_HUMAN, sp|Q12852|M3K12_HUMAN
OG0006659	Em0016g75a	sp|Q96EY5|MB12A_HUMAN, sp|Q9H7P6|MB12B_HUMAN
OG0006662	Em0012g1039a	sp|Q9NUQ6|SPS2L_HUMAN, sp|Q86XZ4|SPAS2_HUMAN
OG0006664	Em0001g229a, Em0001g212a	sp|Q9ULR0|ISY1_HUMAN
OG0006665	Em0011g82a	sp|Q9BUB5|MKNK1_HUMAN, sp|Q9HBH9|MKNK2_HUMAN
OG0006666	Em0021g665a	sp|Q8TC92|ENOX1_HUMAN, sp|Q16206|ENOX2_HUMAN
OG0006667	Em0020g649a	sp|Q9HA92|RSAD1_HUMAN
OG0006669	Em0011g786a	sp|Q9Y265|RUVB1_HUMAN
OG0006671	Em0495g2a, Em0019g104a	sp|Q9NPG2|NGB_HUMAN
OG0006672	Em0008g1184a, Em0008g1201a	sp|Q9Y221|NIP7_HUMAN
OG0006675	Em0007g70a	sp|P34897|GLYM_HUMAN, sp|P34896|GLYC_HUMAN
OG0006676	Em0776g2a, Em0011g76a	sp|Q9H611|PIF1_HUMAN
OG0006677	Em0002g747a	sp|P46087|NOP2_HUMAN
OG0006679	Em0016g549a	sp|P31689|DNJA1_HUMAN, sp|Q8WW22|DNJA4_HUMAN
OG0006680	Em0016g88a	sp|Q9NR46|SHLB2_HUMAN, sp|Q9Y371|SHLB1_HUMAN
OG0006681	Em0015g675a	sp|Q13829|BACD2_HUMAN, sp|Q9H3F6|BACD3_HUMAN
OG0006683	Em0001g1136a, Em0001g1126a	sp|Q9BR77|CCD77_HUMAN
OG0006684	Em0014g38a	sp|P08567|PLEK_HUMAN, sp|Q9NYT0|PLEK2_HUMAN
OG0006687	Em0657g3a, Em0008g1259a	sp|P42898|MTHR_HUMAN
OG0006688	Em0005g235a, Em0005g239a	sp|Q9UI12|VATH_HUMAN
OG0006689	Em0049g18a, Em0007g155a	sp|Q9Y2I8|WDR37_HUMAN
OG0006692	Em0114g16a	sp|Q8NCE0|SEN2_HUMAN
