HOG	OG	Gene Tree Parent Clade	Amphimedon_UP000007879_400682	Ephydatia_Emu_v1_prots	Human_UP000005640_9606	Niphates_augustus.hints.aa
N2.HOG0014427	OG0016933	-	tr|A0A1X7UD20|A0A1X7UD20_AMPQE			jg5998.t1
N2.HOG0014428	OG0016934	-	tr|A0A1X7UD57|A0A1X7UD57_AMPQE, tr|A0A1X7UE12|A0A1X7UE12_AMPQE			
N2.HOG0014429	OG0016935	-	tr|A0A1X7UDB2|A0A1X7UDB2_AMPQE			jg22618.t1
N2.HOG0014430	OG0016936	-	tr|A0A1X7UDB9|A0A1X7UDB9_AMPQE			jg23241.t1
N2.HOG0014431	OG0016938	-	tr|A0A1X7UV97|A0A1X7UV97_AMPQE, tr|A0A1X7UDF3|A0A1X7UDF3_AMPQE			
N2.HOG0014432	OG0016939	-	tr|A0A1X7UDG5|A0A1X7UDG5_AMPQE			jg8352.t1
N2.HOG0014433	OG0016940	-	tr|A0A1X7UDG7|A0A1X7UDG7_AMPQE			jg12829.t1
N2.HOG0014434	OG0016941	-	tr|A0A1X7UDI6|A0A1X7UDI6_AMPQE			jg13831.t1
N2.HOG0014435	OG0016942	-	tr|A0A1X7UDJ2|A0A1X7UDJ2_AMPQE, tr|A0A1X7V201|A0A1X7V201_AMPQE			
N2.HOG0014436	OG0016944	-	tr|A0A1X7UDP1|A0A1X7UDP1_AMPQE			jg23239.t1
N2.HOG0014437	OG0016945	-	tr|A0A1X7UDQ3|A0A1X7UDQ3_AMPQE, tr|A0A1X7UPB1|A0A1X7UPB1_AMPQE			
N2.HOG0014438	OG0016946	-	tr|A0A1X7UDU4|A0A1X7UDU4_AMPQE			jg28657.t1
N2.HOG0014439	OG0016947	-	tr|A0A1X7UDU7|A0A1X7UDU7_AMPQE, tr|A0A1X7VSK5|A0A1X7VSK5_AMPQE			
N2.HOG0014440	OG0016948	-	tr|A0A1X7UDW0|A0A1X7UDW0_AMPQE			jg8524.t1
N2.HOG0014441	OG0016949	-	tr|A0A1X7UDW4|A0A1X7UDW4_AMPQE			jg8351.t1
N2.HOG0014442	OG0016950	-	tr|A0A1X7UDW9|A0A1X7UDW9_AMPQE			jg8346.t1
N2.HOG0014443	OG0016951	-	tr|A0A1X7UDY7|A0A1X7UDY7_AMPQE			jg28995.t1
N2.HOG0014444	OG0016952	-	tr|A0A1X7UE08|A0A1X7UE08_AMPQE, tr|A0A1X7V6S9|A0A1X7V6S9_AMPQE			
N2.HOG0014445	OG0016953	-	tr|A0A1X7VFD6|A0A1X7VFD6_AMPQE, tr|A0A1X7UE19|A0A1X7UE19_AMPQE			
N2.HOG0014446	OG0016954	-	tr|A0A1X7UE43|A0A1X7UE43_AMPQE			jg23238.t1
N2.HOG0014447	OG0016955	-	tr|A0A1X7UE47|A0A1X7UE47_AMPQE, tr|A0A1X7UF02|A0A1X7UF02_AMPQE			
N2.HOG0014448	OG0016956	-	tr|A0A1X7UE55|A0A1X7UE55_AMPQE			jg30319.t1
N2.HOG0014449	OG0016958	-	tr|A0A1X7UE69|A0A1X7UE69_AMPQE			jg14613.t1
N2.HOG0014450	OG0016959	-	tr|A0A1X7UE96|A0A1X7UE96_AMPQE			jg4130.t1
N2.HOG0014451	OG0016960	-	tr|A0A1X7UEA1|A0A1X7UEA1_AMPQE			jg15858.t1
N2.HOG0014452	OG0016961	-	tr|A0A1X7V2K5|A0A1X7V2K5_AMPQE, tr|A0A1X7UEC3|A0A1X7UEC3_AMPQE			
N2.HOG0014453	OG0016962	-	tr|A0A1X7UEE3|A0A1X7UEE3_AMPQE			jg28996.t1
N2.HOG0014454	OG0016963	-	tr|A0A1X7UEE9|A0A1X7UEE9_AMPQE			jg8522.t1
N2.HOG0014455	OG0016964	-	tr|A0A1X7V1Y4|A0A1X7V1Y4_AMPQE, tr|A0A1X7UEF8|A0A1X7UEF8_AMPQE			
N2.HOG0014456	OG0016965	-	tr|A0A1X7UEH4|A0A1X7UEH4_AMPQE			jg10557.t1
N2.HOG0014457	OG0016966	-	tr|A0A1X7UEK7|A0A1X7UEK7_AMPQE			jg2857.t1
N2.HOG0014458	OG0016967	-	tr|A0A1X7UEL0|A0A1X7UEL0_AMPQE			jg30318.t1
N2.HOG0014459	OG0016968	-	tr|A0A1X7UEN9|A0A1X7UEN9_AMPQE			jg30316.t1
N2.HOG0014460	OG0016969	-	tr|A0A1X7UER2|A0A1X7UER2_AMPQE			jg14659.t1
N2.HOG0014461	OG0016970	-	tr|A0A1X7UER5|A0A1X7UER5_AMPQE			jg8393.t1
N2.HOG0014462	OG0016971	-	tr|A0A1X7UES2|A0A1X7UES2_AMPQE, tr|A0A1X7VDE6|A0A1X7VDE6_AMPQE			
N2.HOG0014463	OG0016972	-	tr|A0A1X7UES3|A0A1X7UES3_AMPQE, tr|A0A1X7UFP0|A0A1X7UFP0_AMPQE			
N2.HOG0014464	OG0016973	-	tr|A0A1X7UET4|A0A1X7UET4_AMPQE			jg27613.t1
N2.HOG0014465	OG0016974	-	tr|A0A1X7UEU4|A0A1X7UEU4_AMPQE			jg8445.t1
N2.HOG0014466	OG0016975	-	tr|A0A1X7UEV5|A0A1X7UEV5_AMPQE, tr|A0A1X7V2W2|A0A1X7V2W2_AMPQE			
N2.HOG0014467	OG0016976	-	tr|A0A1X7UEX2|A0A1X7UEX2_AMPQE			jg14321.t1
N2.HOG0014468	OG0016977	-	tr|A0A1X7UEX4|A0A1X7UEX4_AMPQE, tr|A0A1X7VIF8|A0A1X7VIF8_AMPQE			
N2.HOG0014469	OG0016979	-	tr|A0A1X7UF07|A0A1X7UF07_AMPQE			jg14327.t1
N2.HOG0014470	OG0016980	-	tr|A0A1X7UF24|A0A1X7UF24_AMPQE, tr|A0A1X7UFL5|A0A1X7UFL5_AMPQE			
N2.HOG0014471	OG0016981	-	tr|A0A1X7UF25|A0A1X7UF25_AMPQE			jg4131.t1
N2.HOG0014472	OG0016982	-	tr|A0A1X7UF28|A0A1X7UF28_AMPQE, tr|A0A1X7VJI2|A0A1X7VJI2_AMPQE			
N2.HOG0014473	OG0016983	-	tr|A0A1X7UFB0|A0A1X7UFB0_AMPQE			jg8523.t1
N2.HOG0014474	OG0016984	-	tr|A0A1X7UFB9|A0A1X7UFB9_AMPQE			jg8536.t1
N2.HOG0014475	OG0016985	-	tr|A0A1X7UFC4|A0A1X7UFC4_AMPQE			jg8271.t1
N2.HOG0014476	OG0016986	-	tr|A0A1X7UFG9|A0A1X7UFG9_AMPQE			jg6220.t1
N2.HOG0014477	OG0016987	-	tr|A0A1X7UFL9|A0A1X7UFL9_AMPQE			jg14609.t1
N2.HOG0014478	OG0016988	-	tr|A0A1X7UFN1|A0A1X7UFN1_AMPQE			jg2809.t1
N2.HOG0014479	OG0016989	-	tr|A0A1X7UFP1|A0A1X7UFP1_AMPQE			jg19394.t1
N2.HOG0014480	OG0016990	-	tr|A0A1X7UFP5|A0A1X7UFP5_AMPQE			jg722.t1
N2.HOG0014481	OG0016991	-	tr|A0A1X7UFQ9|A0A1X7UFQ9_AMPQE			jg8444.t1
N2.HOG0014482	OG0016992	-	tr|A0A1X7UFR1|A0A1X7UFR1_AMPQE			jg16716.t1
N2.HOG0014483	OG0016993	-	tr|A0A1X7UFT0|A0A1X7UFT0_AMPQE			jg3271.t1
N2.HOG0014484	OG0016994	-	tr|A0A1X7UFW4|A0A1X7UFW4_AMPQE			jg7213.t1
N2.HOG0014485	OG0016995	-	tr|A0A1X7UFY9|A0A1X7UFY9_AMPQE			jg5985.t1
N2.HOG0014486	OG0016996	-	tr|A0A1X7UG47|A0A1X7UG47_AMPQE			jg8624.t1
N2.HOG0014487	OG0016997	-	tr|A0A1X7UG53|A0A1X7UG53_AMPQE, tr|A0A1X7UWB8|A0A1X7UWB8_AMPQE			
N2.HOG0014488	OG0016998	-	tr|A0A1X7UG78|A0A1X7UG78_AMPQE			jg8443.t1
N2.HOG0014489	OG0016999	-	tr|A0A1X7UG93|A0A1X7UG93_AMPQE			jg25558.t1
N2.HOG0014490	OG0017000	-	tr|A0A1X7UGA0|A0A1X7UGA0_AMPQE			jg8441.t1
N2.HOG0014491	OG0017001	-	tr|A0A1X7UGA4|A0A1X7UGA4_AMPQE			jg24594.t1
N2.HOG0014492	OG0017002	-	tr|A0A1X7UGC4|A0A1X7UGC4_AMPQE			jg4717.t1
N2.HOG0014493	OG0017003	-	tr|A0A1X7UGC9|A0A1X7UGC9_AMPQE			jg4722.t1
N2.HOG0014494	OG0017004	-	tr|A0A1X7UGD9|A0A1X7UGD9_AMPQE, tr|A0A1X7UH97|A0A1X7UH97_AMPQE			
N2.HOG0014495	OG0017005	-	tr|A0A1X7UGF9|A0A1X7UGF9_AMPQE, tr|A0A1X7UGS8|A0A1X7UGS8_AMPQE			
N2.HOG0014496	OG0017006	-	tr|A0A1X7UGI5|A0A1X7UGI5_AMPQE			jg12337.t1
N2.HOG0014497	OG0017007	-	tr|A0A1X7UGJ1|A0A1X7UGJ1_AMPQE			jg12340.t1
N2.HOG0014498	OG0017008	-	tr|A0A1X7VU83|A0A1X7VU83_AMPQE, tr|A0A1X7UGK4|A0A1X7UGK4_AMPQE			
N2.HOG0014499	OG0017009	-	tr|A0A1X7UGK8|A0A1X7UGK8_AMPQE			jg16708.t1
N2.HOG0014500	OG0017010	-	tr|A0A1X7UGL2|A0A1X7UGL2_AMPQE, tr|A0A1X7UHG8|A0A1X7UHG8_AMPQE			
N2.HOG0014501	OG0017011	-	tr|A0A1X7UGN9|A0A1X7UGN9_AMPQE			jg12414.t1
N2.HOG0014502	OG0017012	-	tr|A0A1X7UGQ0|A0A1X7UGQ0_AMPQE			jg6382.t1
N2.HOG0014503	OG0017013	-	tr|A0A1X7UGQ3|A0A1X7UGQ3_AMPQE			jg4720.t1
N2.HOG0014504	OG0017014	-	tr|A0A1X7UGT9|A0A1X7UGT9_AMPQE			jg25284.t1
N2.HOG0014505	OG0017015	-	tr|A0A1X7UYV3|A0A1X7UYV3_AMPQE, tr|A0A1X7UGU6|A0A1X7UGU6_AMPQE			
N2.HOG0014506	OG0017016	-	tr|A0A1X7UH71|A0A1X7UH71_AMPQE, tr|A0A1X7UGU8|A0A1X7UGU8_AMPQE			
N2.HOG0014507	OG0017017	-	tr|A0A1X7UGW2|A0A1X7UGW2_AMPQE			jg1483.t1
N2.HOG0014508	OG0017018	-	tr|A0A1X7UGX9|A0A1X7UGX9_AMPQE			jg8814.t1
N2.HOG0014509	OG0017019	-	tr|A0A1X7UH21|A0A1X7UH21_AMPQE			jg25974.t1
N2.HOG0014510	OG0017020	-	tr|A0A1X7UH25|A0A1X7UH25_AMPQE			jg8467.t1
N2.HOG0014511	OG0017021	-	tr|A0A1X7UH26|A0A1X7UH26_AMPQE			jg25978.t1
N2.HOG0014512	OG0017022	-	tr|A0A1X7UH29|A0A1X7UH29_AMPQE			jg8462.t1
N2.HOG0014513	OG0017023	-	tr|A0A1X7UH39|A0A1X7UH39_AMPQE			jg12349.t1
N2.HOG0014514	OG0017024	-	tr|A0A1X7UH43|A0A1X7UH43_AMPQE			jg8446.t1
N2.HOG0014515	OG0017025	-	tr|A0A1X7UH60|A0A1X7UH60_AMPQE			jg11967.t1
N2.HOG0014516	OG0017026	-	tr|A0A1X7UH68|A0A1X7UH68_AMPQE, tr|A0A1X7V470|A0A1X7V470_AMPQE			
N2.HOG0014517	OG0017027	-	tr|A0A1X7UH79|A0A1X7UH79_AMPQE			jg4721.t1
N2.HOG0014518	OG0017028	-	tr|A0A1X7UH82|A0A1X7UH82_AMPQE			jg19214.t1
N2.HOG0014519	OG0017029	-	tr|A0A1X7UH83|A0A1X7UH83_AMPQE			jg7033.t1
N2.HOG0014520	OG0017030	-	tr|A0A1X7UH95|A0A1X7UH95_AMPQE			jg4732.t1
N2.HOG0014521	OG0017031	-	tr|A0A1X7UHA5|A0A1X7UHA5_AMPQE			jg3237.t1
N2.HOG0014522	OG0017032	-	tr|A0A1X7UHB2|A0A1X7UHB2_AMPQE			jg3239.t1
N2.HOG0014523	OG0017033	-	tr|A0A1X7UHB6|A0A1X7UHB6_AMPQE			jg3236.t1
N2.HOG0014524	OG0017034	-	tr|A0A1X7UHI2|A0A1X7UHI2_AMPQE			jg20667.t1
N2.HOG0014525	OG0017035	-	tr|A0A1X7UHK3|A0A1X7UHK3_AMPQE			jg4989.t1
N2.HOG0014526	OG0017036	-	tr|A0A1X7UHK6|A0A1X7UHK6_AMPQE			jg8459.t1
N2.HOG0014527	OG0017037	-	tr|A0A1X7UHL2|A0A1X7UHL2_AMPQE			jg8455.t1
N2.HOG0014528	OG0017038	-	tr|A0A1X7UHL3|A0A1X7UHL3_AMPQE			jg24257.t1
N2.HOG0014529	OG0017039	-	tr|A0A1X7UHL9|A0A1X7UHL9_AMPQE			jg8457.t1
N2.HOG0014530	OG0017040	-	tr|A0A1X7UHM4|A0A1X7UHM4_AMPQE			jg8452.t1
N2.HOG0014531	OG0017041	-	tr|A0A1X7UHP4|A0A1X7UHP4_AMPQE			jg9879.t1
N2.HOG0014532	OG0017042	-	tr|A0A1X7UHS3|A0A1X7UHS3_AMPQE			jg7035.t1
N2.HOG0014533	OG0017043	-	tr|A0A1X7UHS9|A0A1X7UHS9_AMPQE			jg7026.t1
N2.HOG0014534	OG0017044	-	tr|A0A1X7UHU4|A0A1X7UHU4_AMPQE			jg3200.t1
N2.HOG0014535	OG0017045	-	tr|A0A1X7UHW7|A0A1X7UHW7_AMPQE			jg4472.t1
N2.HOG0014536	OG0017046	-	tr|A0A1X7UHX8|A0A1X7UHX8_AMPQE			jg12335.t1
N2.HOG0014537	OG0017047	-	tr|A0A1X7UHY0|A0A1X7UHY0_AMPQE			jg12339.t1
N2.HOG0014538	OG0017048	-	tr|A0A1X7UHZ4|A0A1X7UHZ4_AMPQE			jg9870.t1
N2.HOG0014539	OG0017049	-	tr|A0A1X7UIW4|A0A1X7UIW4_AMPQE, tr|A0A1X7UI00|A0A1X7UI00_AMPQE			
N2.HOG0014540	OG0017050	-	tr|A0A1X7UI17|A0A1X7UI17_AMPQE			jg12421.t1
N2.HOG0014541	OG0017051	-	tr|A0A1X7UI21|A0A1X7UI21_AMPQE			jg12428.t1
N2.HOG0014542	OG0017052	-	tr|A0A1X7UI50|A0A1X7UI50_AMPQE			jg15755.t1
N2.HOG0014543	OG0017053	-	tr|A0A1X7UI58|A0A1X7UI58_AMPQE			jg11701.t1
N2.HOG0014544	OG0017054	-	tr|A0A1X7UI59|A0A1X7UI59_AMPQE			jg11697.t1
N2.HOG0014545	OG0017055	-	tr|A0A1X7UI62|A0A1X7UI62_AMPQE			jg19432.t1
N2.HOG0014546	OG0017056	-	tr|A0A1X7UJ00|A0A1X7UJ00_AMPQE, tr|A0A1X7UI67|A0A1X7UI67_AMPQE			
N2.HOG0014547	OG0017057	-	tr|A0A1X7UI86|A0A1X7UI86_AMPQE			jg14498.t1
N2.HOG0014548	OG0017058	-	tr|A0A1X7UI98|A0A1X7UI98_AMPQE			jg11510.t1
N2.HOG0014549	OG0017059	-	tr|A0A1X7UIA5|A0A1X7UIA5_AMPQE, tr|A0A1X7UQW8|A0A1X7UQW8_AMPQE			
N2.HOG0014550	OG0017060	-	tr|A0A1X7USM7|A0A1X7USM7_AMPQE, tr|A0A1X7UIC0|A0A1X7UIC0_AMPQE			
N2.HOG0014551	OG0017061	-	tr|A0A1X7UIC6|A0A1X7UIC6_AMPQE			jg25944.t1
N2.HOG0014552	OG0017062	-	tr|A0A1X7UPY5|A0A1X7UPY5_AMPQE, tr|A0A1X7UIF8|A0A1X7UIF8_AMPQE			
N2.HOG0014553	OG0017063	-	tr|A0A1X7UIG6|A0A1X7UIG6_AMPQE			jg9856.t1
N2.HOG0014554	OG0017064	-	tr|A0A1X7V5R1|A0A1X7V5R1_AMPQE, tr|A0A1X7UIH8|A0A1X7UIH8_AMPQE			
N2.HOG0014555	OG0017065	-	tr|A0A1X7UIJ4|A0A1X7UIJ4_AMPQE			jg9878.t1
N2.HOG0014556	OG0017066	-	tr|A0A1X7URU1|A0A1X7URU1_AMPQE, tr|A0A1X7UIK7|A0A1X7UIK7_AMPQE			
N2.HOG0014557	OG0017067	-	tr|A0A1X7UIL9|A0A1X7UIL9_AMPQE			jg7034.t1
N2.HOG0014558	OG0017068	-	tr|A0A1X7UIN0|A0A1X7UIN0_AMPQE			jg7030.t1
N2.HOG0014559	OG0017070	-	tr|A0A1X7UIP8|A0A1X7UIP8_AMPQE			jg5336.t1
N2.HOG0014560	OG0017071	-	tr|A0A1X7VJW7|A0A1X7VJW7_AMPQE, tr|A0A1X7UIT8|A0A1X7UIT8_AMPQE			
N2.HOG0014561	OG0017072	-	tr|A0A1X7UIV8|A0A1X7UIV8_AMPQE			jg18511.t1
N2.HOG0014562	OG0017073	-	tr|A0A1X7UIY9|A0A1X7UIY9_AMPQE			jg4437.t1
N2.HOG0014563	OG0017074	-	tr|A0A1X7UJ05|A0A1X7UJ05_AMPQE			jg20345.t1
N2.HOG0014564	OG0017075	-	tr|A0A1X7UJ09|A0A1X7UJ09_AMPQE			jg15754.t1
N2.HOG0014565	OG0017076	-	tr|A0A1X7UJ80|A0A1X7UJ80_AMPQE			jg6396.t1
N2.HOG0014566	OG0017077	-	tr|A0A1X7UJ98|A0A1X7UJ98_AMPQE			jg26844.t1
N2.HOG0014567	OG0017078	-	tr|A0A1X7UJD9|A0A1X7UJD9_AMPQE			jg1813.t1
N2.HOG0014568	OG0017079	-	tr|A0A1X7UJF0|A0A1X7UJF0_AMPQE			jg29828.t1
N2.HOG0014569	OG0017080	-	tr|A0A1X7UJF4|A0A1X7UJF4_AMPQE			jg29596.t1
N2.HOG0014570	OG0017081	-	tr|A0A1X7UJF9|A0A1X7UJF9_AMPQE			jg6227.t1
N2.HOG0014571	OG0017082	-	tr|A0A1X7V7M2|A0A1X7V7M2_AMPQE, tr|A0A1X7UJL1|A0A1X7UJL1_AMPQE			
N2.HOG0014572	OG0017083	-	tr|A0A1X7UJN2|A0A1X7UJN2_AMPQE			jg12976.t1
N2.HOG0014573	OG0017084	-	tr|A0A1X7UJN7|A0A1X7UJN7_AMPQE			jg9799.t1
N2.HOG0014574	OG0017085	-	tr|A0A1X7UJQ0|A0A1X7UJQ0_AMPQE, tr|A0A1X7VKU3|A0A1X7VKU3_AMPQE			
N2.HOG0014575	OG0017086	-	tr|A0A1X7UJQ2|A0A1X7UJQ2_AMPQE			jg17777.t1
N2.HOG0014576	OG0017087	-	tr|A0A1X7UJR6|A0A1X7UJR6_AMPQE, tr|A0A1X7UT40|A0A1X7UT40_AMPQE			
N2.HOG0014577	OG0017088	-	tr|A0A1X7USA9|A0A1X7USA9_AMPQE, tr|A0A1X7UJS3|A0A1X7UJS3_AMPQE			
N2.HOG0014578	OG0017089	-	tr|A0A1X7V1L8|A0A1X7V1L8_AMPQE, tr|A0A1X7UJU9|A0A1X7UJU9_AMPQE			
N2.HOG0014579	OG0017090	-	tr|A0A1X7UJV0|A0A1X7UJV0_AMPQE, tr|A0A1X7VAZ4|A0A1X7VAZ4_AMPQE			
N2.HOG0014580	OG0017092	-	tr|A0A1X7UJV5|A0A1X7UJV5_AMPQE, tr|A0A1X7USD5|A0A1X7USD5_AMPQE			
N2.HOG0014581	OG0017093	-	tr|A0A1X7UJX1|A0A1X7UJX1_AMPQE			jg25575.t1
N2.HOG0014582	OG0017094	-	tr|A0A1X7UK11|A0A1X7UK11_AMPQE, tr|A0A1X7UJX4|A0A1X7UJX4_AMPQE			
N2.HOG0014583	OG0017095	-	tr|A0A1X7UJY0|A0A1X7UJY0_AMPQE, tr|A0A1X7UWC9|A0A1X7UWC9_AMPQE			
N2.HOG0014584	OG0017096	-	tr|A0A1X7UJZ8|A0A1X7UJZ8_AMPQE			jg29421.t1
N2.HOG0014585	OG0017097	-	tr|A0A1X7UK05|A0A1X7UK05_AMPQE			jg20304.t1
N2.HOG0014586	OG0017098	-	tr|A0A1X7UK08|A0A1X7UK08_AMPQE, tr|A0A1X7VVB9|A0A1X7VVB9_AMPQE			
N2.HOG0014587	OG0017099	-	tr|A0A1X7UK29|A0A1X7UK29_AMPQE			jg6416.t1
N2.HOG0014588	OG0017102	-	tr|A0A1X7UK82|A0A1X7UK82_AMPQE			jg29423.t1
N2.HOG0014589	OG0017103	-	tr|A0A1X7UK97|A0A1X7UK97_AMPQE			jg29840.t1
N2.HOG0014590	OG0017105	-	tr|A0A1X7UKB6|A0A1X7UKB6_AMPQE, tr|A0A1X7UW26|A0A1X7UW26_AMPQE			
N2.HOG0014591	OG0017106	-	tr|A0A1X7UKB8|A0A1X7UKB8_AMPQE			jg17771.t1
N2.HOG0014592	OG0017107	-	tr|A0A1X7UM50|A0A1X7UM50_AMPQE, tr|A0A1X7UKC0|A0A1X7UKC0_AMPQE			
N2.HOG0014593	OG0017108	-	tr|A0A1X7UKD9|A0A1X7UKD9_AMPQE			jg15735.t1
N2.HOG0014594	OG0017109	-	tr|A0A1X7UKM0|A0A1X7UKM0_AMPQE			jg20298.t1
N2.HOG0014595	OG0017110	-	tr|A0A1X7UKN0|A0A1X7UKN0_AMPQE			jg16994.t1
N2.HOG0014596	OG0017111	-	tr|A0A1X7UKN4|A0A1X7UKN4_AMPQE			jg20309.t1
N2.HOG0014597	OG0017112	-	tr|A0A1X7UKP6|A0A1X7UKP6_AMPQE			jg13872.t1
N2.HOG0014598	OG0017113	-	tr|A0A1X7UKQ0|A0A1X7UKQ0_AMPQE			jg20182.t1
N2.HOG0014599	OG0017114	-	tr|A0A1X7UKQ2|A0A1X7UKQ2_AMPQE			jg28962.t1
N2.HOG0014600	OG0017115	-	tr|A0A1X7UKQ3|A0A1X7UKQ3_AMPQE			jg29611.t1
N2.HOG0014601	OG0017116	-	tr|A0A1X7UKQ4|A0A1X7UKQ4_AMPQE			jg18106.t1
N2.HOG0014602	OG0017117	-	tr|A0A1X7UKQ8|A0A1X7UKQ8_AMPQE			jg18592.t1
N2.HOG0014603	OG0017118	-	tr|A0A1X7UKR3|A0A1X7UKR3_AMPQE			jg29837.t1
N2.HOG0014604	OG0017119	-	tr|A0A1X7UKS0|A0A1X7UKS0_AMPQE			jg27533.t1
N2.HOG0014605	OG0017120	-	tr|A0A1X7UKS9|A0A1X7UKS9_AMPQE			jg29597.t1
N2.HOG0014606	OG0017121	-	tr|A0A1X7UKU2|A0A1X7UKU2_AMPQE			jg3084.t1
N2.HOG0014607	OG0017122	-	tr|A0A1X7UKU9|A0A1X7UKU9_AMPQE			jg29790.t1
N2.HOG0014608	OG0017123	-	tr|A0A1X7UL37|A0A1X7UL37_AMPQE, tr|A0A1X7VT95|A0A1X7VT95_AMPQE			
N2.HOG0014609	OG0017124	-	tr|A0A1X7UL71|A0A1X7UL71_AMPQE			jg14380.t1
N2.HOG0014610	OG0017125	-	tr|A0A1X7UL72|A0A1X7UL72_AMPQE			jg17945.t1
N2.HOG0014611	OG0017126	-	tr|A0A1X7UL74|A0A1X7UL74_AMPQE			jg24968.t1
N2.HOG0014612	OG0017127	-	tr|A0A1X7UL86|A0A1X7UL86_AMPQE			jg13661.t1
N2.HOG0014613	OG0017128	-	tr|A0A1X7UL89|A0A1X7UL89_AMPQE			jg19288.t1
N2.HOG0014614	OG0017129	-	tr|A0A1X7UL92|A0A1X7UL92_AMPQE			jg25617.t1
N2.HOG0014615	OG0017130	-	tr|A0A1X7UL98|A0A1X7UL98_AMPQE			jg8159.t1
N2.HOG0014616	OG0017132	-	tr|A0A1X7ULA5|A0A1X7ULA5_AMPQE			jg18848.t1
N2.HOG0014617	OG0017133	-	tr|A0A1X7ULD9|A0A1X7ULD9_AMPQE			jg14379.t1
N2.HOG0014618	OG0017134	-	tr|A0A1X7ULE0|A0A1X7ULE0_AMPQE			jg15688.t1
N2.HOG0014619	OG0017135	-	tr|A0A1X7ULM9|A0A1X7ULM9_AMPQE, tr|A0A1X7ULE6|A0A1X7ULE6_AMPQE			
N2.HOG0014620	OG0017136	-	tr|A0A1X7ULF1|A0A1X7ULF1_AMPQE			jg28975.t1
N2.HOG0014621	OG0017137	-	tr|A0A1X7ULF9|A0A1X7ULF9_AMPQE			jg13801.t1
N2.HOG0014622	OG0017138	-	tr|A0A1X7ULH1|A0A1X7ULH1_AMPQE			jg17372.t1
N2.HOG0014623	OG0017139	-	tr|A0A1X7ULH9|A0A1X7ULH9_AMPQE			jg17078.t1
N2.HOG0014624	OG0017140	-	tr|A0A1X7ULI1|A0A1X7ULI1_AMPQE			jg7962.t1
N2.HOG0014625	OG0017141	-	tr|A0A1X7ULI3|A0A1X7ULI3_AMPQE			jg17074.t1
N2.HOG0014626	OG0017142	-	tr|A0A1X7ULJ5|A0A1X7ULJ5_AMPQE			jg20302.t1
N2.HOG0014627	OG0017143	-	tr|A0A1X7ULL6|A0A1X7ULL6_AMPQE			jg20183.t1
N2.HOG0014628	OG0017144	-	tr|A0A1X7ULN6|A0A1X7ULN6_AMPQE			jg28974.t1
N2.HOG0014629	OG0017145	-	tr|A0A1X7ULT4|A0A1X7ULT4_AMPQE			jg15690.t1
N2.HOG0014630	OG0017146	-	tr|A0A1X7ULV4|A0A1X7ULV4_AMPQE			jg19285.t1
N2.HOG0014631	OG0017147	-	tr|A0A1X7ULV6|A0A1X7ULV6_AMPQE			jg20076.t1
N2.HOG0014632	OG0017148	-	tr|A0A1X7ULW6|A0A1X7ULW6_AMPQE			jg17950.t1
N2.HOG0014633	OG0017149	-	tr|A0A1X7USQ5|A0A1X7USQ5_AMPQE, tr|A0A1X7ULY9|A0A1X7ULY9_AMPQE			
N2.HOG0014634	OG0017150	-	tr|A0A1X7UM00|A0A1X7UM00_AMPQE			jg8153.t1
N2.HOG0014635	OG0017151	-	tr|A0A1X7UM23|A0A1X7UM23_AMPQE			jg19257.t1
N2.HOG0014636	OG0017152	-	tr|A0A1X7UM36|A0A1X7UM36_AMPQE			jg28969.t1
N2.HOG0014637	OG0017153	-	tr|A0A1X7UM43|A0A1X7UM43_AMPQE			jg14576.t1
N2.HOG0014638	OG0017154	-	tr|A0A1X7UM78|A0A1X7UM78_AMPQE			jg8161.t1
N2.HOG0014639	OG0017155	-	tr|A0A1X7UMB1|A0A1X7UMB1_AMPQE			jg28956.t1
N2.HOG0014640	OG0017156	-	tr|A0A1X7UMB5|A0A1X7UMB5_AMPQE			jg28963.t1
N2.HOG0014641	OG0017157	-	tr|A0A1X7UMC2|A0A1X7UMC2_AMPQE			jg28050.t1
N2.HOG0014642	OG0017158	-	tr|A0A1X7UME2|A0A1X7UME2_AMPQE			jg12784.t1
N2.HOG0014643	OG0017159	-	tr|A0A1X7UMF1|A0A1X7UMF1_AMPQE			jg17082.t1
N2.HOG0014644	OG0017160	-	tr|A0A1X7UMF5|A0A1X7UMF5_AMPQE			jg15700.t1
N2.HOG0014645	OG0017161	-	tr|A0A1X7UMF6|A0A1X7UMF6_AMPQE			jg17077.t1
N2.HOG0014646	OG0017162	-	tr|A0A1X7UMG2|A0A1X7UMG2_AMPQE			jg5974.t1
N2.HOG0014647	OG0017163	-	tr|A0A1X7V9V6|A0A1X7V9V6_AMPQE, tr|A0A1X7UMI8|A0A1X7UMI8_AMPQE			
N2.HOG0014648	OG0017164	-	tr|A0A1X7UMJ2|A0A1X7UMJ2_AMPQE			jg24215.t1
N2.HOG0014649	OG0017165	-	tr|A0A1X7UMK8|A0A1X7UMK8_AMPQE			jg19286.t1
N2.HOG0014650	OG0017166	-	tr|A0A1X7UML9|A0A1X7UML9_AMPQE			jg27866.t1
N2.HOG0014651	OG0017167	-	tr|A0A1X7UMN8|A0A1X7UMN8_AMPQE			jg5402.t1
N2.HOG0014652	OG0017168	-	tr|A0A1X7UMN9|A0A1X7UMN9_AMPQE			jg14371.t1
